,YEAR,STATE,CONSTITUENCY,PARTY,% of VOTES SECURED
52001,2009,Bihar,Pataliputra,IJP,0.12
52002,2009,Bihar,Pataliputra,LTSD,0.41
52003,2009,Bihar,Pataliputra,AIFB,0.13
52004,2009,Bihar,Pataliputra,CPI(ML),2.41
52005,2009,Bihar,Pataliputra,ANC,0.37
52006,2009,Bihar,Pataliputra,IND,0.21
52007,2009,Bihar,Pataliputra,IND,0.42
52008,2009,Bihar,Pataliputra,IND,0.71
52009,2009,Bihar,Arrah,JD(U),13.68
52010,2009,Bihar,Arrah,LJP,8.87
52011,2009,Bihar,Arrah,BSP,1.39
52012,2009,Bihar,Arrah,INC,1.32
52013,2009,Bihar,Arrah,JKM,0.18
52014,2009,Bihar,Arrah,CPI(ML),7.46
52015,2009,Bihar,Arrah,ABJS,0.24
52016,2009,Bihar,Arrah,SHS,0.24
52017,2009,Bihar,Arrah,AIFB,0.1
52018,2009,Bihar,Arrah,RDMP,0.2
52019,2009,Bihar,Arrah,RSWD,0.23
52020,2009,Bihar,Arrah,ANC,0.12
52021,2009,Bihar,Arrah,IND,0.15
52022,2009,Bihar,Arrah,IND,0.2
52023,2009,Bihar,Arrah,IND,0.76
52024,2009,Bihar,Arrah,IND,0.63
52025,2009,Bihar,Buxar,INC,1.7
52026,2009,Bihar,Buxar,RJD,9.89
52027,2009,Bihar,Buxar,BJP,9.72
52028,2009,Bihar,Buxar,BSP,9.48
52029,2009,Bihar,Buxar,SBSP,0.76
52030,2009,Bihar,Buxar,BJJD,0.53
52031,2009,Bihar,Buxar,LTSD,0.26
52032,2009,Bihar,Buxar,SHS,0.2
52033,2009,Bihar,Buxar,JPS,1.15
52034,2009,Bihar,Buxar,AD,0.12
52035,2009,Bihar,Buxar,CPI(ML),1.45
52036,2009,Bihar,Buxar,RPI,0.1
52037,2009,Bihar,Buxar,IND,0.2
52038,2009,Bihar,Buxar,IND,0.3
52039,2009,Bihar,Buxar,IND,9.17
52040,2009,Bihar,Buxar,IND,0.54
52041,2009,Bihar,Buxar,IND,0.19
52042,2009,Bihar,Buxar,IND,0.2
52043,2009,Bihar,Buxar,IND,0.18
52044,2009,Bihar,Buxar,IND,0.14
52045,2009,Bihar,Buxar,IND,0.08
52046,2009,Bihar,Buxar,IND,0.13
52047,2009,Bihar,Sasaram,BSP,6.89
52048,2009,Bihar,Sasaram,INC,13.7
52049,2009,Bihar,Sasaram,BJP,10.64
52050,2009,Bihar,Sasaram,RJD,7.81
52051,2009,Bihar,Sasaram,CPI(ML),0.59
52052,2009,Bihar,Sasaram,LTSD,0.96
52053,2009,Bihar,Sasaram,PMSP,0.24
52054,2009,Bihar,Sasaram,IJP,0.12
52055,2009,Bihar,Sasaram,AD,0.12
52056,2009,Bihar,Sasaram,RKJP,0.15
52057,2009,Bihar,Sasaram,RPI,0.11
52058,2009,Bihar,Sasaram,IND,0.11
52059,2009,Bihar,Sasaram,IND,0.26
52060,2009,Bihar,Sasaram,IND,0.34
52061,2009,Bihar,Sasaram,IND,0.21
52062,2009,Bihar,Sasaram,IND,0.46
52063,2009,Bihar,Karakat,INC,5.12
52064,2009,Bihar,Karakat,BSP,2.31
52065,2009,Bihar,Karakat,RJD,12.73
52066,2009,Bihar,Karakat,JD(U),14.2
52067,2009,Bihar,Karakat,RPI(A),0.49
52068,2009,Bihar,Karakat,RSWD,1.52
52069,2009,Bihar,Karakat,AD,0.14
52070,2009,Bihar,Karakat,AJSP,0.19
52071,2009,Bihar,Karakat,CPI(ML),2.7
52072,2009,Bihar,Karakat,SSD,0.21
52073,2009,Bihar,Karakat,IND,0.5
52074,2009,Bihar,Karakat,IND,0.16
52075,2009,Bihar,Karakat,IND,0.36
52076,2009,Bihar,Karakat,IND,0.31
52077,2009,Bihar,Karakat,IND,0.18
52078,2009,Bihar,Karakat,IND,0.47
52079,2009,Bihar,Jahanabad,INC,3.8
52080,2009,Bihar,Jahanabad,JD(U),18.39
52081,2009,Bihar,Jahanabad,BSP,1.46
52082,2009,Bihar,Jahanabad,RJD,16.72
52083,2009,Bihar,Jahanabad,LTSD,0.32
52084,2009,Bihar,Jahanabad,SSD,0.24
52085,2009,Bihar,Jahanabad,RPP,0.12
52086,2009,Bihar,Jahanabad,CPI(ML),2.78
52087,2009,Bihar,Jahanabad,RLD,0.28
52088,2009,Bihar,Jahanabad,BSKP,0.09
52089,2009,Bihar,Jahanabad,LM,0.07
52090,2009,Bihar,Jahanabad,AIFB,0.07
52091,2009,Bihar,Jahanabad,ABAS,0.14
52092,2009,Bihar,Jahanabad,IND,0.13
52093,2009,Bihar,Jahanabad,IND,0.23
52094,2009,Bihar,Jahanabad,IND,0.78
52095,2009,Bihar,Jahanabad,IND,0.31
52096,2009,Bihar,Jahanabad,IND,0.21
52097,2009,Bihar,Jahanabad,IND,0.17
52098,2009,Bihar,Jahanabad,IND,0.17
52099,2009,Bihar,Jahanabad,IND,0.09
52100,2009,Bihar,Jahanabad,IND,0.06
52101,2009,Bihar,Jahanabad,IND,0.06
52102,2009,Bihar,Jahanabad,IND,0.08
52103,2009,Bihar,Jahanabad,IND,0.15
52104,2009,Bihar,Aurangabad,BSP,3.28
52105,2009,Bihar,Aurangabad,INC,3.97
52106,2009,Bihar,Aurangabad,RJD,13.67
52107,2009,Bihar,Aurangabad,JD(U),18.9
52108,2009,Bihar,Aurangabad,RSWD,0.37
52109,2009,Bihar,Aurangabad,SSD,0.33
52110,2009,Bihar,Aurangabad,LTSD,0.32
52111,2009,Bihar,Aurangabad,BSKP,0.22
52112,2009,Bihar,Aurangabad,IND,0.12
52113,2009,Bihar,Aurangabad,IND,0.1
52114,2009,Bihar,Aurangabad,IND,0.16
52115,2009,Bihar,Aurangabad,IND,0.44
52116,2009,Bihar,Aurangabad,IND,0.42
52117,2009,Bihar,Aurangabad,IND,0.35
52118,2009,Bihar,Aurangabad,IND,0.25
52119,2009,Bihar,Aurangabad,IND,0.58
52120,2009,Bihar,Gaya,BSP,1.72
52121,2009,Bihar,Gaya,RJD,13.83
52122,2009,Bihar,Gaya,INC,4.88
52123,2009,Bihar,Gaya,BJP,18.53
52124,2009,Bihar,Gaya,NBNP,0.45
52125,2009,Bihar,Gaya,CPI(ML),0.5
52126,2009,Bihar,Gaya,LTSD,0.35
52127,2009,Bihar,Gaya,ABJS,0.16
52128,2009,Bihar,Gaya,IND,0.19
52129,2009,Bihar,Gaya,IND,0.15
52130,2009,Bihar,Gaya,IND,0.22
52131,2009,Bihar,Gaya,IND,0.18
52132,2009,Bihar,Gaya,IND,0.33
52133,2009,Bihar,Gaya,IND,0.23
52134,2009,Bihar,Gaya,IND,0.26
52135,2009,Bihar,Gaya,IND,0.46
52136,2009,Bihar,Nawada,CPM,1.06
52137,2009,Bihar,Nawada,BJP,9.35
52138,2009,Bihar,Nawada,BSP,3.33
52139,2009,Bihar,Nawada,LJP,6.85
52140,2009,Bihar,Nawada,INC,1.39
52141,2009,Bihar,Nawada,SSD,0.42
52142,2009,Bihar,Nawada,BSKP,0.32
52143,2009,Bihar,Nawada,LTSD,0.32
52144,2009,Bihar,Nawada,SBSP,0.23
52145,2009,Bihar,Nawada,IND,2.06
