,YEAR,STATE,CONSTITUENCY,PARTY,% of VOTES SECURED
2940,1989,KARNATAKA,UDUPI,BJP,29.94
2941,1989,KARNATAKA,UDUPI,JD,21.3
2942,1989,KARNATAKA,UDUPI,IND,0.48
2943,1989,KARNATAKA,UDUPI,IND,0.37
2944,1989,KARNATAKA,HASSAN,JP,37.61
2945,1989,KARNATAKA,HASSAN,INC,37.15
2946,1989,KARNATAKA,HASSAN,BJP,21.49
2947,1989,KARNATAKA,HASSAN,IND,0.79
2948,1989,KARNATAKA,HASSAN,IND,0.58
2949,1989,KARNATAKA,HASSAN,IND,0.56
2950,1989,KARNATAKA,HASSAN,IND,0.35
2951,1989,KARNATAKA,HASSAN,IND,0.35
2952,1989,KARNATAKA,HASSAN,IND,0.35
2953,1989,KARNATAKA,HASSAN,IND,0.3
2954,1989,KARNATAKA,HASSAN,IND,0.27
2955,1989,KARNATAKA,HASSAN,IND,0.2
2956,1989,KARNATAKA,CHIKMAGALUR,INC,42.77
2957,1989,KARNATAKA,CHIKMAGALUR,BJP,36.5
2958,1989,KARNATAKA,CHIKMAGALUR,CPI,19.23
2959,1989,KARNATAKA,CHIKMAGALUR,IND,0.47
2960,1989,KARNATAKA,CHIKMAGALUR,IND,0.42
2961,1989,KARNATAKA,CHIKMAGALUR,PBI,0.35
2962,1989,KARNATAKA,CHIKMAGALUR,IND,0.26
2963,1989,KARNATAKA,SHIMOGA,INC,45.91
2964,1989,KARNATAKA,SHIMOGA,BJP,39.27
2965,1989,KARNATAKA,SHIMOGA,JD,10.45
2966,1989,KARNATAKA,SHIMOGA,KRS,2.56
2967,1989,KARNATAKA,SHIMOGA,IND,0.45
2968,1989,KARNATAKA,SHIMOGA,IND,0.2
2969,1989,KARNATAKA,SHIMOGA,IND,0.19
2970,1989,KARNATAKA,SHIMOGA,IND,0.16
2971,1989,KARNATAKA,SHIMOGA,PBI,0.14
2972,1989,KARNATAKA,SHIMOGA,IND,0.12
2973,1989,KARNATAKA,SHIMOGA,IND,0.12
2974,1989,KARNATAKA,SHIMOGA,IND,0.1
2975,1989,KARNATAKA,SHIMOGA,IND,0.09
2976,1989,KARNATAKA,SHIMOGA,MSD,0.08
2977,1989,KARNATAKA,SHIMOGA,IND,0.06
2978,1989,KARNATAKA,SHIMOGA,IND,0.05
2979,1989,KARNATAKA,SHIMOGA,IND,0.04
2980,1989,KARNATAKA,KANARA,INC,35.53
2981,1989,KARNATAKA,KANARA,BJP,29.32
2982,1989,KARNATAKA,KANARA,JD,25.72
2983,1989,KARNATAKA,KANARA,KRS,9.43
2984,1989,KARNATAKA,DHARWAD SOUTH,INC,46.72
2985,1989,KARNATAKA,DHARWAD SOUTH,BJP,31.83
2986,1989,KARNATAKA,DHARWAD SOUTH,JD,15.91
2987,1989,KARNATAKA,DHARWAD SOUTH,IND,0.69
2988,1989,KARNATAKA,DHARWAD SOUTH,IND,0.69
2989,1989,KARNATAKA,DHARWAD SOUTH,IND,0.52
2990,1989,KARNATAKA,DHARWAD SOUTH,IND,0.44
2991,1989,KARNATAKA,DHARWAD SOUTH,LKD,0.41
2992,1989,KARNATAKA,DHARWAD SOUTH,DDP,0.29
2993,1989,KARNATAKA,DHARWAD SOUTH,IND,0.25
2994,1989,KARNATAKA,DHARWAD SOUTH,IND,0.24
2995,1989,KARNATAKA,DHARWAD SOUTH,IND,0.23
2996,1989,KARNATAKA,DHARWAD SOUTH,IND,0.22
2997,1989,KARNATAKA,DHARWAD SOUTH,PBI,0.2
2998,1989,KARNATAKA,DHARWAD SOUTH,IND,0.2
2999,1989,KARNATAKA,DHARWAD SOUTH,IND,0.16
3000,1989,KARNATAKA,DHARWAD SOUTH,IND,0.15
3001,1989,KARNATAKA,DHARWAD SOUTH,IND,0.12
3002,1989,KARNATAKA,DHARWAD SOUTH,IND,0.1
3003,1989,KARNATAKA,DHARWAD SOUTH,IND,0.1
3004,1989,KARNATAKA,DHARWAD SOUTH,IND,0.1
3005,1989,KARNATAKA,DHARWAD SOUTH,IND,0.09
3006,1989,KARNATAKA,DHARWAD SOUTH,IND,0.07
3007,1989,KARNATAKA,DHARWAD SOUTH,IND,0.07
3008,1989,KARNATAKA,DHARWAD SOUTH,IND,0.06
3009,1989,KARNATAKA,DHARWAD SOUTH,IND,0.06
3010,1989,KARNATAKA,DHARWAD SOUTH,IND,0.04
3011,1989,KARNATAKA,DHARWAD SOUTH,IND,0.03
3012,1989,KARNATAKA,DHARWAD NORTH,INC,33.26
3013,1989,KARNATAKA,DHARWAD NORTH,BJP,28.66
3014,1989,KARNATAKA,DHARWAD NORTH,JD,28.38
3015,1989,KARNATAKA,DHARWAD NORTH,KRS,7.28
3016,1989,KARNATAKA,DHARWAD NORTH,IND,0.36
3017,1989,KARNATAKA,DHARWAD NORTH,IND,0.31
3018,1989,KARNATAKA,DHARWAD NORTH,IND,0.24
3019,1989,KARNATAKA,DHARWAD NORTH,IND,0.22
3020,1989,KARNATAKA,DHARWAD NORTH,IND,0.22
3021,1989,KARNATAKA,DHARWAD NORTH,IND,0.21
3022,1989,KARNATAKA,DHARWAD NORTH,PBI,0.2
3023,1989,KARNATAKA,DHARWAD NORTH,IND,0.16
3024,1989,KARNATAKA,DHARWAD NORTH,IND,0.14
3025,1989,KARNATAKA,DHARWAD NORTH,IND,0.13
3026,1989,KARNATAKA,DHARWAD NORTH,IND,0.12
3027,1989,KARNATAKA,DHARWAD NORTH,IND,0.07
3028,1989,KARNATAKA,DHARWAD NORTH,IND,0.05
3029,1989,KARNATAKA,BELGAUM,INC,31.02
3030,1989,KARNATAKA,BELGAUM,KRS,22.16
3031,1989,KARNATAKA,BELGAUM,BJP,20.06
3032,1989,KARNATAKA,BELGAUM,JD,17.17
3033,1989,KARNATAKA,BELGAUM,IND,4.89
3034,1989,KARNATAKA,BELGAUM,IND,0.65
3035,1989,KARNATAKA,BELGAUM,IND,0.6
3036,1989,KARNATAKA,BELGAUM,IND,0.6
3037,1989,KARNATAKA,BELGAUM,LKD,0.53
3038,1989,KARNATAKA,BELGAUM,IND,0.53
3039,1989,KARNATAKA,BELGAUM,IND,0.36
3040,1989,KARNATAKA,BELGAUM,IND,0.24
3041,1989,KARNATAKA,BELGAUM,IND,0.22
3042,1989,KARNATAKA,BELGAUM,IND,0.16
3043,1989,KARNATAKA,BELGAUM,IND,0.14
3044,1989,KARNATAKA,BELGAUM,IND,0.14
3045,1989,KARNATAKA,BELGAUM,IND,0.12
3046,1989,KARNATAKA,BELGAUM,IND,0.12
3047,1989,KARNATAKA,BELGAUM,IND,0.08
3048,1989,KARNATAKA,BELGAUM,IND,0.07
3049,1989,KARNATAKA,BELGAUM,IND,0.07
3050,1989,KARNATAKA,BELGAUM,IND,0.05
3051,1989,KARNATAKA,CHIKKODI (SC),INC,53.86
3052,1989,KARNATAKA,CHIKKODI (SC),JD,30.7
3053,1989,KARNATAKA,CHIKKODI (SC),KRS,8.14
3054,1989,KARNATAKA,CHIKKODI (SC),BJP,6.85
3055,1989,KARNATAKA,CHIKKODI (SC),IND,0.45
3056,1989,KARNATAKA,BAGALKOT,INC,46.51
3057,1989,KARNATAKA,BAGALKOT,JD,42.95
3058,1989,KARNATAKA,BAGALKOT,BJP,5.66
3059,1989,KARNATAKA,BAGALKOT,KRS,2.56
3060,1989,KARNATAKA,BAGALKOT,IND,0.66
3061,1989,KARNATAKA,BAGALKOT,MSD,0.31
3062,1989,KARNATAKA,BAGALKOT,IND,0.28
3063,1989,KARNATAKA,BAGALKOT,IND,0.23
3064,1989,KARNATAKA,BAGALKOT,IND,0.17
3065,1989,KARNATAKA,BAGALKOT,IND,0.16
3066,1989,KARNATAKA,BAGALKOT,IND,0.14
3067,1989,KARNATAKA,BAGALKOT,IND,0.14
3068,1989,KARNATAKA,BAGALKOT,IND,0.11
3069,1989,KARNATAKA,BAGALKOT,IND,0.06
3070,1989,KARNATAKA,BAGALKOT,IND,0.03
3071,1989,KARNATAKA,BAGALKOT,IND,0.03
3072,1989,KARNATAKA,BIJAPUR,INC,45.98
3073,1989,KARNATAKA,BIJAPUR,BJP,31.02
3074,1989,KARNATAKA,BIJAPUR,KRS,13.95
3075,1989,KARNATAKA,BIJAPUR,JD,5.71
3076,1989,KARNATAKA,BIJAPUR,IND,1.4
3077,1989,KARNATAKA,BIJAPUR,IND,0.37
3078,1989,KARNATAKA,BIJAPUR,IND,0.35
3079,1989,KARNATAKA,BIJAPUR,IND,0.29
3080,1989,KARNATAKA,BIJAPUR,IND,0.26
3081,1989,KARNATAKA,BIJAPUR,IND,0.25
3082,1989,KARNATAKA,BIJAPUR,IND,0.18
3083,1989,KARNATAKA,BIJAPUR,DDP,0.15
3084,1989,KARNATAKA,BIJAPUR,IND,0.1
3085,1989,KERALA,KASARAGOD,CPM,44.82
3086,1989,KERALA,KASARAGOD,INC,43.59
3087,1989,KERALA,KASARAGOD,BJP,9.89
3088,1989,KERALA,KASARAGOD,IND,0.47
3089,1989,KERALA,KASARAGOD,IND,0.2
3090,1989,KERALA,KASARAGOD,IND,0.2
3091,1989,KERALA,KASARAGOD,IND,0.17
3092,1989,KERALA,KASARAGOD,IND,0.14
3093,1989,KERALA,KASARAGOD,IND,0.14
3094,1989,KERALA,KASARAGOD,IND,0.11
3095,1989,KERALA,KASARAGOD,JP,0.1
3096,1989,KERALA,KASARAGOD,IND,0.07
3097,1989,KERALA,KASARAGOD,IND,0.05
3098,1989,KERALA,KASARAGOD,IND,0.04
3099,1989,KERALA,KASARAGOD,IND,0.02
3100,1989,KERALA,CANNANORE,INC,50.58
3101,1989,KERALA,CANNANORE,CPM,45.06
3102,1989,KERALA,CANNANORE,BJP,3.45
3103,1989,KERALA,CANNANORE,IND,0.28
3104,1989,KERALA,CANNANORE,IND,0.16
3105,1989,KERALA,CANNANORE,IND,0.11
3106,1989,KERALA,CANNANORE,LKD,0.1
3107,1989,KERALA,CANNANORE,IND,0.09
3108,1989,KERALA,CANNANORE,IND,0.08
3109,1989,KERALA,CANNANORE,IND,0.08
3110,1989,KERALA,BADAGARA,ICS(SCS),49.97
3111,1989,KERALA,BADAGARA,IND,47.76
3112,1989,KERALA,BADAGARA,IND,1.08
3113,1989,KERALA,BADAGARA,JP,0.53
3114,1989,KERALA,BADAGARA,IND,0.21
3115,1989,KERALA,BADAGARA,IND,0.17
3116,1989,KERALA,BADAGARA,IND,0.1
3117,1989,KERALA,BADAGARA,IND,0.09
3118,1989,KERALA,BADAGARA,IND,0.08
3119,1989,KERALA,CALICUT,INC,47.53
3120,1989,KERALA,CALICUT,JD,45.4
3121,1989,KERALA,CALICUT,BJP,5.84
3122,1989,KERALA,CALICUT,IND,0.41
3123,1989,KERALA,CALICUT,BSP,0.14
3124,1989,KERALA,CALICUT,IND,0.13
3125,1989,KERALA,CALICUT,IND,0.12
3126,1989,KERALA,CALICUT,IND,0.1
3127,1989,KERALA,CALICUT,IND,0.09
3128,1989,KERALA,CALICUT,IND,0.08
3129,1989,KERALA,CALICUT,IND,0.08
3130,1989,KERALA,CALICUT,IND,0.07
3131,1989,KERALA,MANJERI,MUL,51.32
3132,1989,KERALA,MANJERI,IND,39.11
3133,1989,KERALA,MANJERI,BJP,7.06
3134,1989,KERALA,MANJERI,IND,0.81
3135,1989,KERALA,MANJERI,IND,0.45
3136,1989,KERALA,MANJERI,IND,0.42
3137,1989,KERALA,MANJERI,IND,0.32
3138,1989,KERALA,MANJERI,IND,0.19
3139,1989,KERALA,MANJERI,IND,0.17
3140,1989,KERALA,MANJERI,IND,0.15
3141,1989,KERALA,PONNANI,MUL,53.08
3142,1989,KERALA,PONNANI,CPI,38.13
3143,1989,KERALA,PONNANI,BJP,7.09
3144,1989,KERALA,PONNANI,IND,0.89
3145,1989,KERALA,PONNANI,IND,0.32
3146,1989,KERALA,PONNANI,IND,0.19
3147,1989,KERALA,PONNANI,IND,0.17
3148,1989,KERALA,PONNANI,IND,0.12
3149,1989,KERALA,PALGHAT,INC,48.38
3150,1989,KERALA,PALGHAT,CPM,46.1
3151,1989,KERALA,PALGHAT,BJP,4.52
3152,1989,KERALA,PALGHAT,JP,0.6
3153,1989,KERALA,PALGHAT,IND,0.21
3154,1989,KERALA,PALGHAT,IND,0.19
3155,1989,KERALA,OTTAPALAM (SC),INC,48.28
3156,1989,KERALA,OTTAPALAM (SC),CPM,46.06
3157,1989,KERALA,OTTAPALAM (SC),BJP,4.95
3158,1989,KERALA,OTTAPALAM (SC),IND,0.71
3159,1989,KERALA,TRICHUR,INC,49.0
3160,1989,KERALA,TRICHUR,CPI,44.82
3161,1989,KERALA,TRICHUR,BJP,5.46
3162,1989,KERALA,TRICHUR,IND,0.33
3163,1989,KERALA,TRICHUR,IND,0.11
3164,1989,KERALA,TRICHUR,IND,0.11
3165,1989,KERALA,TRICHUR,IND,0.1
3166,1989,KERALA,TRICHUR,IND,0.06
3167,1989,KERALA,MUKUNDAPURAM,INC,48.32
3168,1989,KERALA,MUKUNDAPURAM,CPM,46.67
3169,1989,KERALA,MUKUNDAPURAM,BJP,4.11
3170,1989,KERALA,MUKUNDAPURAM,IND,0.49
3171,1989,KERALA,MUKUNDAPURAM,IND,0.22
3172,1989,KERALA,MUKUNDAPURAM,IND,0.18
3173,1989,KERALA,ERNAKULAM,INC,49.64
3174,1989,KERALA,ERNAKULAM,CPM,43.2
3175,1989,KERALA,ERNAKULAM,BJP,4.11
3176,1989,KERALA,ERNAKULAM,IND,0.9
3177,1989,KERALA,ERNAKULAM,IND,0.46
3178,1989,KERALA,ERNAKULAM,IND,0.26
3179,1989,KERALA,ERNAKULAM,JP,0.26
3180,1989,KERALA,ERNAKULAM,IND,0.22
3181,1989,KERALA,ERNAKULAM,IND,0.17
3182,1989,KERALA,ERNAKULAM,LKD,0.16
3183,1989,KERALA,ERNAKULAM,DDP,0.16
3184,1989,KERALA,ERNAKULAM,BSP,0.16
3185,1989,KERALA,ERNAKULAM,IND,0.12
3186,1989,KERALA,ERNAKULAM,IND,0.06
3187,1989,KERALA,ERNAKULAM,IND,0.06
3188,1989,KERALA,ERNAKULAM,IND,0.04
3189,1989,KERALA,MUVATTUPUZHA,KCM,53.98
3190,1989,KERALA,MUVATTUPUZHA,IND,40.2
3191,1989,KERALA,MUVATTUPUZHA,BJP,3.76
3192,1989,KERALA,MUVATTUPUZHA,DKP,0.63
3193,1989,KERALA,MUVATTUPUZHA,BSP,0.52
3194,1989,KERALA,MUVATTUPUZHA,IND,0.35
3195,1989,KERALA,MUVATTUPUZHA,JP,0.26
3196,1989,KERALA,MUVATTUPUZHA,IND,0.18
3197,1989,KERALA,MUVATTUPUZHA,IND,0.08
3198,1989,KERALA,MUVATTUPUZHA,DDP,0.04
3199,1989,KERALA,KOTTAYAM,INC,51.98
3200,1989,KERALA,KOTTAYAM,JD,43.1
3201,1989,KERALA,KOTTAYAM,BJP,3.21
3202,1989,KERALA,KOTTAYAM,BSP,0.82
3203,1989,KERALA,KOTTAYAM,IND,0.32
3204,1989,KERALA,KOTTAYAM,DDP,0.26
3205,1989,KERALA,KOTTAYAM,IND,0.18
3206,1989,KERALA,KOTTAYAM,IND,0.06
3207,1989,KERALA,KOTTAYAM,IND,0.04
3208,1989,KERALA,KOTTAYAM,IND,0.04
3209,1989,KERALA,IDUKKI,INC,48.88
3210,1989,KERALA,IDUKKI,KEC,45.31
3211,1989,KERALA,IDUKKI,BJP,3.57
3212,1989,KERALA,IDUKKI,IND,0.71
3213,1989,KERALA,IDUKKI,BSP,0.68
3214,1989,KERALA,IDUKKI,IND,0.17
3215,1989,KERALA,IDUKKI,IND,0.17
3216,1989,KERALA,IDUKKI,IND,0.12
3217,1989,KERALA,IDUKKI,IND,0.1
3218,1989,KERALA,IDUKKI,IND,0.1
3219,1989,KERALA,IDUKKI,IND,0.1
3220,1989,KERALA,IDUKKI,IND,0.06
3221,1989,KERALA,IDUKKI,IND,0.03
3222,1989,KERALA,ALLEPPEY,CPM,49.6
3223,1989,KERALA,ALLEPPEY,INC,47.68
3224,1989,KERALA,ALLEPPEY,BJP,2.17
3225,1989,KERALA,ALLEPPEY,IND,0.3
3226,1989,KERALA,ALLEPPEY,IND,0.09
3227,1989,KERALA,ALLEPPEY,IND,0.08
3228,1989,KERALA,ALLEPPEY,IND,0.08
3229,1989,KERALA,MAVELIKARA,INC,49.09
3230,1989,KERALA,MAVELIKARA,CPM,44.98
3231,1989,KERALA,MAVELIKARA,BJP,4.14
3232,1989,KERALA,MAVELIKARA,JP,0.81
3233,1989,KERALA,MAVELIKARA,IND,0.55
3234,1989,KERALA,MAVELIKARA,BSP,0.43
3235,1989,KERALA,ADOOR (SC),INC,49.49
3236,1989,KERALA,ADOOR (SC),CPI,46.67
3237,1989,KERALA,ADOOR (SC),BJP,2.58
3238,1989,KERALA,ADOOR (SC),IND,0.51
3239,1989,KERALA,ADOOR (SC),IND,0.39
3240,1989,KERALA,ADOOR (SC),BSP,0.36
3241,1989,KERALA,QUILON,INC,50.4
3242,1989,KERALA,QUILON,RSP,46.63
3243,1989,KERALA,QUILON,BJP,2.25
3244,1989,KERALA,QUILON,IND,0.2
3245,1989,KERALA,QUILON,IND,0.17
3246,1989,KERALA,QUILON,LKD,0.15
3247,1989,KERALA,QUILON,IND,0.13
3248,1989,KERALA,QUILON,IND,0.09
3249,1989,KERALA,CHIRAYINKIL,CPM,47.86
3250,1989,KERALA,CHIRAYINKIL,INC,47.7
3251,1989,KERALA,CHIRAYINKIL,BJP,2.91
3252,1989,KERALA,CHIRAYINKIL,RPI,0.43
3253,1989,KERALA,CHIRAYINKIL,IND,0.33
3254,1989,KERALA,CHIRAYINKIL,IND,0.27
3255,1989,KERALA,CHIRAYINKIL,IND,0.2
3256,1989,KERALA,CHIRAYINKIL,IND,0.17
3257,1989,KERALA,CHIRAYINKIL,IND,0.13
3258,1989,KERALA,TRIVANDRUM,INC,46.99
3259,1989,KERALA,TRIVANDRUM,CPI,40.85
3260,1989,KERALA,TRIVANDRUM,BJP,11.33
3261,1989,KERALA,TRIVANDRUM,RPI,0.4
3262,1989,KERALA,TRIVANDRUM,BSP,0.28
3263,1989,KERALA,TRIVANDRUM,IND,0.15
3264,1989,MADHYA PRADESH,MORENA (SC),INC,35.89
3265,1989,MADHYA PRADESH,MORENA (SC),BJP,30.72
3266,1989,MADHYA PRADESH,MORENA (SC),BSP,20.82
3267,1989,MADHYA PRADESH,MORENA (SC),JD,8.33
3268,1989,MADHYA PRADESH,MORENA (SC),IND,2.78
3269,1989,MADHYA PRADESH,MORENA (SC),JP,0.94
3270,1989,MADHYA PRADESH,MORENA (SC),DDP,0.22
3271,1989,MADHYA PRADESH,MORENA (SC),IND,0.19
3272,1989,MADHYA PRADESH,MORENA (SC),IND,0.1
3273,1989,MADHYA PRADESH,BHIND,BJP,35.88
3274,1989,MADHYA PRADESH,BHIND,INC,26.07
3275,1989,MADHYA PRADESH,BHIND,BSP,19.49
3276,1989,MADHYA PRADESH,BHIND,JD,15.49
3277,1989,MADHYA PRADESH,BHIND,JP,0.56
3278,1989,MADHYA PRADESH,BHIND,DDP,0.38
3279,1989,MADHYA PRADESH,BHIND,IND,0.27
3280,1989,MADHYA PRADESH,BHIND,IND,0.27
3281,1989,MADHYA PRADESH,BHIND,IND,0.25
3282,1989,MADHYA PRADESH,BHIND,IND,0.22
3283,1989,MADHYA PRADESH,BHIND,IND,0.2
3284,1989,MADHYA PRADESH,BHIND,LKD,0.16
3285,1989,MADHYA PRADESH,BHIND,IND,0.16
3286,1989,MADHYA PRADESH,BHIND,IND,0.15
3287,1989,MADHYA PRADESH,BHIND,IND,0.15
3288,1989,MADHYA PRADESH,BHIND,IND,0.1
3289,1989,MADHYA PRADESH,BHIND,IND,0.06
3290,1989,MADHYA PRADESH,BHIND,HMS,0.05
3291,1989,MADHYA PRADESH,BHIND,IND,0.04
3292,1989,MADHYA PRADESH,BHIND,IND,0.04
3293,1989,MADHYA PRADESH,BHIND,IND,0.01
3294,1989,MADHYA PRADESH,GWALIOR,INC,53.37
3295,1989,MADHYA PRADESH,GWALIOR,BJP,26.29
3296,1989,MADHYA PRADESH,GWALIOR,BSP,10.06
3297,1989,MADHYA PRADESH,GWALIOR,JD,4.4
3298,1989,MADHYA PRADESH,GWALIOR,IND,0.77
3299,1989,MADHYA PRADESH,GWALIOR,IND,0.54
3300,1989,MADHYA PRADESH,GWALIOR,IND,0.5
3301,1989,MADHYA PRADESH,GWALIOR,IND,0.46
3302,1989,MADHYA PRADESH,GWALIOR,IND,0.42
3303,1989,MADHYA PRADESH,GWALIOR,JP,0.28
3304,1989,MADHYA PRADESH,GWALIOR,IND,0.27
3305,1989,MADHYA PRADESH,GWALIOR,IND,0.25
3306,1989,MADHYA PRADESH,GWALIOR,IND,0.23
3307,1989,MADHYA PRADESH,GWALIOR,IND,0.21
3308,1989,MADHYA PRADESH,GWALIOR,IND,0.21
3309,1989,MADHYA PRADESH,GWALIOR,DDP,0.18
3310,1989,MADHYA PRADESH,GWALIOR,IND,0.13
3311,1989,MADHYA PRADESH,GWALIOR,IND,0.13
3312,1989,MADHYA PRADESH,GWALIOR,LKD,0.11
3313,1989,MADHYA PRADESH,GWALIOR,IND,0.11
3314,1989,MADHYA PRADESH,GWALIOR,IND,0.1
3315,1989,MADHYA PRADESH,GWALIOR,IND,0.1
3316,1989,MADHYA PRADESH,GWALIOR,IND,0.1
3317,1989,MADHYA PRADESH,GWALIOR,IND,0.09
3318,1989,MADHYA PRADESH,GWALIOR,IND,0.08
3319,1989,MADHYA PRADESH,GWALIOR,IND,0.08
3320,1989,MADHYA PRADESH,GWALIOR,IND,0.08
3321,1989,MADHYA PRADESH,GWALIOR,IND,0.08
3322,1989,MADHYA PRADESH,GWALIOR,IND,0.06
3323,1989,MADHYA PRADESH,GWALIOR,IND,0.05
3324,1989,MADHYA PRADESH,GWALIOR,IND,0.05
3325,1989,MADHYA PRADESH,GWALIOR,IND,0.04
3326,1989,MADHYA PRADESH,GWALIOR,IND,0.04
3327,1989,MADHYA PRADESH,GWALIOR,IND,0.04
3328,1989,MADHYA PRADESH,GWALIOR,IND,0.04
3329,1989,MADHYA PRADESH,GWALIOR,IND,0.03
3330,1989,MADHYA PRADESH,GWALIOR,IND,0.03
3331,1989,MADHYA PRADESH,GWALIOR,IND,0.02
3332,1989,MADHYA PRADESH,GUNA,BJP,51.43
3333,1989,MADHYA PRADESH,GUNA,INC,36.43
3334,1989,MADHYA PRADESH,GUNA,CPI,5.21
3335,1989,MADHYA PRADESH,GUNA,BSP,3.52
3336,1989,MADHYA PRADESH,GUNA,JD,0.6
3337,1989,MADHYA PRADESH,GUNA,IND,0.58
3338,1989,MADHYA PRADESH,GUNA,IND,0.57
3339,1989,MADHYA PRADESH,GUNA,JP,0.37
3340,1989,MADHYA PRADESH,GUNA,IND,0.2
3341,1989,MADHYA PRADESH,GUNA,IND,0.19
3342,1989,MADHYA PRADESH,GUNA,IND,0.16
3343,1989,MADHYA PRADESH,GUNA,IND,0.15
3344,1989,MADHYA PRADESH,GUNA,IND,0.13
3345,1989,MADHYA PRADESH,GUNA,IND,0.11
3346,1989,MADHYA PRADESH,GUNA,IND,0.1
3347,1989,MADHYA PRADESH,GUNA,IND,0.09
3348,1989,MADHYA PRADESH,GUNA,DDP,0.08
3349,1989,MADHYA PRADESH,GUNA,IND,0.04
3350,1989,MADHYA PRADESH,GUNA,IND,0.03
3351,1989,MADHYA PRADESH,SAGAR (SC),INC,48.18
3352,1989,MADHYA PRADESH,SAGAR (SC),BJP,45.65
3353,1989,MADHYA PRADESH,SAGAR (SC),JD,1.82
3354,1989,MADHYA PRADESH,SAGAR (SC),BSP,1.54
3355,1989,MADHYA PRADESH,SAGAR (SC),IND,0.82
3356,1989,MADHYA PRADESH,SAGAR (SC),IND,0.61
3357,1989,MADHYA PRADESH,SAGAR (SC),IND,0.31
3358,1989,MADHYA PRADESH,SAGAR (SC),DDP,0.31
3359,1989,MADHYA PRADESH,SAGAR (SC),IND,0.29
3360,1989,MADHYA PRADESH,SAGAR (SC),IND,0.21
3361,1989,MADHYA PRADESH,SAGAR (SC),IND,0.15
3362,1989,MADHYA PRADESH,SAGAR (SC),HMS,0.12
3363,1989,MADHYA PRADESH,KHAJURAHO,BJP,49.95
3364,1989,MADHYA PRADESH,KHAJURAHO,INC,37.05
3365,1989,MADHYA PRADESH,KHAJURAHO,JP,1.92
3366,1989,MADHYA PRADESH,KHAJURAHO,IND,1.52
3367,1989,MADHYA PRADESH,KHAJURAHO,IND,1.21
3368,1989,MADHYA PRADESH,KHAJURAHO,IND,1.12
3369,1989,MADHYA PRADESH,KHAJURAHO,IND,1.12
3370,1989,MADHYA PRADESH,KHAJURAHO,IND,0.99
3371,1989,MADHYA PRADESH,KHAJURAHO,IND,0.85
3372,1989,MADHYA PRADESH,KHAJURAHO,JD,0.78
3373,1989,MADHYA PRADESH,KHAJURAHO,IND,0.6
3374,1989,MADHYA PRADESH,KHAJURAHO,DDP,0.6
3375,1989,MADHYA PRADESH,KHAJURAHO,IND,0.41
3376,1989,MADHYA PRADESH,KHAJURAHO,IND,0.39
3377,1989,MADHYA PRADESH,KHAJURAHO,IND,0.38
3378,1989,MADHYA PRADESH,KHAJURAHO,BKUS,0.37
3379,1989,MADHYA PRADESH,KHAJURAHO,IND,0.3
3380,1989,MADHYA PRADESH,KHAJURAHO,IND,0.27
3381,1989,MADHYA PRADESH,KHAJURAHO,IND,0.19
3382,1989,MADHYA PRADESH,DAMOH,BJP,46.73
3383,1989,MADHYA PRADESH,DAMOH,INC,42.93
3384,1989,MADHYA PRADESH,DAMOH,JP,2.23
3385,1989,MADHYA PRADESH,DAMOH,IND,1.7
3386,1989,MADHYA PRADESH,DAMOH,IND,1.48
3387,1989,MADHYA PRADESH,DAMOH,IND,1.35
3388,1989,MADHYA PRADESH,DAMOH,IND,0.68
3389,1989,MADHYA PRADESH,DAMOH,DDP,0.43
3390,1989,MADHYA PRADESH,DAMOH,JD,0.35
3391,1989,MADHYA PRADESH,DAMOH,IND,0.33
3392,1989,MADHYA PRADESH,DAMOH,IND,0.29
3393,1989,MADHYA PRADESH,DAMOH,IND,0.28
3394,1989,MADHYA PRADESH,DAMOH,IND,0.24
3395,1989,MADHYA PRADESH,DAMOH,IND,0.19
3396,1989,MADHYA PRADESH,DAMOH,IND,0.19
3397,1989,MADHYA PRADESH,DAMOH,IND,0.12
3398,1989,MADHYA PRADESH,DAMOH,IND,0.12
3399,1989,MADHYA PRADESH,DAMOH,HMS,0.09
3400,1989,MADHYA PRADESH,DAMOH,IND,0.08
3401,1989,MADHYA PRADESH,DAMOH,IND,0.08
3402,1989,MADHYA PRADESH,DAMOH,IND,0.07
3403,1989,MADHYA PRADESH,DAMOH,IND,0.05
3404,1989,MADHYA PRADESH,SATNA,INC,43.34
3405,1989,MADHYA PRADESH,SATNA,BJP,29.4
3406,1989,MADHYA PRADESH,SATNA,JD,12.63
3407,1989,MADHYA PRADESH,SATNA,BSP,6.21
3408,1989,MADHYA PRADESH,SATNA,IND,0.86
3409,1989,MADHYA PRADESH,SATNA,IND,0.78
3410,1989,MADHYA PRADESH,SATNA,IND,0.76
3411,1989,MADHYA PRADESH,SATNA,IND,0.71
3412,1989,MADHYA PRADESH,SATNA,IND,0.69
3413,1989,MADHYA PRADESH,SATNA,IND,0.66
3414,1989,MADHYA PRADESH,SATNA,JP,0.6
3415,1989,MADHYA PRADESH,SATNA,IND,0.58
3416,1989,MADHYA PRADESH,SATNA,PVP,0.51
3417,1989,MADHYA PRADESH,SATNA,IND,0.26
3418,1989,MADHYA PRADESH,SATNA,IND,0.25
3419,1989,MADHYA PRADESH,SATNA,IND,0.24
3420,1989,MADHYA PRADESH,SATNA,IND,0.2
