%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
38.31,JORA JETHALAL RANABHAI,JUNAGADH,2,INC,M,GUJARAT,228356,622755,596139,1058322,58.84
6.1,PANSURIYA AMRUTLAL SIDIBHAI,JUNAGADH,3,AIRJP,M,GUJARAT,36362,622755,596139,1058322,58.84
0.81,SIDA HUSAIN ISMAIL,JUNAGADH,4,IND,M,GUJARAT,4810,622755,596139,1058322,58.84
0.73,NANDANIYA VIRAM SARMAN,JUNAGADH,5,SP,M,GUJARAT,4377,622755,596139,1058322,58.84
0.6,LAKHANI ODHAVJIBHAI VASHRAMBHAI,JUNAGADH,6,IND,M,GUJARAT,3567,622755,596139,1058322,58.84
54.15,DILEEP SANGHANI,AMRELI,1,BJP,M,GUJARAT,264814,515939,489039,823988,62.61
29.17,KOTADIA MANUBHAI NARANBHAI,AMRELI,2,INC,M,GUJARAT,142641,515939,489039,823988,62.61
12.49,MANUBHAI MER,AMRELI,3,AIRJP,M,GUJARAT,61103,515939,489039,823988,62.61
2.13,MAHIDA UGABHAI RUPABHAI,AMRELI,4,IND,M,GUJARAT,10435,515939,489039,823988,62.61
2.05,VAJUBHAI DHANAK,AMRELI,5,JD,M,GUJARAT,10046,515939,489039,823988,62.61
53.03,RANA RAJENDRASINH GHANSHYAMSINH (RAJUBHAI,BHAVNAGAR,1,BJP,M,GUJARAT,289344,571101,545640,973660,58.66
38.51,GOHIL SHAKTISINHJI HARICHANDRASINHJI,BHAVNAGAR,2,INC,M,GUJARAT,210138,571101,545640,973660,58.66
6.43,KOLI PATEL SOMABHAI GANDABHAI,BHAVNAGAR,3,AIRJP,M,GUJARAT,35107,571101,545640,973660,58.66
2.03,NETARWALA ARJUNBHAI BOGHABHAI,BHAVNAGAR,4,RPI,M,GUJARAT,11051,571101,545640,973660,58.66
44.36,VARMA RATILAL KALIDAS,DHANDHUKA (SC),1,BJP,M,GUJARAT,260061,607351,586220,983991,61.72
41.57,CHAVDA MOTIBHAI MAVJIBHAI,DHANDHUKA (SC),2,INC,M,GUJARAT,243666,607351,586220,983991,61.72
12.77,PRAVINCHANDRA RASHTRAPAL,DHANDHUKA (SC),3,AIRJP,M,GUJARAT,74876,607351,586220,983991,61.72
0.43,CHAVDA NARANBHAI DAHYABHAI (BHAGAT),DHANDHUKA (SC),4,LSWP,M,GUJARAT,2503,607351,586220,983991,61.72
0.39,GOVINDBHAI JADAV (JADAV GOVINDBHAI RAMJIBHAI),DHANDHUKA (SC),5,JD,M,GUJARAT,2262,607351,586220,983991,61.72
0.36,KESHAVLAL KUBERBHAI MAKWANA (K.K.MAKWANA),DHANDHUKA (SC),6,RPI,M,GUJARAT,2100,607351,586220,983991,61.72
0.13,ZALA JETHABHAI SAMABHAI,DHANDHUKA (SC),7,IND,M,GUJARAT,752,607351,586220,983991,61.72
55.9,HARIN PATHAK,AHMEDABAD,1,BJP,M,GUJARAT,350699,652074,627409,1292500,50.45
34.09,HARUBHAI MEHTA,AHMEDABAD,2,INC,M,GUJARAT,213886,652074,627409,1292500,50.45
8.23,JAGROOPSINH G. RAJPUT (ADVOCATE),AHMEDABAD,3,AIRJP,M,GUJARAT,51656,652074,627409,1292500,50.45
0.91,IIYASBHAI DHAGAWALE,AHMEDABAD,4,SP,M,GUJARAT,5699,652074,627409,1292500,50.45
0.4,IQBAL SHAIKH,AHMEDABAD,5,IND,M,GUJARAT,2529,652074,627409,1292500,50.45
0.21,SHAH KETAN MADHUSUDAN (BAKI),AHMEDABAD,6,IND,M,GUJARAT,1298,652074,627409,1292500,50.45
0.18,ASHVIN SINH WAGHELA,AHMEDABAD,7,IND,M,GUJARAT,1104,652074,627409,1292500,50.45
0.09,KHODIDAS LALJIBHAI DESAI,AHMEDABAD,8,IND,M,GUJARAT,538,652074,627409,1292500,50.45
59.86,ADVANI LALKRISHNA,GANDHINAGAR,1,BJP,M,GUJARAT,541340,929643,904339,1783182,52.13
29.26,P. K. DATTA,GANDHINAGAR,2,INC,M,GUJARAT,264639,929643,904339,1783182,52.13
9.98,CHAITANYA SHAMBHUMAHARAJ,GANDHINAGAR,3,AIRJP,M,GUJARAT,90290,929643,904339,1783182,52.13
0.44,PANDYA SANJIV MANISHANKER,GANDHINAGAR,4,AJBP,M,GUJARAT,4003,929643,904339,1783182,52.13
0.16,KESHAVAJI DEVASHI HARIJAN URF BHAGAT BHALAVALA,GANDHINAGAR,5,IND,M,GUJARAT,1408,929643,904339,1783182,52.13
0.11,NARAYAN DIGWANI,GANDHINAGAR,6,SVSP,M,GUJARAT,1031,929643,904339,1783182,52.13
0.1,PRAHALADBHAI RATILAL GUPTA,GANDHINAGAR,7,IND,M,GUJARAT,870,929643,904339,1783182,52.13
0.08,"KAKA JOGINDERSINGH URF ""DHARATIPAKAD""",GANDHINAGAR,8,IND,M,GUJARAT,758,929643,904339,1783182,52.13
45.31,DR. A.K.PATEL,MEHSANA,1,BJP,M,GUJARAT,338368,772492,746776,1080869,71.47
28.53,MANSINH SURSINH THAKOR,MEHSANA,2,INC,M,GUJARAT,213034,772492,746776,1080869,71.47
21.75,THAKOR DOLAJI CHEHARAJI (SHRI DOLATRAMJI,MEHSANA,3,AIRJP,M,GUJARAT,162452,772492,746776,1080869,71.47
4.04,DAHYABHAI NARANDAS PATEL (VADUWALA),MEHSANA,4,JD,M,GUJARAT,30178,772492,746776,1080869,71.47
0.37,DABHI SHIVUBHA JAVANSING,MEHSANA,5,IND,M,GUJARAT,2744,772492,746776,1080869,71.47
46.33,KANODIYA MAHESHKUMAR MITHABHAI,PATAN (SC),1,BJP,M,GUJARAT,293800,658110,634166,976716,67.38
25.91,CHAVDA MAHENDRAKUMAR KHEMCHANDBHAI,PATAN (SC),2,AIRJP,M,GUJARAT,164281,658110,634166,976716,67.38
25.52,PARMAR VINODKUMAR MOTIBHAI,PATAN (SC),3,INC,M,GUJARAT,161818,658110,634166,976716,67.38
1.65,SOLANKI SEVANTILAL KALABHAI,PATAN (SC),4,JD,M,GUJARAT,10456,658110,634166,976716,67.38
0.6,PARMAR KANTABEN MAFATLAL,PATAN (SC),5,IND,F,GUJARAT,3811,658110,634166,976716,67.38
53.14,CHAUDHARI HARIBHAI PARATHIBHAI,BANASKANTHA,1,BJP,M,GUJARAT,382714,762628,720222,1092477,69.81
41.37,B.K. GADHVI,BANASKANTHA,2,INC,M,GUJARAT,297959,762628,720222,1092477,69.81
4.24,PRAJAPATI MANOHAR VITTHALBHAI,BANASKANTHA,3,JD,M,GUJARAT,30526,762628,720222,1092477,69.81
0.95,TRIVEDI PREMSHANKAR NARAYANBHAI,BANASKANTHA,4,IND,M,GUJARAT,6840,762628,720222,1092477,69.81
0.3,SOLANKI ISHWARLAL MULJIBHAI,BANASKANTHA,5,IND,M,GUJARAT,2183,762628,720222,1092477,69.81
41.3,NISHABEN AMARSINHBHAI CHAUDHARI,SABARKANTHA,1,INC,F,GUJARAT,288752,729320,699106,1094687,66.62
39.89,KANUBHAI RAVJIBHAI PATEL,SABARKANTHA,2,BJP,M,GUJARAT,278886,729320,699106,1094687,66.62
13.22,MAHARAJA MADHUSUDANSINHJI B. PARMAR,SABARKANTHA,3,AIRJP,M,GUJARAT,92410,729320,699106,1094687,66.62
4.55,RANJITSINH ZALA (LOKSEVAK),SABARKANTHA,4,JD,M,GUJARAT,31775,729320,699106,1094687,66.62
1.04,BABUBHAI SOMABHAI VANKAR,SABARKANTHA,5,SP,M,GUJARAT,7283,729320,699106,1094687,66.62
40.03,CHAUHAN JAYSINHJI MANSHINGJI,KAPADVANJ,1,BJP,M,GUJARAT,274507,711794,685826,1103937,64.48
32.55,JAGADISHBHAI MOTIJI THAKOR,KAPADVANJ,2,INC,M,GUJARAT,223213,711794,685826,1103937,64.48
26.5,PROF.KISHORSINH SOLANKI,KAPADVANJ,3,AIRJP,M,GUJARAT,181751,711794,685826,1103937,64.48
0.93,GAUSWAMI DASHARATHPURI DAHYAPURI,KAPADVANJ,4,JD,M,GUJARAT,6355,711794,685826,1103937,64.48
53.39,DAMOR SOMJIBHAI PUNJABHAI,DOHAD (ST),1,INC,M,GUJARAT,276011,542107,516976,1015317,53.39
31.28,DAMOR TERSINHBHAI BADIABHAI,DOHAD (ST),2,BJP,M,GUJARAT,161731,542107,516976,1015317,53.39
10.72,DR. DEVISINH VIRSINH ROZ,DOHAD (ST),3,AIRJP,M,GUJARAT,55434,542107,516976,1015317,53.39
3.96,DAMOR VAJESINGBHAI REVALABHAI,DOHAD (ST),4,JD,M,GUJARAT,20482,542107,516976,1015317,53.39
0.64,BHABHOR JAGAJIBHAI MOTIBHAI,DOHAD (ST),5,SAP,M,GUJARAT,3318,542107,516976,1015317,53.39
34.47,PATEL SHANTILAL PARSHOTAMDAS,GODHRA,1,INC,M,GUJARAT,200168,609319,580697,1002945,60.75
27.71,SOLANKI GOPALSINHJEE GULABSINHJEE,GODHRA,2,BJP,M,GUJARAT,160920,609319,580697,1002945,60.75
20.74,CHAUHAN CHHATRASINH KALUSINH,GODHRA,3,AIRJP,M,GUJARAT,120409,609319,580697,1002945,60.75
11.06,PATEL KISHORBHAI BHULABHAI,GODHRA,4,JD,M,GUJARAT,64210,609319,580697,1002945,60.75
6.03,POCHA MAHMADIRFAN YUSUFBHAI,GODHRA,5,SP,M,GUJARAT,34990,609319,580697,1002945,60.75
44.26,DINSHA PATEL,KAIRA,1,INC,M,GUJARAT,273372,650649,617614,1036850,62.75
37.75,CHAUHAN PRABHATSINH HATHISINH,KAIRA,2,BJP,M,GUJARAT,233157,650649,617614,1036850,62.75
16.72,SHUKLA MUKESHKUMAR SHANKERLAL,KAIRA,3,AIRJP,M,GUJARAT,103256,650649,617614,1036850,62.75
0.66,CHANDUBHAI HATIBHAI PATEL,KAIRA,4,IND,M,GUJARAT,4107,650649,617614,1036850,62.75
0.6,RANA SATISHBHAI RAMANBHAI,KAIRA,5,IND,M,GUJARAT,3722,650649,617614,1036850,62.75
52.99,CHAVDA ISHVARBHAI KHODABHAI,ANAND,1,INC,M,GUJARAT,337265,674215,636474,1028911,65.53
47.01,PATEL JAYPRAKASH VAGHIJIBHAI (BABAL BHAI),ANAND,2,BJP,M,GUJARAT,299209,674215,636474,1028911,65.53
50.96,NARANBHAI JEMALABHAI RATHAWA,CHHOTA UDAIPUR (ST),1,INC,M,GUJARAT,279867,576123,549214,943818,61.04
39.85,RATHAWA RAMSINGBHAI PATALBHAI,CHHOTA UDAIPUR (ST),2,BJP,M,GUJARAT,218852,576123,549214,943818,61.04
4.12,TADVI GOPAL DHANABHAI,CHHOTA UDAIPUR (ST),3,JD,M,GUJARAT,22613,576123,549214,943818,61.04
4.04,TADVI GOPALBHAI JESINGBHAI,CHHOTA UDAIPUR (ST),4,AIRJP,M,GUJARAT,22176,576123,549214,943818,61.04
1.04,TADVI RAMUBHAI KANTIBHAI,CHHOTA UDAIPUR (ST),5,SP,M,GUJARAT,5706,576123,549214,943818,61.04
49.36,THAKKAR JAYABEN BHARATKUMAR,BARODA,1,BJP,F,GUJARAT,387798,814838,785724,1404448,58.02
42.68,GAEKWAD SATYAJITSINH DULEEPSINH,BARODA,2,INC,M,GUJARAT,335381,814838,785724,1404448,58.02
6.73,GAEKWAD DEVIYANIDEVI ASHOKRAJE,BARODA,3,AIRJP,F,GUJARAT,52909,814838,785724,1404448,58.02
0.7,BHARWAD RANUBHAI BHIKHABHAI,BARODA,4,SP,M,GUJARAT,5464,814838,785724,1404448,58.02
0.38,RASTE JANARDAN GOPAL,BARODA,5,AJBP,M,GUJARAT,2992,814838,785724,1404448,58.02
0.15,GANDOTRA S.M.,BARODA,6,IND,M,GUJARAT,1180,814838,785724,1404448,58.02
35.02,CHANDUBHAI SHANABHAI DESHMUKH,BROACH,1,BJP,M,GUJARAT,222981,665444,636669,1049182,63.43
33.2,KAKUJI IQBALBHAI MAHAMMEDBHAI (IQBAL KAKUJI),BROACH,2,INC,M,GUJARAT,211372,665444,636669,1049182,63.43
22.9,VASAVA CHHOTUBHAI AMARSANG,BROACH,3,JD,M,GUJARAT,145773,665444,636669,1049182,63.43
8.07,GAMBHIRSINH SARDARSINH PARMAR,BROACH,4,AIRJP,M,GUJARAT,51364,665444,636669,1049182,63.43
0.41,SHEIKH BURHANUDDIN FIROJ,BROACH,5,RJD,M,GUJARAT,2580,665444,636669,1049182,63.43
0.24,TARSADIYA GULABSINH BHAGWANSINH,BROACH,6,IND,M,GUJARAT,1538,665444,636669,1049182,63.43
0.17,VASAVA MOHANBHAI JESANGBHAI,BROACH,7,IND,M,GUJARAT,1061,665444,636669,1049182,63.43
65.16,KASHIRAM RANA,SURAT,1,BJP,M,GUJARAT,564601,895005,866539,1898601,47.14
30.07,THAKORBHAI NAIK,SURAT,2,INC,M,GUJARAT,260579,895005,866539,1898601,47.14
3.38,BHAGUBHAI PATEL (VIMAL),SURAT,3,IND,M,GUJARAT,29320,895005,866539,1898601,47.14
0.92,MUNSI SHOKAT ALI GULAM ALI,SURAT,4,SP,M,GUJARAT,7972,895005,866539,1898601,47.14
0.47,VIJAYBHAI UTTAMLAL MAISURIYA,SURAT,5,SHS,M,GUJARAT,4067,895005,866539,1898601,47.14
45.46,GAMIT CHHITUBHAI DEVJIBHAI,MANDVI (ST),1,INC,M,GUJARAT,285905,659311,628959,1042988,63.21
42.84,PATEL MANSINHBHAI KALYANJIBHAI,MANDVI (ST),2,BJP,M,GUJARAT,269419,659311,628959,1042988,63.21
4.73,CHAUDHRY RAMANBHAI KANSARABHAI,MANDVI (ST),3,JD,M,GUJARAT,29777,659311,628959,1042988,63.21
3.11,CHAUDHRY SAHDEVBHAI BHERABHAI (KALAMKUIWALA),MANDVI (ST),4,IND,M,GUJARAT,19566,659311,628959,1042988,63.21
2.36,PATEL SONABEN BHIKHUBHAI,MANDVI (ST),5,CPI,F,GUJARAT,14826,659311,628959,1042988,63.21
1.51,CHAUDHRY SAHDEVBHAI KISHANBHAI,MANDVI (ST),6,IND,M,GUJARAT,9466,659311,628959,1042988,63.21
47.2,CHAUDHARI MANIBHAI RAMJIBHAI,BULSAR (ST),1,BJP,M,GUJARAT,290312,640529,615039,1133266,56.52
44.39,UTTAMBHAI HARJIBHAI PATEL,BULSAR (ST),2,INC,M,GUJARAT,273036,640529,615039,1133266,56.52
3.84,PATEL RAMANLAL NAGARJI,BULSAR (ST),3,AIRJP,M,GUJARAT,23610,640529,615039,1133266,56.52
2.43,PATEL ASHOKBHAI RAMANBHAI,BULSAR (ST),4,IND,M,GUJARAT,14969,640529,615039,1133266,56.52
2.13,ARUNKUMAR NANUBHAI PATEL,BULSAR (ST),5,JD,M,GUJARAT,13112,640529,615039,1133266,56.52
36.97,AMAN KUMAR NAGRA,AMBALA (SC),1,BSP,M,HARYANA,273792,748313,740546,1092422,68.5
36.58,SURAJ BHAN,AMBALA (SC),2,BJP,M,HARYANA,270928,748313,740546,1092422,68.5
23.52,RAJ KUMAR,AMBALA (SC),3,INC,M,HARYANA,174171,748313,740546,1092422,68.5
0.85,AMAR DASS,AMBALA (SC),4,JD,M,HARYANA,6258,748313,740546,1092422,68.5
0.79,MAYA RAM,AMBALA (SC),5,BSP(A),M,HARYANA,5819,748313,740546,1092422,68.5
0.73,MAN PHOOL SINGH,AMBALA (SC),6,SJP(R),M,HARYANA,5421,748313,740546,1092422,68.5
0.33,SUNDER LAL,AMBALA (SC),7,IND,M,HARYANA,2414,748313,740546,1092422,68.5
0.17,KEHAR SINGH,AMBALA (SC),8,IND,M,HARYANA,1257,748313,740546,1092422,68.5
0.07,JAGDISH LAL,AMBALA (SC),9,IND,M,HARYANA,486,748313,740546,1092422,68.5
43.57,KAILASHO DEVI,KURUKSHETRA,1,HLD(R),F,HARYANA,333387,773841,765234,1089508,71.03
25.07,KULDIP SHARMA,KURUKSHETRA,2,INC,M,HARYANA,191867,773841,765234,1089508,71.03
23.76,JATINDER SINGH KAKA,KURUKSHETRA,3,HVP,M,HARYANA,181791,773841,765234,1089508,71.03
5.5,SHYAM SINGH RANA,KURUKSHETRA,4,SJP(R),M,HARYANA,42105,773841,765234,1089508,71.03
0.86,HAWA SINGH,KURUKSHETRA,5,AIIC(S),M,HARYANA,6559,773841,765234,1089508,71.03
0.31,BALBIR,KURUKSHETRA,6,IND,M,HARYANA,2368,773841,765234,1089508,71.03
0.3,MAHINDER SINGH,KURUKSHETRA,7,SP,M,HARYANA,2285,773841,765234,1089508,71.03
0.3,BALI RAM,KURUKSHETRA,8,IND,M,HARYANA,2274,773841,765234,1089508,71.03
0.17,AMAR SHARMA,KURUKSHETRA,9,SHS,M,HARYANA,1264,773841,765234,1089508,71.03
0.09,GURNAM SINGH,KURUKSHETRA,10,IND,M,HARYANA,705,773841,765234,1089508,71.03
0.08,RAJ KUMAR,KURUKSHETRA,11,IND,M,HARYANA,629,773841,765234,1089508,71.03
41.14,BHAJAN LAL,KARNAL,1,INC,M,HARYANA,327750,806138,796738,1137817,70.85
34.6,I.D. SWAMI,KARNAL,2,BJP,M,HARYANA,275689,806138,796738,1137817,70.85
19.65,UMED SINGH KASHYAP,KARNAL,3,HLD(R),M,HARYANA,156565,806138,796738,1137817,70.85
2.0,CHASAM PAL SINGH NAIN,KARNAL,4,JD,M,HARYANA,15900,806138,796738,1137817,70.85
1.23,RAJENDER SINGH VERMA,KARNAL,5,SJP(R),M,HARYANA,9837,806138,796738,1137817,70.85
0.52,BIJENDER,KARNAL,6,IND,M,HARYANA,4114,806138,796738,1137817,70.85
0.35,ISHWAR CHAND AGGARWAL,KARNAL,7,SP,M,HARYANA,2827,806138,796738,1137817,70.85
0.13,NARESH,KARNAL,8,IND,M,HARYANA,1016,806138,796738,1137817,70.85
0.13,MITTAR PAL,KARNAL,9,AJBP,M,HARYANA,996,806138,796738,1137817,70.85
0.08,MOHAN RAO SAHEB,KARNAL,10,IND,M,HARYANA,644,806138,796738,1137817,70.85
0.06,MANPHOOL SINGH,KARNAL,11,IND,M,HARYANA,484,806138,796738,1137817,70.85
0.05,LAJ PAT RAI,KARNAL,12,IND,M,HARYANA,423,806138,796738,1137817,70.85
0.03,CHHAKAN LAL,KARNAL,13,IND,M,HARYANA,264,806138,796738,1137817,70.85
0.03,SOM PARKASH KASHYAP,KARNAL,14,IND,M,HARYANA,229,806138,796738,1137817,70.85
41.94,KISHAN SINGH,SONEPAT,1,HLD(R),M,HARYANA,290299,699624,692207,1059823,66.01
22.1,ABHEY RAM DAHIYA,SONEPAT,2,HVP,M,HARYANA,152975,699624,692207,1059823,66.01
20.79,ARVIND KUMAR,SONEPAT,3,SHS,M,HARYANA,143911,699624,692207,1059823,66.01
11.89,BALBIR,SONEPAT,4,INC,M,HARYANA,82292,699624,692207,1059823,66.01
0.55,SANJAY,SONEPAT,5,SP,M,HARYANA,3774,699624,692207,1059823,66.01
0.49,HARSARUP SINGH,SONEPAT,6,IND,M,HARYANA,3362,699624,692207,1059823,66.01
0.46,RAMEHAR,SONEPAT,7,IND,M,HARYANA,3152,699624,692207,1059823,66.01
0.4,KITAB SINGH,SONEPAT,8,IND,M,HARYANA,2747,699624,692207,1059823,66.01
0.27,RAJ SINGH TEHLAN,SONEPAT,9,JP,M,HARYANA,1865,699624,692207,1059823,66.01
0.24,RAJ PAL,SONEPAT,10,IND,M,HARYANA,1676,699624,692207,1059823,66.01
0.24,BASANT,SONEPAT,11,IND,M,HARYANA,1643,699624,692207,1059823,66.01
0.21,HARI PARKASH,SONEPAT,12,IND,M,HARYANA,1461,699624,692207,1059823,66.01
0.2,RAJESH KUMAR,SONEPAT,13,IND,M,HARYANA,1376,699624,692207,1059823,66.01
0.13,ROHTAS,SONEPAT,14,IND,M,HARYANA,870,699624,692207,1059823,66.01
0.04,SAT GURU DASS,SONEPAT,15,IND,M,HARYANA,282,699624,692207,1059823,66.01
0.04,DHARAMVIR,SONEPAT,16,IND,M,HARYANA,279,699624,692207,1059823,66.01
0.04,KELAWATI,SONEPAT,17,IND,F,HARYANA,243,699624,692207,1059823,66.01
38.66,BHUPINDER SINGH,ROHTAK,1,INC,M,HARYANA,254951,667639,659414,939007,71.1
38.61,DEVI LAL S/O SH. LEKH RAM,ROHTAK,2,HLD(R),M,HARYANA,254568,667639,659414,939007,71.1
19.85,SWAMI INDERVESH,ROHTAK,3,BJP,M,HARYANA,130895,667639,659414,939007,71.1
0.7,RAM CHANDER JANGRA,ROHTAK,4,IND,M,HARYANA,4628,667639,659414,939007,71.1
0.57,ANOOP SINGH,ROHTAK,5,IND,M,HARYANA,3776,667639,659414,939007,71.1
0.41,KAPTAN SINGH RATHEE,ROHTAK,6,SP,M,HARYANA,2717,667639,659414,939007,71.1
0.25,OMKAR,ROHTAK,7,IND,M,HARYANA,1623,667639,659414,939007,71.1
0.17,MUKESH KUMAR,ROHTAK,8,IND,M,HARYANA,1093,667639,659414,939007,71.1
0.16,UMED SINGH,ROHTAK,9,JP,M,HARYANA,1071,667639,659414,939007,71.1
0.14,VIJAY KUMAR,ROHTAK,10,IND,M,HARYANA,906,667639,659414,939007,71.1
0.12,MUKHTARE,ROHTAK,11,IND,M,HARYANA,805,667639,659414,939007,71.1
0.12,RADHEY SHYAM,ROHTAK,12,IND,M,HARYANA,775,667639,659414,939007,71.1
0.07,NAFE,ROHTAK,13,IND,M,HARYANA,461,667639,659414,939007,71.1
0.06,RAMDHARI ATTKAN,ROHTAK,14,IND,M,HARYANA,366,667639,659414,939007,71.1
0.04,DEVI LAL S/O SH. GURDAYAL,ROHTAK,15,IND,M,HARYANA,270,667639,659414,939007,71.1
0.03,LT.COL.HARI NARAYAN,ROHTAK,16,IND,M,HARYANA,191,667639,659414,939007,71.1
0.02,MUKHTIAR SINGH,ROHTAK,17,IND,M,HARYANA,164,667639,659414,939007,71.1
0.02,HARISH CHANDER,ROHTAK,18,IND,M,HARYANA,154,667639,659414,939007,71.1
33.81,RAMCHANDER BAINDA,FARIDABAD,1,BJP,M,HARYANA,304022,913821,899287,1390542,65.72
32.1,KHURSHID AHMAD,FARIDABAD,2,INC,M,HARYANA,288679,913821,899287,1390542,65.72
19.34,AVTAR SINGH BHADANA,FARIDABAD,3,SJP(R),M,HARYANA,173890,913821,899287,1390542,65.72
13.12,DHARMBIR BHADANA,FARIDABAD,4,BSP,M,HARYANA,118009,913821,899287,1390542,65.72
0.46,MOHD. AZAZ KHAN,FARIDABAD,5,SP,M,HARYANA,4180,913821,899287,1390542,65.72
0.36,MAHADEV SHARMA,FARIDABAD,6,JD,M,HARYANA,3194,913821,899287,1390542,65.72
0.26,FAROOK,FARIDABAD,7,IND,M,HARYANA,2303,913821,899287,1390542,65.72
0.12,KRISHAN KUMAR,FARIDABAD,8,IND,M,HARYANA,1036,913821,899287,1390542,65.72
0.11,MANGE RAM,FARIDABAD,9,MSP,M,HARYANA,968,913821,899287,1390542,65.72
0.09,SUMITRA,FARIDABAD,10,IND,F,HARYANA,800,913821,899287,1390542,65.72
0.07,POONAM SINGH,FARIDABAD,11,AJBP,F,HARYANA,673,913821,899287,1390542,65.72
0.06,RATTAN SINGH,FARIDABAD,12,IND,M,HARYANA,528,913821,899287,1390542,65.72
0.05,PREMPAL SINGH,FARIDABAD,13,ABHS,M,HARYANA,441,913821,899287,1390542,65.72
0.03,SATYAVIR,FARIDABAD,14,IND,M,HARYANA,314,913821,899287,1390542,65.72
0.03,DHYAN SINGH,FARIDABAD,15,IND,M,HARYANA,250,913821,899287,1390542,65.72
41.5,INDERJIT SINGH,MAHENDRAGARH,1,INC,M,HARYANA,329126,803923,793139,1225797,65.58
32.91,COL .RAM SINGH,MAHENDRAGARH,2,BJP,M,HARYANA,260990,803923,793139,1225797,65.58
23.75,RAGHU YADAV,MAHENDRAGARH,3,BSP,M,HARYANA,188351,803923,793139,1225797,65.58
0.62,TEK CHAND,MAHENDRAGARH,4,IND,M,HARYANA,4936,803923,793139,1225797,65.58
0.42,MAHENDER SINGH S/O RAO LAL SINGH,MAHENDRAGARH,5,IND,M,HARYANA,3330,803923,793139,1225797,65.58
0.27,PROFESSOR SURJIT SINGH,MAHENDRAGARH,6,IND,M,HARYANA,2143,803923,793139,1225797,65.58
0.26,COMRADE RAJENDER,MAHENDRAGARH,7,IND,M,HARYANA,2040,803923,793139,1225797,65.58
0.21,MAJOR PARBHU LAL BATRA,MAHENDRAGARH,8,ABJS,M,HARYANA,1677,803923,793139,1225797,65.58
0.07,SATENDRA PRASAD,MAHENDRAGARH,9,IND,M,HARYANA,546,803923,793139,1225797,65.58
48.17,SURENDER SINGH S/O BANSI LAL,BHIWANI,1,HVP,M,HARYANA,361257,759887,749990,1052297,72.21
46.87,AJAY SINGH,BHIWANI,2,HLD(R),M,HARYANA,351546,759887,749990,1052297,72.21
3.71,RANBIR SINGH MAHENDER,BHIWANI,3,INC,M,HARYANA,27789,759887,749990,1052297,72.21
0.42,CHHAJU RAM,BHIWANI,4,JD,M,HARYANA,3161,759887,749990,1052297,72.21
0.12,BIR SINGH FAUJI,BHIWANI,5,IND,M,HARYANA,886,759887,749990,1052297,72.21
0.11,MAHENDER S/O VED PARKASH,BHIWANI,6,IND,M,HARYANA,792,759887,749990,1052297,72.21
0.1,DR. RAM SINGH PACHAR,BHIWANI,7,IND,M,HARYANA,781,759887,749990,1052297,72.21
0.1,MAHENDER S/O GIG RAJ,BHIWANI,8,IND,M,HARYANA,726,759887,749990,1052297,72.21
0.07,RAJ PAL,BHIWANI,9,IND,M,HARYANA,491,759887,749990,1052297,72.21
0.06,LAXMI,BHIWANI,10,ABHM,F,HARYANA,426,759887,749990,1052297,72.21
0.05,SUKHCHEN,BHIWANI,11,IND,M,HARYANA,358,759887,749990,1052297,72.21
0.04,SURENDER SINGH S/O DHOOP SINGH,BHIWANI,12,IND,M,HARYANA,322,759887,749990,1052297,72.21
0.04,VINOD KUMAR,BHIWANI,13,SHS,M,HARYANA,277,759887,749990,1052297,72.21
0.03,PARAMJIT SINGH,BHIWANI,14,IND,M,HARYANA,204,759887,749990,1052297,72.21
0.03,SURENDER,BHIWANI,15,IND,M,HARYANA,188,759887,749990,1052297,72.21
0.02,SATVIR SINGH,BHIWANI,16,IND,M,HARYANA,171,759887,749990,1052297,72.21
0.02,SURENDER KUMAR,BHIWANI,17,IND,M,HARYANA,150,759887,749990,1052297,72.21
0.02,RAM MEHAR,BHIWANI,18,IND,M,HARYANA,145,759887,749990,1052297,72.21
0.02,TARA CHAND,BHIWANI,19,IND,M,HARYANA,135,759887,749990,1052297,72.21
0.02,SAT PAL,BHIWANI,20,IND,M,HARYANA,122,759887,749990,1052297,72.21
0.01,HAWA SINGH,BHIWANI,21,IND,M,HARYANA,63,759887,749990,1052297,72.21
35.89,SURENDER SINGH BARWALA,HISSAR,1,HLD(R),M,HARYANA,260271,733865,725122,1026332,71.5
24.79,OM PARKASH JINDAL,HISSAR,2,HVP,M,HARYANA,179780,733865,725122,1026332,71.5
23.6,JAI PARKASH ALIAS J.P.,HISSAR,3,SJP(R),M,HARYANA,171129,733865,725122,1026332,71.5
10.1,RANJIT SINGH,HISSAR,4,INC,M,HARYANA,73251,733865,725122,1026332,71.5
3.5,PHOOL SINGH SHEOKAND,HISSAR,5,CPM,M,HARYANA,25366,733865,725122,1026332,71.5
0.41,ASHWANI KUMAR,HISSAR,6,LS,M,HARYANA,2992,733865,725122,1026332,71.5
0.4,RAM KUMAR,HISSAR,7,IND,M,HARYANA,2867,733865,725122,1026332,71.5
0.33,PREM SINGH,HISSAR,8,IND,M,HARYANA,2396,733865,725122,1026332,71.5
0.27,AJAY,HISSAR,9,IND,M,HARYANA,1957,733865,725122,1026332,71.5
