TERRITORY,CONSTITUENCY,CANDIDATE,SEX,AGE,CATEGORY,PARTY,PARTY SYMBOL,GENERAL VOTES SECURED,POSTAL VOTES SECURED,TOTAL VOTES SECURED,% OF TOTAL VOTES,% OF TOTAL POLLED,TOTAL ELECTORS
Uttar Pradesh,Kanpur,ANIL AWASTHI,M,41,GEN,AITC,Flowers and Grass,1701,0,1701,0.105570340506241,0.203682571309855,1611248
Uttar Pradesh,Kanpur,ANAND MEHROTRA,M,39,GEN,NEP,Black Board,361,0,361,0.0224049928999136,0.0432271653397164,1611248
Uttar Pradesh,Kanpur,DEVENDRA KUMAR SHARMA,M,48,GEN,ABAS,BUCKET,296,0,296,0.0183708529040843,0.0354438807217619,1611248
Uttar Pradesh,Kanpur,MOHD.NASIR KHAN,M,55,GEN,PECP,Ceiling Fan,364,0,364,0.0225911839766442,0.0435863938605451,1611248
Uttar Pradesh,Kanpur,DR.NIKHIL GUPTA,M,58,GEN,NBDP,Table,580,0,580,0.0359969415012462,0.0694508473602092,1611248
Uttar Pradesh,Kanpur,MAHMOOD HUSAIN RAHMANI,M,59,GEN,AAAP,Broom,11910,15,11925,0.740109530004071,1.42793337029396,1611248
Uttar Pradesh,Kanpur,MOHAMMAD.ATEEQ,M,31,GEN,RWSP,Whistle,425,0,425,0.0263770692034994,0.0508907071173947,1611248
Uttar Pradesh,Kanpur,RAMESH KUMAR GUPTA,M,42,GEN,PSJP,Kite,433,0,433,0.0268735787414476,0.0518486498396045,1611248
Uttar Pradesh,Kanpur,VINAYAK RAO TOPE,M,59,GEN,SWPI,Battery Torch,723,0,723,0.0448720494920707,0.0865740735197091,1611248
Uttar Pradesh,Kanpur,HIMMAT LAL,M,67,GEN,ABRS,Table Lamp,683,0,683,0.0423895018023296,0.0817843599086602,1611248
Uttar Pradesh,Kanpur,ASHOK PASWAN ADVOCATE,M,37,SC,IND,Coat,1398,0,1398,0.0867650417564521,0.167400490706159,1611248
Uttar Pradesh,Kanpur,KISHOR BAJPAI,M,34,GEN,IND,Almirah,3005,0,3005,0.186501395191802,0.359827235030049,1611248
Uttar Pradesh,Kanpur,PREM CHANDRA PANDEY,M,52,GEN,IND,Candles,2350,0,2350,0.145849676772291,0.281395674649124,1611248
Uttar Pradesh,Kanpur,BETALAL DIWAKAR,M,25,SC,IND,Iron,665,0,665,0.0412723553419461,0.0796289887836882,1611248
Uttar Pradesh,Kanpur,MUZAFFAR HUSAIN KHAN,M,39,GEN,IND,Kettle,1069,0,1069,0.0663460870083314,0.128005096255282,1611248
Uttar Pradesh,Kanpur,VISHWANATH KATARIA,M,46,SC,IND,Violin,929,0,929,0.0576571700942375,0.111241098616611,1611248
Uttar Pradesh,Kanpur,KUMARI SARASWATI,F,25,GEN,IND,Balloon,475,0,475,0.0294802538156758,0.0568778491312058,1611248
Uttar Pradesh,Kanpur,None of the Above,,,,NOTA,NOTA,2276,2,2278,0.141381090930757,0.272774190149235,1611248
Uttar Pradesh,Akbarpur,ANIL SHUKLA WARSI,M,57,GEN,BSP,Elephant,202500,87,202587,11.4544267189103,20.8542773055698,1768635
Uttar Pradesh,Akbarpur,DEVENDRA SINGH @ BHOLE SINGH,M,60,GEN,BJP,Lotus,481379,205,481584,27.2291343324089,49.574189271402,1768635
Uttar Pradesh,Akbarpur,RAJARAM PAL,M,53,GEN,INC,Hand,96800,27,96827,5.47467397173526,9.9673577705697,1768635
Uttar Pradesh,Akbarpur,LAL SINGH TOMAR,M,64,GEN,SP,Bicycle,146938,64,147002,8.31160753914742,15.1323652182685,1768635
Uttar Pradesh,Akbarpur,AMAR SINGH,M,56,GEN,JPS,Saw,1890,0,1890,0.106862071597588,0.194556334352781,1768635
Uttar Pradesh,Akbarpur,ARVIND KUMAR,M,47,GEN,AAAP,Broom,7909,5,7914,0.447463722022916,0.814666047654979,1768635
Uttar Pradesh,Akbarpur,DR. OMKAR NATH KATIYAR,M,47,GEN,ALHP,Green Chilli,597,0,597,0.0337548448379683,0.0614550960892118,1768635
Uttar Pradesh,Akbarpur,GOPI RAMAN,M,41,GEN,JD(U),Arrow,523,0,523,0.0295708272198616,0.053837546490214,1768635
Uttar Pradesh,Akbarpur,JASWANT SINGH,M,25,GEN,BMUP,Cot,1037,0,1037,0.0586327874321157,0.106748634245415,1768635
Uttar Pradesh,Akbarpur,DR. BAJARANG PRATAP SONKAR,M,52,SC,SARP,Scissors,799,0,799,0.0451760821198269,0.0822489476972868,1768635
Uttar Pradesh,Akbarpur,RAMA KANT VERMA,M,37,GEN,PECP,Ceiling Fan,1350,0,1350,0.0763300511411343,0.138968810251986,1768635
Uttar Pradesh,Akbarpur,RAMENDRA SINGH TOMAR,M,45,GEN,BSCP,FLUTE,2754,0,2754,0.155713304327914,0.283496372914052,1768635
Uttar Pradesh,Akbarpur,ASHOK YADAV,M,47,GEN,IND,Almirah,1853,0,1853,0.104770062788535,0.190747559553282,1768635
Uttar Pradesh,Akbarpur,NEERAJ KUMAR ADVOCATE,M,31,SC,IND,Kite,2259,0,2259,0.127725618909498,0.232541142488324,1768635
Uttar Pradesh,Akbarpur,BHARTI DEVI PASI ADVOCATE,F,32,SC,IND,Chappals,5432,0,5432,0.307129509480475,0.559169316510215,1768635
Uttar Pradesh,Akbarpur,MUNNI DEVI,F,42,GEN,IND,BUCKET,5331,0,5331,0.301418890839546,0.548772390706178,1768635
Uttar Pradesh,Akbarpur,RAM SEVAK,M,63,SC,IND,Gas Cylinder,3403,0,3403,0.192408269654281,0.350304341694452,1768635
Uttar Pradesh,Akbarpur,VIJAY KUMAR SHARMA,M,43,GEN,IND,Black Board,4285,0,4285,0.242277236399822,0.44109729772575,1768635
Uttar Pradesh,Akbarpur,None of the Above,,,,NOTA,NOTA,3941,7,3948,0.22322299400385,0.406406565092476,1768635
Uttar Pradesh,Jalaun,GHANSHAYAM ANURAGI,M,41,SC,SP,Bicycle,180856,65,180921,9.58679814263436,16.311003645884,1887189
Uttar Pradesh,Jalaun,BRIJLAL KHABRI,M,51,SC,BSP,Elephant,261360,69,261429,13.8528255516538,23.5692339316045,1887189
Uttar Pradesh,Jalaun,BHANU PRATAP SINGH VERMA,M,55,SC,BJP,Lotus,548457,174,548631,29.071333077927,49.4620427769303,1887189
Uttar Pradesh,Jalaun,VIJAY CHAUDHARI,M,47,SC,INC,Hand,82896,7,82903,4.39293573669622,7.47415244916137,1887189
Uttar Pradesh,Jalaun,GANGASINGH,M,33,SC,ALHP,Green Chilli,2525,0,2525,0.133796879909749,0.227642364379244,1887189
Uttar Pradesh,Jalaun,JAYRAM,M,65,SC,BSCP,FLUTE,2047,0,2047,0.108468203237726,0.184548087082896,1887189
Uttar Pradesh,Jalaun,DALCHANDRA ANURAGI,M,64,SC,AAAP,Broom,3335,2,3337,0.176823836934192,0.300848542547936,1887189
Uttar Pradesh,Jalaun,MANOJ KUMAR,M,38,SC,BRPP,Stool,4561,0,4561,0.241682205650838,0.411198742151973,1887189
Uttar Pradesh,Jalaun,RAJKUMAR,M,48,SC,PECP,Ceiling Fan,2816,0,2816,0.149216639138952,0.253877583402753,1887189
Uttar Pradesh,Jalaun,RAMNARAYAN,M,59,SC,BMUP,Cot,4942,2,4944,0.261976940306456,0.445728257224152,1887189
Uttar Pradesh,Jalaun,RAM SINGH,M,46,SC,CPI(ML)(L),Flag with Three Stars,4761,0,4761,0.252279978316957,0.429229820518646,1887189
Uttar Pradesh,Jalaun,None of the Above,,,,NOTA,NOTA,10290,1,10291,0.545308392535141,0.927789137357149,1887189
Uttar Pradesh,Jhansi,ANURADHA SHARMA,F,55,GEN,BSP,Elephant,213728,64,213792,11.0655406790293,16.1857448068161,1932052
Uttar Pradesh,Jhansi,UMA BHARATI,F,55,GEN,BJP,Lotus,575683,206,575889,29.8071169927103,43.5993507289914,1932052
Uttar Pradesh,Jhansi,DR. CHANDRAPAL SINGH YADAV,M,54,GEN,SP,Bicycle,385360,62,385422,19.9488419566347,29.179492847874,1932052
Uttar Pradesh,Jhansi,PRADEEP JAIN ''''''''ADITYA'''''''',M,51,GEN,INC,Hand,84062,27,84089,4.35231556914617,6.36620217342259,1932052
Uttar Pradesh,Jhansi,ARCHANA,F,45,GEN,AAAP,Broom,5536,0,5536,0.286534730949271,0.419118971947192,1932052
Uttar Pradesh,Jhansi,CHINTAMANI,M,65,GEN,ARWP,Batsman,2029,0,2029,0.10501787736562,0.153611342861426,1932052
Uttar Pradesh,Jhansi,NARESH KUMAR,M,29,SC,RrSP,Coconut,4215,0,4215,0.218161830012857,0.319108827087683,1932052
Uttar Pradesh,Jhansi,MAULANA MOHAMMAD,M,44,GEN,PECP,Ceiling Fan,1818,1,1819,0.0941486046959399,0.137712682437128,1932052
Uttar Pradesh,Jhansi,SUNIL MASSEY,M,44,GEN,SHS,Bow & Arrow,2121,0,2121,0.109779653963765,0.160576470285404,1932052
Uttar Pradesh,Jhansi,KULDEEP KUMAR,M,38,GEN,IND,Air Conditioner,2036,0,2036,0.105380186454609,0.154141298208902,1932052
Uttar Pradesh,Jhansi,TULA RAM,M,49,SC,IND,Whistle,2604,1,2605,0.134830739545312,0.19721909716807,1932052
Uttar Pradesh,Jhansi,DILSHAD AHMAD,M,34,GEN,IND,Almirah,2727,0,2727,0.141145269381984,0.206455461795519,1932052
Uttar Pradesh,Jhansi,RACHNA SHARMA,F,30,GEN,IND,Kite,4522,0,4522,0.234051671487103,0.342351154469871,1932052
Uttar Pradesh,Jhansi,RAJENDRA KUMAR,M,34,GEN,IND,Saw,8600,0,8600,0.445122595044026,0.651087998328369,1932052
Uttar Pradesh,Jhansi,RAM KUMAR ''''''''ANK SHASTRI'''''''',M,36,GEN,IND,Auto- Rickshaw,11442,1,11443,0.592271843614975,0.866325577310643,1932052
Uttar Pradesh,Jhansi,None of the Above,,,,NOTA,NOTA,13958,1,13959,0.722496081885995,1.05680667077508,1932052
Uttar Pradesh,Hamirpur,KUNWAR PUSHPENDRA SINGH CHANDEL,M,40,GEN,BJP,Lotus,453866,18,453884,26.115410131111,46.4127289274283,1737993
Uttar Pradesh,Hamirpur,"PRITAM SINGH LODHI ""KISAAN""",M,44,GEN,INC,Hand,78229,0,78229,4.50111133934371,7.99944781323817,1737993
Uttar Pradesh,Hamirpur,BISHAMBHAR PRASAD NISHAD,M,51,GEN,SP,Bicycle,187095,1,187096,10.7650606187712,19.1318397022282,1737993
Uttar Pradesh,Hamirpur,RAKESH KUMAR GOSWAMI,M,60,GEN,BSP,Elephant,176355,1,176356,10.1471064613034,18.0336015870257,1737993
Uttar Pradesh,Hamirpur,ATUL KUMAR PRAJAPATI,M,31,GEN,AAAP,Broom,9662,1,9663,0.555986128827907,0.988107533259027,1737993
Uttar Pradesh,Hamirpur,ANIL KUMAR,M,35,SC,ASP,Frock,4860,0,4860,0.279632886898854,0.496968085650302,1737993
Uttar Pradesh,Hamirpur,AVINASH KUMAR MISHRA,M,57,GEN,AITC,Flowers and Grass,6297,0,6297,0.362314462716478,0.643911118382706,1737993
Uttar Pradesh,Hamirpur,KAILASH PRASAD NISHAD,M,28,GEN,EKSP,Walking Stick,1756,0,1756,0.101036080122302,0.179562954403689,1737993
Uttar Pradesh,Hamirpur,RAMESH PRAJAPATI,M,37,GEN,MBCOI,Scissors,2981,0,2981,0.171519678157507,0.304827543893735,1737993
Uttar Pradesh,Hamirpur,RAMSAJIVAN,M,52,GEN,BSCP,FLUTE,2955,0,2955,0.170023699750229,0.302168866892313,1737993
Uttar Pradesh,Hamirpur,VIVEK KUMAR,M,36,GEN,RKSP,Auto- Rickshaw,5749,0,5749,0.330783840901546,0.587874387737364,1737993
Uttar Pradesh,Hamirpur,SHRIPAL,M,51,GEN,BC,Glass Tumbler,3435,0,3435,0.19764176265382,0.351252134610862,1737993
Uttar Pradesh,Hamirpur,KIRAN,F,34,GEN,IND,Kite,4079,0,4079,0.23469599704947,0.417105518799914,1737993
Uttar Pradesh,Hamirpur,PRAVESH KUMAR VYAS,M,28,GEN,IND,Razor,4314,0,4314,0.24821734034602,0.441135868620453,1737993
Uttar Pradesh,Hamirpur,VIMLESH,F,42,GEN,IND,Cot,23137,0,23137,1.33124816958411,2.36591576084178,1737993
Uttar Pradesh,Hamirpur,None of the Above,,,,NOTA,NOTA,10449,0,10449,0.601210706832536,1.06848138414815,1737993
Uttar Pradesh,Banda,BAL KUMAR PATEL ALIAS RAJKUMAR,M,54,GEN,SP,Bicycle,189714,16,189730,11.8443929069735,22.095336140717,1601855
Uttar Pradesh,Banda,BHAIRON PRASAD MISHRA,M,60,GEN,BJP,Lotus,342008,58,342066,21.3543672804342,39.8358891704554,1601855
Uttar Pradesh,Banda,RAMCHANDRA SARAS,M,52,GEN,CPI,Ears of Corn And Sickle,15156,0,15156,0.946153053803247,1.76501826041589,1601855
Uttar Pradesh,Banda,VIVEK KUMAR SINGH,M,58,GEN,INC,Hand,36647,3,36650,2.2879723820196,4.26813930088693,1601855
Uttar Pradesh,Banda,R. K. SINGH PATEL,M,54,GEN,BSP,Elephant,226264,14,226278,14.1259976714497,26.3515968547365,1601855
Uttar Pradesh,Banda,AMAR SINGH RATHAUR,M,56,GEN,AAAP,Broom,6438,1,6439,0.401971464333538,0.749864910188567,1601855
Uttar Pradesh,Banda,PAPPU YADAV,M,31,GEN,JD(U),Arrow,2436,0,2436,0.152073689566159,0.283688604009838,1601855
Uttar Pradesh,Banda,PRABHAKAR PRASAD,M,29,GEN,BKSL,Diesel Pump,2605,0,2605,0.162623957848869,0.303369792054856,1601855
Uttar Pradesh,Banda,VISHVAMBHAR NATH,M,60,SC,BMUP,Cot,4755,0,4755,0.296843347244289,0.553751770142357,1601855
Uttar Pradesh,Banda,MO. SAGEER,M,46,GEN,PECP,Ceiling Fan,3201,0,3201,0.199830821141739,0.372778005515391,1601855
Uttar Pradesh,Banda,SUSHEELA SINGH,F,44,GEN,BSCP,FLUTE,2931,0,2931,0.182975362938593,0.341334687336961,1601855
Uttar Pradesh,Banda,NARENDRA KUMAR SHRIVASTAVA,M,64,GEN,IND,Sewing Machine,5115,0,5115,0.31931729151515,0.595676194380264,1601855
Uttar Pradesh,Banda,VIJAY PRAKASH,M,57,GEN,IND,Balloon,7140,0,7140,0.445733228038743,0.831501080718491,1601855
Uttar Pradesh,Banda,None of the Above,,,,NOTA,NOTA,13823,1,13824,0.862999460001061,1.60989789073563,1601855
Uttar Pradesh,Fatehpur,AFZAL SIDDIQUI,M,25,GEN,BSP,Elephant,298524,264,298788,16.5556173060801,28.2625228436191,1804753
Uttar Pradesh,Fatehpur,USHA MAURYA,F,44,GEN,INC,Hand,46550,38,46588,2.58140587659364,4.40678479135215,1804753
Uttar Pradesh,Fatehpur,NIRANJAN JYOTI,F,47,GEN,BJP,Lotus,485360,634,485994,26.9285603071445,45.9704423432729,1804753
Uttar Pradesh,Fatehpur,RAKESH SACHAN,M,58,GEN,SP,Bicycle,179590,134,179724,9.95837103470669,17.0001929647329,1804753
Uttar Pradesh,Fatehpur,ASHOK MISHRA,M,52,GEN,SARP,Scissors,3027,2,3029,0.167834601189193,0.286514792071041,1804753
Uttar Pradesh,Fatehpur,ZAINUL ABDIN,M,52,GEN,AAAP,Broom,2443,11,2454,0.135974285677874,0.232125222760758,1804753
Uttar Pradesh,Fatehpur,MOHAMMAD JAVED,M,56,GEN,NBDP,Table,1656,1,1657,0.091813117916967,0.156736550168939,1804753
Uttar Pradesh,Fatehpur,RAMKRISHNA TRIPATHI,M,55,GEN,AITC,Flowers and Grass,7576,2,7578,0.419891253817004,0.716807228231875,1804753
Uttar Pradesh,Fatehpur,RAMLOCHAN SEN,M,66,GEN,BMUP,Cot,2171,2,2173,0.120404288010603,0.205545276715211,1804753
Uttar Pradesh,Fatehpur,RUKMINI DEVI NISHAD,F,55,GEN,PMSP,Saw,1345,0,1345,0.0745254336743034,0.127224296908402,1804753
Uttar Pradesh,Fatehpur,ARVIND KUMAR,M,51,GEN,IND,Sewing Machine,1966,1,1967,0.108989983670896,0.186059622318831,1804753
Uttar Pradesh,Fatehpur,CHANDRABHAN SINGH,M,54,GEN,IND,HOCKEY & BALL,2498,0,2498,0.138412292430044,0.236287207194936,1804753
Uttar Pradesh,Fatehpur,RANJANA KAKKAR,F,55,GEN,IND,Kite,5448,0,5448,0.301869563314204,0.515329345395521,1804753
Uttar Pradesh,Fatehpur,SRIDEVI,F,53,GEN,IND,Auto- Rickshaw,5838,0,5838,0.323479168617534,0.552219661971192,1804753
Uttar Pradesh,Fatehpur,None of the Above,,,,NOTA,NOTA,11603,4,11607,0.643135099373709,1.09791257562515,1804753
Uttar Pradesh,Kaushambi,MAHENDRA KUMAR,M,39,SC,INC,Hand,31881,24,31905,1.83519326043178,3.50406473706061,1738509
Uttar Pradesh,Kaushambi,VINOD KUMAR SONKAR,M,44,SC,BJP,Lotus,331480,244,331724,19.0809480997798,36.4326083948188,1738509
Uttar Pradesh,Kaushambi,SHAILENDRA KUMAR,M,56,SC,SP,Bicycle,288643,181,288824,16.6133163532659,31.7209839716907,1738509
Uttar Pradesh,Kaushambi,SURESH PASI,M,57,SC,BSP,Elephant,201191,131,201322,11.5801528781272,22.1108077415614,1738509
Uttar Pradesh,Kaushambi,MALTI DEVI,F,49,SC,RSMD,Grapes,6555,1,6556,0.37710474895442,0.720032860560079,1738509
Uttar Pradesh,Kaushambi,RAJENDRA SONKAR,M,33,SC,LD,Cauliflower,6389,0,6389,0.367498816514611,0.701691572013171,1738509
Uttar Pradesh,Kaushambi,SHRIPAL,M,51,SC,BMUP,Cot,7347,3,7350,0.422776068458662,0.807236352214244,1738509
Uttar Pradesh,Kaushambi,SWARNALATA SUMAN,F,40,SC,AAAP,Broom,3691,2,3693,0.212423404192903,0.405595081459483,1738509
Uttar Pradesh,Kaushambi,CHHEDDOO,M,39,SC,IND,Almirah,3342,0,3342,0.192233689903245,0.367045427088436,1738509
Uttar Pradesh,Kaushambi,BEENA RANI,F,51,SC,IND,Saw,4958,0,4958,0.285186904410619,0.544527596500438,1738509
Uttar Pradesh,Kaushambi,MOHAN LAL,M,29,SC,IND,Auto- Rickshaw,9182,0,9182,0.528153722528903,1.00844138585458,1738509
Uttar Pradesh,Kaushambi,None of the Above,,,,NOTA,NOTA,15169,0,15169,0.872529276523734,1.66598207166502,1738509
Uttar Pradesh,Phulpur,KAPIL MUNI KARWARIYA,M,46,GEN,BSP,Elephant,163578,132,163710,8.55653264690126,17.0457207650427,1913275
Uttar Pradesh,Phulpur,KESHAV PRASAD MAURYA,M,47,GEN,BJP,Lotus,503011,553,503564,26.3194783813095,52.4318082666175,1913275
Uttar Pradesh,Phulpur,MOHD. KAIF,M,33,GEN,INC,Hand,58090,37,58127,3.03808914034836,6.05226687990737,1913275
Uttar Pradesh,Phulpur,DHARAM RAJ SINGH PATEL,M,55,GEN,SP,Bicycle,195082,174,195256,10.2053285596686,20.3303356771069,1913275
Uttar Pradesh,Phulpur,GYANENDRA KUMAR SRIVASTAVA (GYANI BHAI),M,63,GEN,NCP,Clock,2704,2,2706,0.141432883406724,0.28175261370842,1913275
Uttar Pradesh,Phulpur,GANESHJI TRIPATHI,M,50,GEN,RaBaP,Pressure Cooker,1521,0,1521,0.0794971972142008,0.158368708592205,1913275
Uttar Pradesh,Phulpur,DAKKHINI PRASAD KUSHWAHA,M,63,GEN,RGD,Batsman,1111,0,1111,0.0580679724556062,0.115678918636384,1913275
Uttar Pradesh,Phulpur,NATHU RAM BOUDHA,M,54,SC,BMUP,Cot,1304,2,1306,0.0682599208164012,0.135982599225128,1913275
Uttar Pradesh,Phulpur,PARVEZ ASHFAQUE SIDDIQUI,M,27,GEN,QED,Glass Tumbler,1301,1,1302,0.0680508552090003,0.135566113469462,1913275
Uttar Pradesh,Phulpur,SHIMALA SHRI,F,39,GEN,AAAP,Broom,7369,15,7384,0.385935111262103,0.768832704960449,1913275
Uttar Pradesh,Phulpur,SURENDRA KUMAR MISHRA,M,38,GEN,LD,Sewing Machine,1585,0,1585,0.0828422469326155,0.16503248068287,1913275
Uttar Pradesh,Phulpur,ZIAOUL HAQUE,M,50,GEN,IND,Helmet,3392,0,3392,0.177287635075982,0.353179920805234,1913275
Uttar Pradesh,Phulpur,DR. NEERAJ,M,46,GEN,IND,Gas Cylinder,2185,2,2187,0.114306620846454,0.227713586910686,1913275
Uttar Pradesh,Phulpur,MITHILESH KUMAR,M,46,GEN,IND,Kettle,3114,0,3114,0.162757575361618,0.324234160786408,1913275
Uttar Pradesh,Phulpur,MILAN MUKERJEE,M,71,GEN,IND,Pot,5651,1,5652,0.295409703257503,0.588494372756834,1913275
Uttar Pradesh,Phulpur,None of the Above,,,,NOTA,NOTA,8422,2,8424,0.440292169186343,0.877119001433752,1913275
Uttar Pradesh,Allahabad,KESHRI DEVI,F,54,GEN,BSP,Elephant,161891,182,162073,9.72494988206309,18.1770771415177,1666569
Uttar Pradesh,Allahabad,NAND GOPAL GUPTA NANDI,M,40,GEN,INC,Hand,102414,39,102453,6.14754024585841,11.4904770342988,1666569
Uttar Pradesh,Allahabad,SHYAMA CHARAN GUPTA,M,69,GEN,BJP,Lotus,313465,307,313772,18.8274232870046,35.1906724059424,1666569
Uttar Pradesh,Allahabad,KUNWAR REWATI RAMAN SINGH ALIAS MANI,M,70,GEN,SP,Bicycle,251569,194,251763,15.1066652505837,28.2361372491403,1666569
Uttar Pradesh,Allahabad,MOHD. AMEEN AZHAR ANSARI,M,31,GEN,QED,Glass Tumbler,4424,2,4426,0.265575562727976,0.496392017352411,1666569
Uttar Pradesh,Allahabad,ADARSH SHASTRI,M,40,GEN,AAAP,Broom,6420,19,6439,0.386362640850754,0.7221572977253,1666569
Uttar Pradesh,Allahabad,GAYTRI PRASAD,M,31,GEN,BSCP,FLUTE,1292,1,1293,0.0775845464544222,0.145014658480946,1666569
Uttar Pradesh,Allahabad,CHANDRA PRAKASH TIWARI ALIAS C. P. TIWARI (ADVOCATE),M,39,GEN,BKSL,Diesel Pump,1221,0,1221,0.0732642932875867,0.136939596291752,1666569
Uttar Pradesh,Allahabad,NISTHA DEV MAURYA,M,27,GEN,PGSP,Helmet,2181,0,2181,0.130867668845394,0.244607092147675,1666569
Uttar Pradesh,Allahabad,MAHENDRA KUMAR,M,32,GEN,BMUP,Cot,4188,2,4190,0.251414732903348,0.469923757954497,1666569
Uttar Pradesh,Allahabad,SHYAM SUNDAR DAS,M,27,GEN,ssrd,Grapes,2115,0,2115,0.126907436775795,0.23720495180758,1666569
Uttar Pradesh,Allahabad,RAJENDRA PRASAD,M,51,GEN,kajp,School Bag,1730,0,1730,0.103806083036466,0.194025799823694,1666569
Uttar Pradesh,Allahabad,WAHID ALI ALIAS WAJID ALI,M,42,GEN,RUC,Saw,2332,0,2332,0.139928199792508,0.26154229201668,1666569
Uttar Pradesh,Allahabad,SANJAY ROBINSON,M,39,GEN,NAP,HOCKEY & BALL,3315,0,3315,0.198911656223055,0.371789321627484,1666569
Uttar Pradesh,Allahabad,AJEET KUMAR,M,27,GEN,IND,Auto- Rickshaw,3387,1,3388,0.203291912906096,0.379976537458195,1666569
Uttar Pradesh,Allahabad,DRAUPADI DEVI,F,42,GEN,IND,Almirah,8320,1,8321,0.499289258350539,0.933230451059515,1666569
Uttar Pradesh,Allahabad,PARMANAND,M,51,SC,IND,Kite,3744,0,3744,0.22465316467545,0.419903233838099,1666569
Uttar Pradesh,Allahabad,BRIJESH KUMAR,M,28,GEN,IND,BUCKET,1438,0,1438,0.0862850563042994,0.161276936500851,1666569
Uttar Pradesh,Allahabad,SHYAM CHARAN,M,49,GEN,IND,Ring,2592,1,2593,0.155589117522287,0.290814392452509,1666569
Uttar Pradesh,Allahabad,SHIV PRASAD AGRAHARI,M,26,GEN,IND,Cauliflower,4324,0,4324,0.259455204074959,0.48495234591772,1666569
Uttar Pradesh,Allahabad,SHAILENDRA KUMAR PRAJAPATI,M,45,GEN,IND,Ceiling Fan,1209,3,1212,0.0727242616417322,0.135930213518103,1666569
Uttar Pradesh,Allahabad,HIRA LAL,M,53,SC,IND,Walking Stick,1711,0,1711,0.102666016228551,0.191894880634879,1666569
Uttar Pradesh,Allahabad,HANSRAJ,M,39,SC,IND,Sewing Machine,1928,0,1928,0.115686779245264,0.216232220843979,1666569
Uttar Pradesh,Allahabad,None of the Above,,,,NOTA,NOTA,3623,1,3624,0.217452742730724,0.406444796856109,1666569
Uttar Pradesh,Barabanki,KAMLA PRASAD RAWAT,M,52,SC,BSP,Elephant,167150,0,167150,9.71080789971173,15.6482728856576,1721278
Uttar Pradesh,Barabanki,P. L. PUNIA,M,69,SC,INC,Hand,242332,4,242336,14.0788414189922,22.6870467126457,1721278
Uttar Pradesh,Barabanki,PRIYANKA SINGH RAWAT,F,28,SC,BJP,Lotus,454211,3,454214,26.3881836635337,42.5226719741913,1721278
Uttar Pradesh,Barabanki,RAJRANI RAWAT,F,49,SC,SP,Bicycle,159284,0,159284,9.25382186956436,14.911872559492,1721278
Uttar Pradesh,Barabanki,KISHAN LAL,M,38,SC,SHS,Bow & Arrow,3261,0,3261,0.18945225582387,0.305288769848217,1721278
Uttar Pradesh,Barabanki,P. C. KUREEL,M,56,SC,INL,Iron,2560,0,2560,0.14872670190405,0.23966245041749,1721278
Uttar Pradesh,Barabanki,DINESH CHANDRA GAUTAM,M,38,SC,AAAP,Broom,3126,0,3126,0.181609246153149,0.292650320314482,1721278
Uttar Pradesh,Barabanki,NITIN SINGH,M,25,SC,NAP,HOCKEY & BALL,1315,0,1315,0.0763967238296196,0.123107860273047,1721278
Uttar Pradesh,Barabanki,BABU LAL,M,59,SC,MwSP,Whistle,2035,0,2035,0.118226108740134,0.190512924452966,1721278
Uttar Pradesh,Barabanki,MEDI LAL,M,50,SC,BMUP,Cot,2171,0,2171,0.126127214778786,0.203244992131395,1721278
Uttar Pradesh,Barabanki,RAJESH KUMAR VIDYARTHI,M,43,SC,PECP,Ceiling Fan,7980,0,7980,0.463609016091532,0.74707279466077,1721278
Uttar Pradesh,Barabanki,ABHILAKH RAWAT,M,31,SC,IND,Almirah,3038,0,3038,0.176496765775197,0.284411923581381,1721278
Uttar Pradesh,Barabanki,KHANJAN LAL,M,69,SC,IND,Coconut,7136,0,7136,0.41457568155754,0.668059080538754,1721278
Uttar Pradesh,Barabanki,MAHESH,M,42,SC,IND,Air Conditioner,3836,0,3836,0.22285766738435,0.359119203047458,1721278
Uttar Pradesh,Barabanki,None of the Above,,,,NOTA,NOTA,8726,0,8726,0.506948906568259,0.816911930602742,1721278
Uttar Pradesh,Faizabad,JITENDRA KUMAR SINGH (BABLU BHAIYA),M,47,GEN,BSP,Elephant,141814,13,141827,8.15706668369087,13.8674376719655,1738701
Uttar Pradesh,Faizabad,NIRMAL KHATRI,M,63,GEN,INC,Hand,129896,21,129917,7.47207254151231,12.7029119986233,1738701
Uttar Pradesh,Faizabad,MITRASEN YADAV,M,80,GEN,SP,Bicycle,208965,21,208986,12.0196629552752,20.4340522560118,1738701
Uttar Pradesh,Faizabad,LALLU SINGH,M,59,GEN,BJP,Lotus,491663,98,491761,28.2832413393677,48.0829814986106,1738701
Uttar Pradesh,Faizabad,JAI RAM SINGH JAI,M,72,GEN,LPSP,Gas Cylinder,5702,0,5702,0.327945978060633,0.557525221611876,1738701
Uttar Pradesh,Faizabad,NASREEN BANO,F,42,GEN,RUC,Kettle,2678,0,2678,0.15402303213721,0.261847166516416,1738701
Uttar Pradesh,Faizabad,MAKASUD ALI,M,47,GEN,PECP,Ceiling Fan,5960,3,5963,0.342957184702833,0.583045053748091,1738701
Uttar Pradesh,Faizabad,MAYURI TIWARI,F,35,GEN,AAAP,Broom,4793,2,4795,0.275780597123945,0.468841360510162,1738701
