%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
52.56,BHIM PD. DAHAL,SIKKIM,1,SDF,M,SIKKIM,107828,208670,205133,255377,81.71
42.15,SATISH CHANDRA RAI,SIKKIM,2,SSP,M,SIKKIM,86466,208670,205133,255377,81.71
4.76,SOMNATH POUDYAL,SIKKIM,3,INC,M,SIKKIM,9762,208670,205133,255377,81.71
0.53,YOUARAJ RAI,SIKKIM,4,IND,M,SIKKIM,1077,208670,205133,255377,81.71
53.57,"KUPPUSAMY, C.",MADRAS NORTH,1,DMK,M,TAMIL NADU,471101,893936,879473,2041341,43.79
35.4,"SOUNDARA RAJAN, A.",MADRAS NORTH,2,CPM,M,TAMIL NADU,311312,893936,879473,2041341,43.79
9.23,"AAROON RASHEED, J.M.",MADRAS NORTH,3,TMC(M),M,TAMIL NADU,81192,893936,879473,2041341,43.79
0.33,"SREENIVASAN, K. (ALIAS) GANDHI SREENIVASAN",MADRAS NORTH,4,IND,M,TAMIL NADU,2877,893936,879473,2041341,43.79
0.26,"KUMARASAMY, S.",MADRAS NORTH,5,CPI(ML)(L),M,TAMIL NADU,2321,893936,879473,2041341,43.79
0.25,"SAMPATH, D.",MADRAS NORTH,6,IND,M,TAMIL NADU,2227,893936,879473,2041341,43.79
0.2,"RAJENDRAN, V.V.",MADRAS NORTH,7,DTMK,M,TAMIL NADU,1767,893936,879473,2041341,43.79
0.12,"NITHIYANANTHAM, K.",MADRAS NORTH,8,IND,M,TAMIL NADU,1054,893936,879473,2041341,43.79
0.09,"SELVARAJAN, C.R.",MADRAS NORTH,9,IND,M,TAMIL NADU,832,893936,879473,2041341,43.79
0.07,"SELVARAJ, M.T.R.",MADRAS NORTH,10,IND,M,TAMIL NADU,638,893936,879473,2041341,43.79
0.07,"MARIMUTHU, P.",MADRAS NORTH,11,IND,M,TAMIL NADU,633,893936,879473,2041341,43.79
0.06,"AMANULLAH, J.M.",MADRAS NORTH,12,IND,M,TAMIL NADU,536,893936,879473,2041341,43.79
0.05,NAVITA,MADRAS NORTH,13,LJSPI,F,TAMIL NADU,459,893936,879473,2041341,43.79
0.05,"JOSEPH KENNEDY, A.",MADRAS NORTH,14,IND,M,TAMIL NADU,448,893936,879473,2041341,43.79
0.05,"SIKKANDAR KASIM, A.Y.",MADRAS NORTH,15,IND,M,TAMIL NADU,444,893936,879473,2041341,43.79
0.05,"AMUDHAN, A.",MADRAS NORTH,16,IND,M,TAMIL NADU,426,893936,879473,2041341,43.79
0.04,"MURTHY, G.",MADRAS NORTH,17,IND,M,TAMIL NADU,385,893936,879473,2041341,43.79
0.04,"KANCHANA, M.",MADRAS NORTH,18,IND,F,TAMIL NADU,351,893936,879473,2041341,43.79
0.03,"RAVI, A.",MADRAS NORTH,19,IND,M,TAMIL NADU,293,893936,879473,2041341,43.79
0.02,"JAYASANKAR, G.",MADRAS NORTH,20,IND,M,TAMIL NADU,177,893936,879473,2041341,43.79
59.0,MURASOLI MARAN,MADRAS CENTRAL,1,DMK,M,TAMIL NADU,364565,617919,617900,1275067,48.46
36.84,"ABDUL LATHEEF, M.",MADRAS CENTRAL,2,ADMK,M,TAMIL NADU,227616,617919,617900,1275067,48.46
0.82,"JANAKI AMMAL, R. (TMT)",MADRAS CENTRAL,3,PT,F,TAMIL NADU,5046,617919,617900,1275067,48.46
0.62,"LOGANATHAN, V.G.",MADRAS CENTRAL,4,IND,M,TAMIL NADU,3815,617919,617900,1275067,48.46
0.58,"RANGANATHAN, S.",MADRAS CENTRAL,5,IND,M,TAMIL NADU,3561,617919,617900,1275067,48.46
0.42,"DOMINIC SAVIO, M.",MADRAS CENTRAL,6,IND,M,TAMIL NADU,2613,617919,617900,1275067,48.46
0.36,"SUDARSON, M.S.",MADRAS CENTRAL,7,SPSP,M,TAMIL NADU,2200,617919,617900,1275067,48.46
0.29,"SUBBU, A.P.S.",MADRAS CENTRAL,8,NCP,M,TAMIL NADU,1814,617919,617900,1275067,48.46
0.26,"SANTHOSH KUMAR, DR.N.",MADRAS CENTRAL,9,IND,M,TAMIL NADU,1620,617919,617900,1275067,48.46
0.14,"AMBETH VENKATESH, B.",MADRAS CENTRAL,10,IND,M,TAMIL NADU,887,617919,617900,1275067,48.46
0.13,BALASAMI,MADRAS CENTRAL,11,AJBP,M,TAMIL NADU,813,617919,617900,1275067,48.46
0.13,"ANAVARATHAN, A.",MADRAS CENTRAL,12,IND,M,TAMIL NADU,778,617919,617900,1275067,48.46
0.09,"RAJASHEAKAR, S.",MADRAS CENTRAL,13,DTMK,M,TAMIL NADU,567,617919,617900,1275067,48.46
0.08,"ARUMUGAM, A.",MADRAS CENTRAL,14,IND,M,TAMIL NADU,500,617919,617900,1275067,48.46
0.07,"GANESAN, R.",MADRAS CENTRAL,15,IND,M,TAMIL NADU,428,617919,617900,1275067,48.46
0.07,"ASAN MEERAN, M.",MADRAS CENTRAL,16,IND,M,TAMIL NADU,419,617919,617900,1275067,48.46
0.06,"ARUMUGAM, J.",MADRAS CENTRAL,17,IND,M,TAMIL NADU,350,617919,617900,1275067,48.46
0.05,"RAMACHANTHIRAN, S.",MADRAS CENTRAL,18,IND,M,TAMIL NADU,308,617919,617900,1275067,48.46
60.03,"BAALU, T.R.",MADRAS SOUTH,1,DMK,M,TAMIL NADU,562221,936541,936522,2074130,45.15
34.39,"DHANDAYUDHAPANI, V.",MADRAS SOUTH,2,INC,M,TAMIL NADU,322037,936541,936522,2074130,45.15
4.13,MUKTHA V. SRINIVASAN,MADRAS SOUTH,3,TMC(M),M,TAMIL NADU,38700,936541,936522,2074130,45.15
0.46,"RAJA, M.",MADRAS SOUTH,4,IND,M,TAMIL NADU,4309,936541,936522,2074130,45.15
0.23,"MOHANRAJ, J.",MADRAS SOUTH,5,IND,M,TAMIL NADU,2166,936541,936522,2074130,45.15
0.23,"DHANDAPANI, V.M.",MADRAS SOUTH,6,IND,M,TAMIL NADU,2117,936541,936522,2074130,45.15
0.17,"DHANASEKAR, T.",MADRAS SOUTH,7,NOC,M,TAMIL NADU,1566,936541,936522,2074130,45.15
0.12,"BABU, P.",MADRAS SOUTH,8,IND,M,TAMIL NADU,1084,936541,936522,2074130,45.15
0.08,"SURESH, P.",MADRAS SOUTH,9,IND,M,TAMIL NADU,784,936541,936522,2074130,45.15
0.08,"ELANGO, S.",MADRAS SOUTH,10,IND,M,TAMIL NADU,770,936541,936522,2074130,45.15
0.08,"JAYAVEERA PANDIAN, A.",MADRAS SOUTH,11,LJSPI,M,TAMIL NADU,768,936541,936522,2074130,45.15
52.88,"KRISHNASWAMY, A.",SRIPERUMBUDUR (SC),1,DMK,M,TAMIL NADU,385558,744852,729076,1353858,55.02
42.6,"VENUGOPAL, K.",SRIPERUMBUDUR (SC),2,ADMK,M,TAMIL NADU,310556,744852,729076,1353858,55.02
3.88,"PUSHPARAMAN, J.",SRIPERUMBUDUR (SC),3,TMC(M),M,TAMIL NADU,28292,744852,729076,1353858,55.02
0.23,"JANAKIRAMAN, S.",SRIPERUMBUDUR (SC),4,CPI(ML)(L),M,TAMIL NADU,1681,744852,729076,1353858,55.02
0.2,"PONNIAH, C.",SRIPERUMBUDUR (SC),5,RPI(A),M,TAMIL NADU,1452,744852,729076,1353858,55.02
0.13,"ELANGOVAN, K.",SRIPERUMBUDUR (SC),6,IND,M,TAMIL NADU,946,744852,729076,1353858,55.02
0.08,"SELVAM, N.",SRIPERUMBUDUR (SC),7,IND,M,TAMIL NADU,591,744852,729076,1353858,55.02
48.03,"MOORTHY, A.K.",CHENGALPATTU,1,PMK,M,TAMIL NADU,330551,699911,688181,1200040,58.32
46.17,"THIRUNAVUKKARASU, S.S.",CHENGALPATTU,2,ADMK,M,TAMIL NADU,317740,699911,688181,1200040,58.32
2.62,"BALARAMAN, C.",CHENGALPATTU,3,JD(S),M,TAMIL NADU,18028,699911,688181,1200040,58.32
1.02,"USMAN, S.S.",CHENGALPATTU,4,IND,M,TAMIL NADU,7007,699911,688181,1200040,58.32
0.96,"KRISHNA PARAYANAR, MU.",CHENGALPATTU,5,IND,M,TAMIL NADU,6616,699911,688181,1200040,58.32
0.44,"MADHAVAN, B.",CHENGALPATTU,6,RJD,M,TAMIL NADU,3040,699911,688181,1200040,58.32
0.22,AGARAM CHITHARANJAN DOSS,CHENGALPATTU,7,IND,M,TAMIL NADU,1498,699911,688181,1200040,58.32
0.19,"MURUGAN, K.",CHENGALPATTU,8,IND,M,TAMIL NADU,1307,699911,688181,1200040,58.32
0.14,"JAYAKUMAR, B.",CHENGALPATTU,9,IND,M,TAMIL NADU,949,699911,688181,1200040,58.32
0.14,"GNANAMANI, R.",CHENGALPATTU,10,IND,M,TAMIL NADU,939,699911,688181,1200040,58.32
0.07,"ANGAMUTHU, C.N.",CHENGALPATTU,11,IND,M,TAMIL NADU,506,699911,688181,1200040,58.32
47.72,"JAGATHRAKSHAKAN, S. DR.",ARAKKONAM,1,DMK,M,TAMIL NADU,346520,742796,726113,1120043,66.32
34.55,"THANGKA BALU, K.V.",ARAKKONAM,2,INC,M,TAMIL NADU,250876,742796,726113,1120043,66.32
16.72,"VELU, A.M.",ARAKKONAM,3,TMC(M),M,TAMIL NADU,121386,742796,726113,1120043,66.32
0.3,"ARUNKUMAR, S.",ARAKKONAM,4,RPI(A),M,TAMIL NADU,2180,742796,726113,1120043,66.32
0.23,"SAMPATH, S.",ARAKKONAM,5,IND,M,TAMIL NADU,1683,742796,726113,1120043,66.32
0.14,"MANIEZHILAN, A. PULAVAR",ARAKKONAM,6,IND,M,TAMIL NADU,989,742796,726113,1120043,66.32
0.09,"RAJI, A.D.",ARAKKONAM,7,IND,M,TAMIL NADU,656,742796,726113,1120043,66.32
0.08,"KANTHAPPAN, A.",ARAKKONAM,8,IND,M,TAMIL NADU,607,742796,726113,1120043,66.32
0.08,"BALARAMAN, S.",ARAKKONAM,9,IND,M,TAMIL NADU,568,742796,726113,1120043,66.32
0.06,"MUNISWAMY, K.A.",ARAKKONAM,10,IND,M,TAMIL NADU,419,742796,726113,1120043,66.32
0.03,"AMIRDHALINGAM, T.R.",ARAKKONAM,11,IND,M,TAMIL NADU,229,742796,726113,1120043,66.32
47.08,"SHANMUGAM, N.T.",VELLORE,1,PMK,M,TAMIL NADU,324547,702639,689375,1152421,60.97
43.35,MOHAMED ASIF,VELLORE,2,ADMK,M,TAMIL NADU,298862,702639,689375,1152421,60.97
6.46,"THAMIZHARASAN, C.K.",VELLORE,3,TMC(M),M,TAMIL NADU,44551,702639,689375,1152421,60.97
2.2,"THANIKESAN, M.",VELLORE,4,IND,M,TAMIL NADU,15158,702639,689375,1152421,60.97
0.65,"KUPPUSAMY, M.",VELLORE,5,IND,M,TAMIL NADU,4471,702639,689375,1152421,60.97
0.11,"SATHIYAMOORTHY, J",VELLORE,6,IND,M,TAMIL NADU,724,702639,689375,1152421,60.97
0.1,"SUBBARAYAN, C.",VELLORE,7,IND,M,TAMIL NADU,655,702639,689375,1152421,60.97
0.06,"PANNEER, V.N.",VELLORE,8,IND,M,TAMIL NADU,407,702639,689375,1152421,60.97
47.94,"VENUGOPAL, D.",TIRUPPATTUR,1,DMK,M,TAMIL NADU,350703,746109,731615,1144891,65.17
44.71,"RAJENDRAN, A.R.",TIRUPPATTUR,2,ADMK,M,TAMIL NADU,327090,746109,731615,1144891,65.17
7.1,"JAYAMOHAN, A.",TIRUPPATTUR,3,TMC(M),M,TAMIL NADU,51932,746109,731615,1144891,65.17
0.1,"AMANULLAHA, M.",TIRUPPATTUR,4,IND,M,TAMIL NADU,752,746109,731615,1144891,65.17
0.1,"ARUMUGAM, G.",TIRUPPATTUR,5,IND,M,TAMIL NADU,727,746109,731615,1144891,65.17
0.06,"MASILAMANI, A.",TIRUPPATTUR,6,IND,M,TAMIL NADU,411,746109,731615,1144891,65.17
51.67,"DURAI, M.",VANDAVASI,1,PMK,M,TAMIL NADU,345539,679992,668725,1104886,61.54
42.82,"KRISHNASSWAMY, M.",VANDAVASI,2,INC,M,TAMIL NADU,286342,679992,668725,1104886,61.54
5.51,"WAHAB, K.A.",VANDAVASI,3,TMC(M),M,TAMIL NADU,36844,679992,668725,1104886,61.54
47.28,RAMACHANDRAN N. GINGEE.,TINDIVANAM,1,MDMK,M,TAMIL NADU,323234,695793,683601,1128742,61.64
45.92,RAMAMURTHEE K.,TINDIVANAM,2,INC,M,TAMIL NADU,313884,695793,683601,1128742,61.64
5.98,SUBRAMANIAN S.P.,TINDIVANAM,3,TMC(M),M,TAMIL NADU,40879,695793,683601,1128742,61.64
0.31,VEERAMUTHU G.,TINDIVANAM,4,RJD,M,TAMIL NADU,2113,695793,683601,1128742,61.64
0.21,RAGHAVAN G.,TINDIVANAM,5,AJBP,M,TAMIL NADU,1404,695793,683601,1128742,61.64
0.17,PUNNIYAKOTTI N.,TINDIVANAM,6,IND,M,TAMIL NADU,1178,695793,683601,1128742,61.64
0.07,MOHAMED ALIJINNA M.,TINDIVANAM,7,IND,M,TAMIL NADU,496,695793,683601,1128742,61.64
0.06,INIYADAYALAN G.,TINDIVANAM,8,IND,M,TAMIL NADU,413,695793,683601,1128742,61.64
50.49,"SANKAR, ADHI",CUDDALORE,1,DMK,M,TAMIL NADU,358367,724354,709744,1136122,63.76
40.07,DHAMOTHARAN M.C.,CUDDALORE,2,ADMK,M,TAMIL NADU,284414,724354,709744,1136122,63.76
9.22,"VENKATESAN, P.R.S.",CUDDALORE,3,TMC(M),M,TAMIL NADU,65467,724354,709744,1136122,63.76
0.11,MANNAN. P.,CUDDALORE,4,IND,M,TAMIL NADU,757,724354,709744,1136122,63.76
0.1,"NOORKHAN, M.",CUDDALORE,5,IND,M,TAMIL NADU,739,724354,709744,1136122,63.76
47.68,"PONNUSWAMY, E.",CHIDAMBARAM (SC),1,PMK,M,TAMIL NADU,345331,732994,724305,1110229,66.02
31.17,"THIRUMAVALAVAN, R.",CHIDAMBARAM (SC),2,TMC(M),M,TAMIL NADU,225768,732994,724305,1110229,66.02
20.82,"SUMATHI UDAYAKUMAR, THIRUMATHI, T.",CHIDAMBARAM (SC),3,INC,F,TAMIL NADU,150794,732994,724305,1110229,66.02
0.22,"MURUGANANTHAM, D.",CHIDAMBARAM (SC),4,IND,M,TAMIL NADU,1606,732994,724305,1110229,66.02
0.06,"KANAGASABAI, R.",CHIDAMBARAM (SC),5,IND,M,TAMIL NADU,422,732994,724305,1110229,66.02
0.05,"KAMARAJ, V.",CHIDAMBARAM (SC),6,IND,M,TAMIL NADU,384,732994,724305,1110229,66.02
47.52,"ELANGOVAN, P.D.",DHARMAPURI,1,PMK,M,TAMIL NADU,340162,728960,715771,1226879,59.42
43.96,"MUNUSAMY, K.P.",DHARMAPURI,2,ADMK,M,TAMIL NADU,314622,728960,715771,1226879,59.42
3.73,"RAJENDRAN, M.C.",DHARMAPURI,3,TMC(M),M,TAMIL NADU,26681,728960,715771,1226879,59.42
2.81,"APPAVU CHETTY, V.",DHARMAPURI,4,IND,M,TAMIL NADU,20125,728960,715771,1226879,59.42
1.71,"SELVAM, C.",DHARMAPURI,5,TDK,M,TAMIL NADU,12215,728960,715771,1226879,59.42
0.09,"MAHENDRAN, D.",DHARMAPURI,6,IND,M,TAMIL NADU,640,728960,715771,1226879,59.42
0.08,"ELANGOVAN, V.",DHARMAPURI,7,IND,M,TAMIL NADU,590,728960,715771,1226879,59.42
0.05,"PADMARAJAN, DR.K.",DHARMAPURI,8,IND,M,TAMIL NADU,372,728960,715771,1226879,59.42
0.05,"MURUGAN, R.",DHARMAPURI,9,IND,M,TAMIL NADU,364,728960,715771,1226879,59.42
51.05,"VETRISELVAN, V.",KRISHNAGIRI,1,DMK,M,TAMIL NADU,347737,697903,681212,1163690,59.97
46.38,"THAMBIDURAI, M.",KRISHNAGIRI,2,ADMK,M,TAMIL NADU,315913,697903,681212,1163690,59.97
1.93,"VADIVELU, G.A.",KRISHNAGIRI,3,JD(S),M,TAMIL NADU,13154,697903,681212,1163690,59.97
0.3,"DORAISWAMY, S.",KRISHNAGIRI,4,TDK,M,TAMIL NADU,2068,697903,681212,1163690,59.97
0.25,"RAJU, S.M.",KRISHNAGIRI,5,IND,M,TAMIL NADU,1700,697903,681212,1163690,59.97
0.09,SIVAKESAVAN (ALIAS) KAMBAYANALLUR KATHIRAVAN,KRISHNAGIRI,6,IND,M,TAMIL NADU,640,697903,681212,1163690,59.97
48.46,"SAROJA, V. DR.",RASIPURAM (SC),1,ADMK,F,TAMIL NADU,304843,643060,629001,1161452,55.37
42.36,"UTHAYARASU, S.",RASIPURAM (SC),2,PMK,M,TAMIL NADU,266438,643060,629001,1161452,55.37
7.4,"NATESAN, C. DR.",RASIPURAM (SC),3,TMC(M),M,TAMIL NADU,46564,643060,629001,1161452,55.37
1.48,"MADHESHWARAN,A.",RASIPURAM (SC),4,IND,M,TAMIL NADU,9335,643060,629001,1161452,55.37
0.14,"SELVASEERALAN, S.",RASIPURAM (SC),5,IND,M,TAMIL NADU,860,643060,629001,1161452,55.37
0.11,"SENGUTTUVAN, T.M.",RASIPURAM (SC),6,IND,M,TAMIL NADU,675,643060,629001,1161452,55.37
0.05,"RAVEENDRAN,K.",RASIPURAM (SC),7,IND,M,TAMIL NADU,286,643060,629001,1161452,55.37
49.73,"SELVAGANAPATHI, T.M.",SALEM,1,ADMK,M,TAMIL NADU,363689,743934,731277,1257383,59.17
46.26,"RAMAMURTHY, K.",SALEM,2,TRC,M,TAMIL NADU,338278,743934,731277,1257383,59.17
2.68,"DEVADASS, R.",SALEM,3,TMC(M),M,TAMIL NADU,19604,743934,731277,1257383,59.17
0.37,"SELVAKUMARAN, P.M.",SALEM,4,IND,M,TAMIL NADU,2678,743934,731277,1257383,59.17
0.22,"ARJUNAN, M.",SALEM,5,TNPWP,M,TAMIL NADU,1631,743934,731277,1257383,59.17
0.13,"SADHASIVAM, R.",SALEM,6,IND,M,TAMIL NADU,946,743934,731277,1257383,59.17
0.09,"ASHOKAN, A.",SALEM,7,IND,M,TAMIL NADU,672,743934,731277,1257383,59.17
0.09,"CHANDRAMOHAN, A.",SALEM,8,CPI(ML)(L),M,TAMIL NADU,652,743934,731277,1257383,59.17
0.06,"SAMPATH KUMAR, P.",SALEM,9,IND,M,TAMIL NADU,462,743934,731277,1257383,59.17
0.06,"MURUGAN, B.L.",SALEM,10,IND,M,TAMIL NADU,434,743934,731277,1257383,59.17
0.05,"KANNAN, K.",SALEM,11,IND,M,TAMIL NADU,395,743934,731277,1257383,59.17
0.05,"RAMAMOORTHI, C.",SALEM,12,CMK,M,TAMIL NADU,385,743934,731277,1257383,59.17
0.05,"ARIVUMANI, K.",SALEM,13,BMC,M,TAMIL NADU,384,743934,731277,1257383,59.17
0.03,"KESAVARAJAN, S.",SALEM,14,AJBP,M,TAMIL NADU,248,743934,731277,1257383,59.17
0.03,"PERIYASAMY, T.",SALEM,15,IND,M,TAMIL NADU,235,743934,731277,1257383,59.17
0.02,"MOHAMMAD NAZEERUDEEN, D.M.",SALEM,16,IND,M,TAMIL NADU,129,743934,731277,1257383,59.17
0.02,"MANICKAM, R.",SALEM,17,IND,M,TAMIL NADU,123,743934,731277,1257383,59.17
0.01,"CHINATHAMBI, P.",SALEM,18,IND,M,TAMIL NADU,107,743934,731277,1257383,59.17
0.01,"MANIMEGHALAN, M.A.K.",SALEM,19,THMM,M,TAMIL NADU,105,743934,731277,1257383,59.17
0.01,"SRINIVASAN, R.",SALEM,20,IND,M,TAMIL NADU,81,743934,731277,1257383,59.17
0.01,"RAJENDRAN, S.K.",SALEM,21,IND,M,TAMIL NADU,39,743934,731277,1257383,59.17
49.08,"KANNAPPAN, M.",TIRUCHENGODE,1,MDMK,M,TAMIL NADU,409293,846112,834015,1527064,55.41
48.53,"PALANISAMY, K.",TIRUCHENGODE,2,ADMK,M,TAMIL NADU,404737,846112,834015,1527064,55.41
1.38,"KANAGASABAPATHI, T.M.",TIRUCHENGODE,3,PT,M,TAMIL NADU,11535,846112,834015,1527064,55.41
0.4,"GOWRISANKAR, E.P.",TIRUCHENGODE,4,TDK,M,TAMIL NADU,3317,846112,834015,1527064,55.41
0.31,"MATHAIYAN, K.",TIRUCHENGODE,5,THMM,M,TAMIL NADU,2570,846112,834015,1527064,55.41
0.12,"THANDAPANI, M.",TIRUCHENGODE,6,IND,M,TAMIL NADU,989,846112,834015,1527064,55.41
0.11,"KARUPANNAN, C.",TIRUCHENGODE,7,IND,M,TAMIL NADU,918,846112,834015,1527064,55.41
0.05,"SELVAKUMAR, P.",TIRUCHENGODE,8,IND,M,TAMIL NADU,401,846112,834015,1527064,55.41
0.03,"CHOKKALINGAM, A.P.",TIRUCHENGODE,9,IND,M,TAMIL NADU,255,846112,834015,1527064,55.41
50.73,"MATHAN, M. (ALIAS) MASTER MATHAN, M.",NILGIRIS,1,BJP,M,TAMIL NADU,369828,742727,729000,1348475,55.08
47.44,"PRABHU, R.",NILGIRIS,2,INC,M,TAMIL NADU,345869,742727,729000,1348475,55.08
1.04,"CHINNARAJ, C.",NILGIRIS,3,PT,M,TAMIL NADU,7612,742727,729000,1348475,55.08
0.27,"SINNARAMASAMY, A.G.",NILGIRIS,4,TDK,M,TAMIL NADU,1950,742727,729000,1348475,55.08
0.18,"AJMAL, G.",NILGIRIS,5,IND,M,TAMIL NADU,1306,742727,729000,1348475,55.08
0.17,"ANANDHAKUMAR, L.",NILGIRIS,6,IND,M,TAMIL NADU,1258,742727,729000,1348475,55.08
0.12,"RANGASWAMY ADVOCATE, N.",NILGIRIS,7,AJBP,M,TAMIL NADU,875,742727,729000,1348475,55.08
0.04,"SHANMUGAM, R.",NILGIRIS,8,IND,M,TAMIL NADU,302,742727,729000,1348475,55.08
47.78,"KALIAPPAN, K.K.",GOBICHETTIPALAYAM,1,ADMK,M,TAMIL NADU,299184,642800,626188,1066362,60.28
42.99,"ARJUN, K.G.S.",GOBICHETTIPALAYAM,2,DMK,M,TAMIL NADU,269172,642800,626188,1066362,60.28
7.71,"KUPPUSWAMY, C.K.",GOBICHETTIPALAYAM,3,TMC(M),M,TAMIL NADU,48304,642800,626188,1066362,60.28
0.51,"MANIKANDAN, ERA.",GOBICHETTIPALAYAM,4,TDK,M,TAMIL NADU,3224,642800,626188,1066362,60.28
0.4,"RAMAMOORTHY, S.A.",GOBICHETTIPALAYAM,5,IND,M,TAMIL NADU,2506,642800,626188,1066362,60.28
0.17,PALANISAMY,GOBICHETTIPALAYAM,6,IND,M,TAMIL NADU,1069,642800,626188,1066362,60.28
0.13,"CHINNA PONNU VATHIYAR, V.M.",GOBICHETTIPALAYAM,7,IND,M,TAMIL NADU,796,642800,626188,1066362,60.28
0.09,"ELANGO, K.T.",GOBICHETTIPALAYAM,8,IND,M,TAMIL NADU,566,642800,626188,1066362,60.28
0.08,"ARUMUGHAM, K.K.",GOBICHETTIPALAYAM,9,IND,M,TAMIL NADU,472,642800,626188,1066362,60.28
0.07,"MATHAL, (TMT)",GOBICHETTIPALAYAM,10,IND,F,TAMIL NADU,457,642800,626188,1066362,60.28
0.07,"SHEIK DAWOOD, A.M.",GOBICHETTIPALAYAM,11,IND,M,TAMIL NADU,438,642800,626188,1066362,60.28
49.21,"RADHAKRISHNAN, C.P.",COIMBATORE,1,BJP,M,TAMIL NADU,430068,874136,874020,1571475,55.63
43.02,"NALLAKANNU, R.",COIMBATORE,2,CPI,M,TAMIL NADU,375991,874136,874020,1571475,55.63
5.17,"BALASUBRAMONIAN, S.R.",COIMBATORE,3,TMC(M),M,TAMIL NADU,45205,874136,874020,1571475,55.63
1.09,"LAKSHMANA NARAYANAN, R.",COIMBATORE,4,IND,M,TAMIL NADU,9502,874136,874020,1571475,55.63
0.38,"SENGOTTAIAN, M.P.",COIMBATORE,5,IND,M,TAMIL NADU,3300,874136,874020,1571475,55.63
0.35,"THIRUMOORTHY, K.",COIMBATORE,6,FBL,M,TAMIL NADU,3089,874136,874020,1571475,55.63
0.33,ARJUN SAMPATH,COIMBATORE,7,IND,M,TAMIL NADU,2866,874136,874020,1571475,55.63
0.29,"NOORMUHAMAD, A.",COIMBATORE,8,IND,M,TAMIL NADU,2535,874136,874020,1571475,55.63
0.17,"PALANISAMY, R.",COIMBATORE,9,TDK,M,TAMIL NADU,1464,874136,874020,1571475,55.63
48.63,"KRISHNAN, DR.C.",POLLACHI (SC),1,MDMK,M,TAMIL NADU,293038,613288,602641,1074230,57.09
47.05,"THIYAGARAJAN, M.",POLLACHI (SC),2,ADMK,M,TAMIL NADU,283523,613288,602641,1074230,57.09
1.65,"RAJAN, K.N.",POLLACHI (SC),3,JD(S),M,TAMIL NADU,9914,613288,602641,1074230,57.09
1.54,"JOTHIRAJ, M.",POLLACHI (SC),4,PT,M,TAMIL NADU,9280,613288,602641,1074230,57.09
1.14,"GANESAN, P.",POLLACHI (SC),5,IND,M,TAMIL NADU,6886,613288,602641,1074230,57.09
44.78,"KUMARASAMY, P.",PALANI,1,ADMK,M,TAMIL NADU,297850,682853,665079,1159677,58.88
40.47,"GANESHA MURTHI, A.",PALANI,2,MDMK,M,TAMIL NADU,269133,682853,665079,1159677,58.88
12.84,"KAARVENDHAN, S.K.",PALANI,3,TMC(M),M,TAMIL NADU,85407,682853,665079,1159677,58.88
0.76,"DHARAMALINGAM, M.",PALANI,4,IND,M,TAMIL NADU,5046,682853,665079,1159677,58.88
0.53,"NATARAJAN, K.M.",PALANI,5,IND,M,TAMIL NADU,3550,682853,665079,1159677,58.88
0.15,"MURUGESAN, K.L.",PALANI,6,TDK,M,TAMIL NADU,971,682853,665079,1159677,58.88
0.14,"BALASUBRAMANI, M.",PALANI,7,IND,M,TAMIL NADU,934,682853,665079,1159677,58.88
0.1,"RATHINASAMY, C.",PALANI,8,IND,M,TAMIL NADU,676,682853,665079,1159677,58.88
0.09,"KUMARASAMY, S.P.",PALANI,9,INGP,M,TAMIL NADU,594,682853,665079,1159677,58.88
0.07,"ARCHUNAN, K.",PALANI,10,IND,M,TAMIL NADU,468,682853,665079,1159677,58.88
0.07,"PALANISAMY, K.C.",PALANI,11,SHS,M,TAMIL NADU,450,682853,665079,1159677,58.88
43.78,"SREENIVAASAN, C.",DINDIGUL,1,ADMK,M,TAMIL NADU,294794,686477,673398,1194616,57.46
40.76,"CHANDRASEKAR, S.",DINDIGUL,2,DMK,M,TAMIL NADU,274451,686477,673398,1194616,57.46
10.35,"CHITTHAN, N.S.V.",DINDIGUL,3,TMC(M),M,TAMIL NADU,69713,686477,673398,1194616,57.46
4.8,"SURENDRAN, K.",DINDIGUL,4,FBL,M,TAMIL NADU,32342,686477,673398,1194616,57.46
0.15,"SUBRAMANIAN, R.",DINDIGUL,5,IND,M,TAMIL NADU,995,686477,673398,1194616,57.46
0.05,"KEPRAN, S.",DINDIGUL,6,IND,M,TAMIL NADU,361,686477,673398,1194616,57.46
0.05,"PANDIAMMAL, K.",DINDIGUL,7,IND,F,TAMIL NADU,349,686477,673398,1194616,57.46
0.03,"RAVINDRAN, J.",DINDIGUL,8,IND,M,TAMIL NADU,199,686477,673398,1194616,57.46
0.03,"MACHAKKALAI, M.",DINDIGUL,9,IND,M,TAMIL NADU,194,686477,673398,1194616,57.46
43.85,"MOHAN, P.",MADURAI,1,CPM,M,TAMIL NADU,328204,749441,748404,1429975,52.41
38.88,"MUTHURAMALINGAM, PON.",MADURAI,2,DMK,M,TAMIL NADU,290981,749441,748404,1429975,52.41
12.02,"RAMBABU, A.G.S.",MADURAI,3,TMC(M),M,TAMIL NADU,89973,749441,748404,1429975,52.41
2.74,SUBRAMANIAN SWAMY,MADURAI,4,JP,M,TAMIL NADU,20489,749441,748404,1429975,52.41
