%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
0.09,SUKHATANKAR ASHOK YESHVANT,KARAD,10,IND,M,MAHARASHTRA,501,578593,565885,948262,61.02
69.11,PATIL PRAKASHBAPU VASANTRAO,SANGLI,1,INC,M,MAHARASHTRA,361753,536417,523434,892515,60.1
29.32,DANGE ANNA ALAIS RANCHANDRA MAHADEO,SANGLI,2,BJP,M,MAHARASHTRA,153477,536417,523434,892515,60.1
0.96,KUMBHAR RAMCHARAN BIKANU,SANGLI,3,DDP,M,MAHARASHTRA,5047,536417,523434,892515,60.1
0.37,BAGAWAN MOULA KASHIM,SANGLI,4,IND,M,MAHARASHTRA,1912,536417,523434,892515,60.1
0.24,ASHOK RAMCHANDRA CHAUGULE,SANGLI,5,IND,M,MAHARASHTRA,1245,536417,523434,892515,60.1
42.67,MANE BALASAHEB ALAIS RAJARAM SHANKARRAO,ICHALKARANJI,1,INC,M,MAHARASHTRA,275674,657923,646030,938150,70.13
31.36,APPASAHED ALAIS S.R.PATIL,ICHALKARANJI,2,IND,M,MAHARASHTRA,202584,657923,646030,938150,70.13
23.38,PATIL SHANKAR DHONDI,ICHALKARANJI,3,JD,M,MAHARASHTRA,151015,657923,646030,938150,70.13
1.0,SUKUMAR DATTU KAMBALE,ICHALKARANJI,4,IND,M,MAHARASHTRA,6473,657923,646030,938150,70.13
0.76,SWAMI SHIVALING ANAIYA,ICHALKARANJI,5,IND,M,MAHARASHTRA,4911,657923,646030,938150,70.13
0.56,MAHADIK RAJARAM DINKAR,ICHALKARANJI,6,IND,M,MAHARASHTRA,3615,657923,646030,938150,70.13
0.27,MOURYA RAMRAKSHA MUNESHWAR,ICHALKARANJI,7,DDP,M,MAHARASHTRA,1758,657923,646030,938150,70.13
53.0,GAIKWAD UDAYSINGRAO NANASAHEB,KOLHAPUR,1,INC,M,MAHARASHTRA,274676,529153,518260,893490,59.22
45.06,KALIKATE GOVINDRAO TUKARAM,KOLHAPUR,2,PWP,M,MAHARASHTRA,233548,529153,518260,893490,59.22
0.55,PATIL RAGHUNATH SIDAGONDA,KOLHAPUR,3,IND,M,MAHARASHTRA,2844,529153,518260,893490,59.22
0.37,KOULAVA SHANKAR SRUSHNA,KOLHAPUR,4,IND,M,MAHARASHTRA,1925,529153,518260,893490,59.22
0.34,RAVI ALIAS ARVIND KRUSHNAJI DESHAPANDE,KOLHAPUR,5,IND,M,MAHARASHTRA,1760,529153,518260,893490,59.22
0.25,MAHITE AMBAJI TATOBA,KOLHAPUR,6,IND,M,MAHARASHTRA,1303,529153,518260,893490,59.22
0.24,PRAJAPATI JOKHAN SHIVAPUJAN,KOLHAPUR,7,DDP,M,MAHARASHTRA,1222,529153,518260,893490,59.22
0.19,MAHADIK RAJARAM DINKAR,KOLHAPUR,8,IND,M,MAHARASHTRA,982,529153,518260,893490,59.22
39.63,N.TOMBI SINGH,INNER MANIPUR,1,INC,M,MANIPUR,154679,397804,390271,602611,66.01
37.7,HAOBAM BHUBAN,INNER MANIPUR,2,MRP,M,MANIPUR,147128,397804,390271,602611,66.01
12.44,NGANGOM MOHENDRA,INNER MANIPUR,3,CPI,M,MANIPUR,48531,397804,390271,602611,66.01
5.01,SHAMULAILATPAM MODUMANGOL SHARMA,INNER MANIPUR,4,BJP,M,MANIPUR,19559,397804,390271,602611,66.01
2.81,OINAM TOMBA,INNER MANIPUR,5,IND,M,MANIPUR,10981,397804,390271,602611,66.01
1.21,CHINGSUBAM AKAABA,INNER MANIPUR,6,IND,M,MANIPUR,4735,397804,390271,602611,66.01
1.02,W.KULABIDHU SINGH,INNER MANIPUR,7,JD,M,MANIPUR,3981,397804,390271,602611,66.01
0.17,RAJKUMAR RANJIT SINGH,INNER MANIPUR,8,MPC,M,MANIPUR,677,397804,390271,602611,66.01
49.52,MEIJINLUNG KAMSON,OUTER MANIPUR (ST),1,INC,M,MANIPUR,233150,477354,470854,616903,77.38
22.96,P.GANTE,OUTER MANIPUR (ST),2,KNA,M,MANIPUR,108085,477354,470854,616903,77.38
18.96,SHELI,OUTER MANIPUR (ST),3,IND,M,MANIPUR,89266,477354,470854,616903,77.38
6.7,SHIMREINGAM SHAIZA,OUTER MANIPUR (ST),4,ICS(SCS),M,MANIPUR,31530,477354,470854,616903,77.38
1.87,H.VALLEY ROSE,OUTER MANIPUR (ST),5,JD,F,MANIPUR,8823,477354,470854,616903,77.38
50.77,PETER G.MARBANING,SHILLONG,1,INC,M,MEGHALAYA,148657,298613,292818,585754,50.98
46.23,G.G.SWELL,SHILLONG,2,IND,M,MEGHALAYA,135372,298613,292818,585754,50.98
3.0,DALINGTON DYMPEP,SHILLONG,3,CPI,M,MEGHALAYA,8789,298613,292818,585754,50.98
62.7,SANFORD MARAK,TURA,1,INC,M,MEGHALAYA,115553,188354,184306,352106,53.49
29.67,LAMBERTH K. SANGMA,TURA,2,IND,M,MEGHALAYA,54675,188354,184306,352106,53.49
7.64,ROBIN REMA,TURA,3,CPI,M,MEGHALAYA,14078,188354,184306,352106,53.49
48.45,C.SILVERA,MIZORAM (ST),1,INC,M,MIZORAM,109571,228202,226146,391700,58.26
31.28,ZORAMTHANGA,MIZORAM (ST),2,MNF,M,MIZORAM,70749,228202,226146,391700,58.26
19.31,MALSWMA COLNEY,MIZORAM (ST),3,DP,M,MIZORAM,43667,228202,226146,391700,58.26
0.95,BINDE BASU CHAKMA,MIZORAM (ST),4,IND,M,MIZORAM,2159,228202,226146,391700,58.26
60.29,SHIKINO SAM,NAGALAND,1,INC,M,NAGALAND,363071,607429,602195,813011,74.71
39.71,VIZOL,NAGALAND,2,NPC,M,NAGALAND,239124,607429,602195,813011,74.71
46.48,BHAGEY GOBARDHAN,MAYURBHANJ (ST),1,JD,M,ORISSA,145867,323586,313799,815806,39.66
39.29,SARASWATI HEMBRAM,MAYURBHANJ (ST),2,INC,F,ORISSA,123279,323586,313799,815806,39.66
5.15,BRUNDABAN MARANDI,MAYURBHANJ (ST),3,IND,M,ORISSA,16165,323586,313799,815806,39.66
2.46,BRAJA MOHAN HANSDAN,MAYURBHANJ (ST),4,IND,M,ORISSA,7719,323586,313799,815806,39.66
2.4,LEBA CHAND TUDU,MAYURBHANJ (ST),5,IND,M,ORISSA,7527,323586,313799,815806,39.66
1.21,BASANTA KUMAR MAJHI,MAYURBHANJ (ST),6,IND,M,ORISSA,3786,323586,313799,815806,39.66
0.84,NARAYAN MAJHI,MAYURBHANJ (ST),7,IND,M,ORISSA,2643,323586,313799,815806,39.66
0.57,PARAN MAJHI,MAYURBHANJ (ST),8,IND,M,ORISSA,1798,323586,313799,815806,39.66
0.47,SURESH CHANDRA NAYAK,MAYURBHANJ (ST),9,IND,M,ORISSA,1490,323586,313799,815806,39.66
0.43,SUDARSHAN MURMU,MAYURBHANJ (ST),10,IND,M,ORISSA,1342,323586,313799,815806,39.66
0.4,MIRJA MAJHI,MAYURBHANJ (ST),11,IND,M,ORISSA,1251,323586,313799,815806,39.66
0.18,SAMAR SINGH,MAYURBHANJ (ST),12,IND,M,ORISSA,551,323586,313799,815806,39.66
0.12,DOMAN MAJHI,MAYURBHANJ (ST),13,IND,M,ORISSA,381,323586,313799,815806,39.66
56.27,SAMARENDRA KUNDU,BALASORE,1,JD,M,ORISSA,362537,657153,644324,966388,68.0
37.98,CHINTAMANI JENA,BALASORE,2,INC,M,ORISSA,244733,657153,644324,966388,68.0
2.33,YUDHISTHIR MOHANTA,BALASORE,3,JKD,M,ORISSA,15017,657153,644324,966388,68.0
2.29,CHAITANYA PRASAD SAHU M JNP,BALASORE,4,(JP),NA,ORISSA,14754,657153,644324,966388,68.0
0.65,RAGHUNATH MAHALIK,BALASORE,5,BSP,M,ORISSA,4182,657153,644324,966388,68.0
0.3,PRADIP DAS MOHAPATRA,BALASORE,6,IND,M,ORISSA,1927,657153,644324,966388,68.0
0.18,ABHAY KUMAR PATI,BALASORE,7,IND,M,ORISSA,1174,657153,644324,966388,68.0
57.25,MANGARAJ MALIK,BHADRAK (SC),1,JD,M,ORISSA,376546,670289,657676,958640,69.92
41.06,ANANTA PRASAD SETHI,BHADRAK (SC),2,INC,M,ORISSA,270019,670289,657676,958640,69.92
0.79,HARIHAR JENA M JNP,BHADRAK (SC),3,(JP),NA,ORISSA,5177,670289,657676,958640,69.92
0.55,DHARANIDHAR JENA,BHADRAK (SC),4,BSP,M,ORISSA,3588,670289,657676,958640,69.92
0.36,RAMA CHANDRA PATRA,BHADRAK (SC),5,IND,M,ORISSA,2346,670289,657676,958640,69.92
52.74,ANADI CHARAN DAS,JAJPUR (SC),1,JD,M,ORISSA,326710,633774,619428,932961,67.93
39.94,RAMA CHANDRA MALLICK,JAJPUR (SC),2,INC,M,ORISSA,247378,633774,619428,932961,67.93
3.38,RAJKISHORE BEHERA M JNP,JAJPUR (SC),3,(JP),NA,ORISSA,20938,633774,619428,932961,67.93
2.34,BHASKAR JENA,JAJPUR (SC),4,IND,M,ORISSA,14519,633774,619428,932961,67.93
0.59,BENUDHR DAS,JAJPUR (SC),5,IND,M,ORISSA,3685,633774,619428,932961,67.93
0.53,JAGAHANDHU DAS,JAJPUR (SC),6,BSP,M,ORISSA,3252,633774,619428,932961,67.93
0.48,ABHIRAM DAS,JAJPUR (SC),7,DDP,M,ORISSA,2946,633774,619428,932961,67.93
56.44,RABI RAY,KENDRAPARA,1,JD,M,ORISSA,348881,627566,618138,910798,68.9
40.78,BHAGAHAT PRASAD MOHANTI,KENDRAPARA,2,INC,M,ORISSA,252090,627566,618138,910798,68.9
2.03,PRASHANTA KUMAR MISHRA M JNP,KENDRAPARA,3,(JP),NA,ORISSA,12527,627566,618138,910798,68.9
0.19,NRUSINGHA CHAPAN JENA,KENDRAPARA,4,DDP,M,ORISSA,1196,627566,618138,910798,68.9
0.18,PRASANNA KUMAR PARIDA,KENDRAPARA,5,IND,M,ORISSA,1096,627566,618138,910798,68.9
0.16,SIBA PRASAD SAMANTRAY,KENDRAPARA,6,IND,M,ORISSA,992,627566,618138,910798,68.9
0.15,RASANANDA MANTHAN,KENDRAPARA,7,IND,M,ORISSA,913,627566,618138,910798,68.9
0.07,DHRUHA CHARAN SAHU,KENDRAPARA,8,IND,M,ORISSA,443,627566,618138,910798,68.9
64.6,SRIKANTA JENA,CUTTACK,1,JD,M,ORISSA,414828,655187,642154,963296,68.02
32.72,JAYANTI PATNAIK,CUTTACK,2,INC,F,ORISSA,210143,655187,642154,963296,68.02
1.18,SAMANTA NARAYAN SRICHANDAN MAHAPATRA M JNP,CUTTACK,3,(JP),NA,ORISSA,7577,655187,642154,963296,68.02
0.68,BANUDHAR SETHY,CUTTACK,4,BSP,M,ORISSA,4366,655187,642154,963296,68.02
0.41,DHRUBANANDA BEHRA,CUTTACK,5,DLP,M,ORISSA,2646,655187,642154,963296,68.02
0.21,DHRUBA CHARAN SAHU,CUTTACK,6,IND,M,ORISSA,1377,655187,642154,963296,68.02
0.19,SOUBHAGYA DAS,CUTTACK,7,DDP,M,ORISSA,1217,655187,642154,963296,68.02
59.48,LOKANATH CHOUDHARY,JAGATSINGHPUR,1,CPI,M,ORISSA,408057,697992,686028,972534,71.77
37.89,BASUDEV MOHAPATRA,JAGATSINGHPUR,2,INC,M,ORISSA,259921,697992,686028,972534,71.77
0.9,PRADIPTA KUMAR M JNP,JAGATSINGHPUR,3,(JP),NA,ORISSA,6143,697992,686028,972534,71.77
0.78,RAJKISHORE CHHATOI,JAGATSINGHPUR,4,KGP,M,ORISSA,5321,697992,686028,972534,71.77
0.39,SULOCHANA OJHA,JAGATSINGHPUR,5,IND,F,ORISSA,2683,697992,686028,972534,71.77
0.31,DHRUBA CHARAN DAS,JAGATSINGHPUR,6,DDP,M,ORISSA,2116,697992,686028,972534,71.77
0.26,DEBENDRA KUMAR PARIDA,JAGATSINGHPUR,7,IND,M,ORISSA,1787,697992,686028,972534,71.77
59.85,NILAMANI ROUTRAY,PURI,1,JD,M,ORISSA,367618,627370,614250,941735,66.62
37.13,BRAJAMOHAN MOHANTI,PURI,2,INC,M,ORISSA,228046,627370,614250,941735,66.62
1.36,HEMCHAND CHOUDHURY M JNP,PURI,3,(JP),NA,ORISSA,8343,627370,614250,941735,66.62
0.68,MAHESH PRASAD RATH,PURI,4,DDP,M,ORISSA,4171,627370,614250,941735,66.62
0.54,SARAT ROUTRAY,PURI,5,KGP,M,ORISSA,3330,627370,614250,941735,66.62
0.29,RAJKISHORE DASH,PURI,6,IND,M,ORISSA,1798,627370,614250,941735,66.62
0.15,GANGADHAR SAHOO,PURI,7,IND,M,ORISSA,944,627370,614250,941735,66.62
58.51,SIVAJI PATNAIK,BHUBANESWAR,1,CPM,M,ORISSA,332005,578133,567435,985749,58.65
32.9,BIPIN DASH,BHUBANESWAR,2,INC,M,ORISSA,186659,578133,567435,985749,58.65
2.46,SHANTI DASH,BHUBANESWAR,3,BJP,F,ORISSA,13984,578133,567435,985749,58.65
1.65,RAMACHANDRA DEO M JNP,BHUBANESWAR,4,(JP),NA,ORISSA,9335,578133,567435,985749,58.65
1.59,ARAKHIT PRADHAN,BHUBANESWAR,5,KGP,M,ORISSA,9027,578133,567435,985749,58.65
1.37,KULAMANI SAHOO,BHUBANESWAR,6,IND,M,ORISSA,7781,578133,567435,985749,58.65
0.53,BIBEKANANDA PANIGRAHI,BHUBANESWAR,7,IND,M,ORISSA,3004,578133,567435,985749,58.65
0.38,PRABODH KUMAR DAS,BHUBANESWAR,8,DDP,M,ORISSA,2169,578133,567435,985749,58.65
0.34,PADMACHARAN PANDA,BHUBANESWAR,9,IND,M,ORISSA,1951,578133,567435,985749,58.65
0.27,ACHUTANANDA MOHANTI,BHUBANESWAR,10,IND,M,ORISSA,1520,578133,567435,985749,58.65
60.45,ANANTA NARAYAN SINGH DEO,ASKA,1,JD,M,ORISSA,315979,537400,522713,985245,54.54
35.52,SOMNATH RATH,ASKA,2,INC,M,ORISSA,185684,537400,522713,985245,54.54
1.66,KOTAKOTA SHYAM BABU SUBUDHI,ASKA,3,IND,M,ORISSA,8670,537400,522713,985245,54.54
1.66,NARASINGH NAHAK,ASKA,4,IND,M,ORISSA,8664,537400,522713,985245,54.54
0.71,ATUL KRUSHNA MISRA,ASKA,5,IND,M,ORISSA,3716,537400,522713,985245,54.54
49.35,GOPINATH GAJPATHI NARAYAN DEO,BERHAMPUR,1,INC,M,ORISSA,232082,486137,470315,932374,52.14
46.21,SURJYA NARAYAN PATRO,BERHAMPUR,2,JD,M,ORISSA,217336,486137,470315,932374,52.14
2.4,BRUNDABAN KHATAI,BERHAMPUR,3,IND,M,ORISSA,11279,486137,470315,932374,52.14
2.05,RAMA CHANDRA SAHU,BERHAMPUR,4,IND,M,ORISSA,9618,486137,470315,932374,52.14
56.41,GRIDHAR GAMANGO,KORAPUT (ST),1,INC,M,ORISSA,200126,371881,354799,892137,41.68
43.59,JAYARAM PAUGI,KORAPUT (ST),2,JD,M,ORISSA,154673,371881,354799,892137,41.68
50.48,KHAGAPATI PRADHANI,NOWRANGPUR (ST),1,INC,M,ORISSA,181934,380988,360416,875147,43.53
49.52,JADAB MAJHI,NOWRANGPUR (ST),2,JD,M,ORISSA,178482,380988,360416,875147,43.53
46.57,BAHKTA CHARAN DAS,KALAHANDI,1,JD,M,ORISSA,211929,476306,455124,840712,56.66
35.15,JAGANNATH PATTNAIK,KALAHANDI,2,INC,M,ORISSA,159977,476306,455124,840712,56.66
9.79,UDIT PRATAP DEO,KALAHANDI,3,BJP,M,ORISSA,44561,476306,455124,840712,56.66
4.61,GOVIND CHANDRA SAHU M JNP,KALAHANDI,4,(JP),NA,ORISSA,20961,476306,455124,840712,56.66
1.2,DINA BANDHU AGARWAL,KALAHANDI,5,IND,M,ORISSA,5461,476306,455124,840712,56.66
1.15,TRILOCHAN PRADHAN,KALAHANDI,6,IND,M,ORISSA,5228,476306,455124,840712,56.66
1.01,TANKADHAR PRADHAN,KALAHANDI,7,IND,M,ORISSA,4577,476306,455124,840712,56.66
0.53,NRUPARAJ NIAL,KALAHANDI,8,IND,M,ORISSA,2430,476306,455124,840712,56.66
52.23,NAKUL NAYAK,PHULBANI (SC),1,JD,M,ORISSA,279497,557080,535172,944347,58.99
40.17,RADHAKANTA DIGAL,PHULBANI (SC),2,INC,M,ORISSA,214956,557080,535172,944347,58.99
5.85,RAGHUNATH SETHI,PHULBANI (SC),3,BJP,M,ORISSA,31324,557080,535172,944347,58.99
1.42,DASARATH MUKHI M JNP,PHULBANI (SC),4,(JP),NA,ORISSA,7580,557080,535172,944347,58.99
0.18,ANIRUDH DIPA,PHULBANI (SC),5,IND,M,ORISSA,962,557080,535172,944347,58.99
0.16,SRIBACHA DIGAL,PHULBANI (SC),6,IND,M,ORISSA,853,557080,535172,944347,58.99
64.25,BALGOPAL MISHRA,BOLANGIR,1,JD,M,ORISSA,327216,529830,509310,845121,62.69
31.09,NITYANANDA MISRA,BOLANGIR,2,INC,M,ORISSA,158346,529830,509310,845121,62.69
2.83,RAJRAJ SINGHDEO,BOLANGIR,3,BJP,M,ORISSA,14398,529830,509310,845121,62.69
1.1,PRABHAKAR KUMBHAR,BOLANGIR,4,IND,M,ORISSA,5598,529830,509310,845121,62.69
0.74,RAMESH CHANDRA DASH,BOLANGIR,5,IND,M,ORISSA,3752,529830,509310,845121,62.69
54.56,BHABANI SHANKAR HOTA,SAMBALPUR,1,JD,M,ORISSA,322270,613657,590643,991525,61.89
37.36,KRUPASINDHU BHOI,SAMBALPUR,2,INC,M,ORISSA,220687,613657,590643,991525,61.89
3.71,FAKIR CHARAN PANIGRAHI,SAMBALPUR,3,BJP,M,ORISSA,21905,613657,590643,991525,61.89
2.54,KISAN PATTNAIK,SAMBALPUR,4,IND,M,ORISSA,14987,613657,590643,991525,61.89
0.86,PURUSOTTAM BAG,SAMBALPUR,5,IND,M,ORISSA,5099,613657,590643,991525,61.89
0.46,SASIBHUSAN PRADHAN,SAMBALPUR,6,IND,M,ORISSA,2721,613657,590643,991525,61.89
0.33,LOKNATH PRADHAN,SAMBALPUR,7,IND,M,ORISSA,1974,613657,590643,991525,61.89
0.17,SASHIBHUSHAN BHOI,SAMBALPUR,8,OPF,M,ORISSA,1000,613657,590643,991525,61.89
59.13,RAVI NARAYAN PANI,DEOGARH,1,JD,M,ORISSA,324121,568193,548115,949696,59.83
36.98,SRIBALLAV PANIGRAHI,DEOGARH,2,INC,M,ORISSA,202704,568193,548115,949696,59.83
2.07,PURNA CHANDRA PATRA,DEOGARH,3,IND,M,ORISSA,11328,568193,548115,949696,59.83
1.51,NARACHARI PATEL,DEOGARH,4,IND,M,ORISSA,8280,568193,548115,949696,59.83
0.31,AMERENDRA NARAYAN DILESWAR,DEOGARH,5,OPF,M,ORISSA,1682,568193,548115,949696,59.83
58.94,BHAJAMAN BEHRA,DHENKANAL,1,JD,M,ORISSA,336435,587411,570804,890023,66.0
37.39,RAJA RAMAKHYA PRASAD SINGHDEO,DHENKANAL,2,INC,M,ORISSA,213430,587411,570804,890023,66.0
1.4,BIPIN BEHARI MISHRA,DHENKANAL,3,IND,M,ORISSA,7982,587411,570804,890023,66.0
1.26,NITYANAND SAHU,DHENKANAL,4,IND,M,ORISSA,7204,587411,570804,890023,66.0
1.01,MOHAN KUMAR MAHANANDIA M JNP,DHENKANAL,5,(JP),NA,ORISSA,5753,587411,570804,890023,66.0
54.37,DABANANDA AMAT,SUNDARGARH (ST),1,JD,M,ORISSA,245380,468396,451326,940968,49.78
34.04,MAURICE KUJUR,SUNDARGARH (ST),2,INC,M,ORISSA,153628,468396,451326,940968,49.78
5.63,CHRISTO DAS LUGUN,SUNDARGARH (ST),3,JKD,M,ORISSA,25422,468396,451326,940968,49.78
3.85,SANTOSH SA,SUNDARGARH (ST),4,BJP,M,ORISSA,17387,468396,451326,940968,49.78
2.11,JUNAS BILUNG M JNP,SUNDARGARH (ST),5,(JP),NA,ORISSA,9509,468396,451326,940968,49.78
60.86,GOVIND CHANDRA MUNDA,KEONJHAR (ST),1,JD,M,ORISSA,279226,474770,458803,905556,52.43
33.28,KUMAR MAJHI,KEONJHAR (ST),2,INC,M,ORISSA,152694,474770,458803,905556,52.43
2.36,K.K.MURMU,KEONJHAR (ST),3,JKD,M,ORISSA,10817,474770,458803,905556,52.43
1.52,PRAHALAD NAIK,KEONJHAR (ST),4,IND,M,ORISSA,6973,474770,458803,905556,52.43
1.46,LAXMI DHAR DAS M JNP,KEONJHAR (ST),5,(JP),NA,ORISSA,6705,474770,458803,905556,52.43
0.52,SALKHU HEMBRAM,KEONJHAR (ST),6,IND,M,ORISSA,2388,474770,458803,905556,52.43
40.52,SUKHBANS KAUR,GURDASPUR,1,INC,F,PUNJAB,220755,557362,544817,948524,58.76
26.35,CHAUN SINGH SIDHU,GURDASPUR,2,SAD(M),M,PUNJAB,143540,557362,544817,948524,58.76
23.63,JAG DUTT,GURDASPUR,3,BJP,M,PUNJAB,128714,557362,544817,948524,58.76
3.16,DHARAM CHAND,GURDASPUR,4,BSP,M,PUNJAB,17198,557362,544817,948524,58.76
1.79,ISARE B.DAS,GURDASPUR,5,SAD(B),M,PUNJAB,9725,557362,544817,948524,58.76
0.95,DHARAM PAL KAPAI,GURDASPUR,6,IND,M,PUNJAB,5171,557362,544817,948524,58.76
0.81,AVINAS RANI,GURDASPUR,7,IGC,F,PUNJAB,4400,557362,544817,948524,58.76
0.65,LUBHAYA,GURDASPUR,8,IND,M,PUNJAB,3544,557362,544817,948524,58.76
0.54,GANDOTRA S.M.ALIAS S.T.PRAMHANS,GURDASPUR,9,IND,M,PUNJAB,2920,557362,544817,948524,58.76
0.53,YUNUS MASIH,GURDASPUR,10,IND,M,PUNJAB,2896,557362,544817,948524,58.76
0.38,HANS RAJ,GURDASPUR,11,IND,M,PUNJAB,2078,557362,544817,948524,58.76
0.37,MELA RAM,GURDASPUR,12,IND,M,PUNJAB,2015,557362,544817,948524,58.76
0.19,BISHAMBAR DAS,GURDASPUR,13,IND,M,PUNJAB,1022,557362,544817,948524,58.76
0.09,RAGHUNATH,GURDASPUR,14,DDP,M,PUNJAB,509,557362,544817,948524,58.76
0.06,UDHAM SINGH,GURDASPUR,15,BJMD,M,PUNJAB,330,557362,544817,948524,58.76
47.03,KIRPAL SINGH,AMRITSAR,1,IND,M,PUNJAB,272427,588238,579222,994500,59.15
25.76,RAGHUNANDAN LAL BHATIA,AMRITSAR,2,INC,M,PUNJAB,149214,588238,579222,994500,59.15
18.27,BALDEV PARKASH,AMRITSAR,3,BJP,M,PUNJAB,105831,588238,579222,994500,59.15
3.1,MANJI SINGH CALCUTTA,AMRITSAR,4,SAD(B),M,PUNJAB,17958,588238,579222,994500,59.15
2.02,IQBAL SINGH BHAGOWALIA,AMRITSAR,5,BSP,M,PUNJAB,11696,588238,579222,994500,59.15
0.53,KARTAR KAUR,AMRITSAR,6,IND,F,PUNJAB,3048,588238,579222,994500,59.15
0.38,TARA SINGH,AMRITSAR,7,IND,M,PUNJAB,2222,588238,579222,994500,59.15
0.37,KARNAIL SINGH,AMRITSAR,8,IGC,M,PUNJAB,2147,588238,579222,994500,59.15
0.33,MADAN LAL,AMRITSAR,9,IND,M,PUNJAB,1913,588238,579222,994500,59.15
0.24,GURIDAIL SINGH SODHI CALCUTTAWALE,AMRITSAR,10,IND,M,PUNJAB,1376,588238,579222,994500,59.15
0.23,LAKHHMAN SINGH,AMRITSAR,11,IND,M,PUNJAB,1359,588238,579222,994500,59.15
0.17,BHAWANI KUMAR,AMRITSAR,12,IND,M,PUNJAB,962,588238,579222,994500,59.15
0.16,BALWANT RAI,AMRITSAR,13,IND,M,PUNJAB,909,588238,579222,994500,59.15
0.15,SUDHIR KUMAR BHAGAT,AMRITSAR,14,IND,M,PUNJAB,867,588238,579222,994500,59.15
0.13,MOHINDER SINGH,AMRITSAR,15,IND,M,PUNJAB,762,588238,579222,994500,59.15
0.12,MIT SINGH,AMRITSAR,16,IND,M,PUNJAB,721,588238,579222,994500,59.15
0.12,SUCHA SINGH,AMRITSAR,17,IND,M,PUNJAB,702,588238,579222,994500,59.15
0.11,RAKESH,AMRITSAR,18,IND,M,PUNJAB,637,588238,579222,994500,59.15
0.1,KUNDAN SINGH SADHU,AMRITSAR,19,IND,M,PUNJAB,561,588238,579222,994500,59.15
0.09,MADHO SINGH,AMRITSAR,20,IND,M,PUNJAB,514,588238,579222,994500,59.15
0.09,INDERJIT SINGH TRUNG,AMRITSAR,21,IND,M,PUNJAB,506,588238,579222,994500,59.15
0.08,NIRANJAN SINGH,AMRITSAR,22,IND,M,PUNJAB,438,588238,579222,994500,59.15
0.07,HEMANT,AMRITSAR,23,IND,M,PUNJAB,383,588238,579222,994500,59.15
0.06,TARLOCHAN SINGH JUDGE,AMRITSAR,24,IND,M,PUNJAB,339,588238,579222,994500,59.15
0.06,VIDYA SAGAR SINGH,AMRITSAR,25,IND,M,PUNJAB,339,588238,579222,994500,59.15
0.06,SARABJIT SINGH GUMTALA,AMRITSAR,26,IND,M,PUNJAB,337,588238,579222,994500,59.15
0.05,ASHOK KUMAR,AMRITSAR,27,PNF,M,PUNJAB,314,588238,579222,994500,59.15
0.05,DEEPINDER SINGH,AMRITSAR,28,DDP,M,PUNJAB,314,588238,579222,994500,59.15
0.04,RAMRAJINDER SINGH KIRTI,AMRITSAR,29,BJMD,M,PUNJAB,216,588238,579222,994500,59.15
0.04,BITA SINGH,AMRITSAR,30,IND,M,PUNJAB,210,588238,579222,994500,59.15
89.16,SIMARANJIT SINGH MANN,TARN TARAN,1,SAD(M),M,PUNJAB,527707,599322,591883,942162,63.61
7.99,AJIT SINGH MANN,TARN TARAN,2,INC,M,PUNJAB,47290,599322,591883,942162,63.61
0.88,JALTAR SINGH MEHLANWALA,TARN TARAN,3,IND,M,PUNJAB,5234,599322,591883,942162,63.61
0.71,JASWANT SINGH DHOLAN,TARN TARAN,4,IND,M,PUNJAB,4194,599322,591883,942162,63.61
0.62,SARDUL SINGH NONA,TARN TARAN,5,BSP,M,PUNJAB,3682,599322,591883,942162,63.61
0.23,JAGAT RAM,TARN TARAN,6,IND,M,PUNJAB,1369,599322,591883,942162,63.61
0.16,ISHER SINGH,TARN TARAN,7,IND,M,PUNJAB,976,599322,591883,942162,63.61
0.1,CHANAN SINGH MOHAN BHANDARIAN,TARN TARAN,8,BJMD,M,PUNJAB,574,599322,591883,942162,63.61
0.06,TARLOCHAN SINGH TUR,TARN TARAN,9,IND,M,PUNJAB,366,599322,591883,942162,63.61
0.05,BALWINDER SINGH BOMB,TARN TARAN,10,IND,M,PUNJAB,294,599322,591883,942162,63.61
0.03,DAIL SINGH THEKEDAR,TARN TARAN,11,IND,M,PUNJAB,197,599322,591883,942162,63.61
48.1,I.K.GUJRAL,JULLUNDUR,1,JD,M,PUNJAB,262032,554482,544737,937892,59.12
33.35,RAJINDER SINGH,JULLUNDUR,2,INC,M,PUNJAB,181674,554482,544737,937892,59.12
13.17,DEVIDASS NAHAR,JULLUNDUR,3,BSP,M,PUNJAB,71733,554482,544737,937892,59.12
1.04,BABULAL PATANGA,JULLUNDUR,4,IND,M,PUNJAB,5660,554482,544737,937892,59.12
0.63,HAZARA RAM BODHI,JULLUNDUR,5,RPI,M,PUNJAB,3430,554482,544737,937892,59.12
0.6,AJITPAL SINGH M JNP,JULLUNDUR,6,(JP),NA,PUNJAB,3258,554482,544737,937892,59.12
0.45,SUKHBIR SINGH HAZOORIA,JULLUNDUR,7,IND,M,PUNJAB,2464,554482,544737,937892,59.12
0.34,SIGEN DASS,JULLUNDUR,8,DDP,M,PUNJAB,1866,554482,544737,937892,59.12
