%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
0.13,HARBANS SINGH,UDHAMPUR,18,IND,M,JAMMU & KASHMIR,396,319326,312762,809465,39.45
0.12,DEWANCHAND,UDHAMPUR,19,IND,M,JAMMU & KASHMIR,380,319326,312762,809465,39.45
0.12,DESRAJ,UDHAMPUR,20,IND,M,JAMMU & KASHMIR,360,319326,312762,809465,39.45
0.08,JATINDER SINGH ALIAS BABU SINGH,UDHAMPUR,21,IND,M,JAMMU & KASHMIR,259,319326,312762,809465,39.45
0.06,HARNAM DASS,UDHAMPUR,22,IND,M,JAMMU & KASHMIR,200,319326,312762,809465,39.45
0.05,VINOD BALLI,UDHAMPUR,23,IND,M,JAMMU & KASHMIR,166,319326,312762,809465,39.45
0.04,HEMRAJ,UDHAMPUR,24,IND,M,JAMMU & KASHMIR,131,319326,312762,809465,39.45
41.82,JANAK RAI GUPTA,JAMMU,1,INC,M,JAMMU & KASHMIR,239701,584078,573223,1026600,56.89
38.03,RAJINDER SINGH CHIB,JAMMU,2,JD,M,JAMMU & KASHMIR,218006,584078,573223,1026600,56.89
7.41,GIRDHARI LAL,JAMMU,3,BSP,M,JAMMU & KASHMIR,42453,584078,573223,1026600,56.89
6.16,CHAMAN LAL,JAMMU,4,BJP,M,JAMMU & KASHMIR,35323,584078,573223,1026600,56.89
1.93,GHULAM RASOOL ASGHAR M JNP,JAMMU,5,(JP),NA,JAMMU & KASHMIR,11049,584078,573223,1026600,56.89
1.33,BABU RAM SHARMA,JAMMU,6,IND,M,JAMMU & KASHMIR,7608,584078,573223,1026600,56.89
0.63,MOHD. SHAREEF SHAD,JAMMU,7,IND,M,JAMMU & KASHMIR,3620,584078,573223,1026600,56.89
0.45,BANSI LAL,JAMMU,8,IND,M,JAMMU & KASHMIR,2576,584078,573223,1026600,56.89
0.41,MAHMOOD AHMED,JAMMU,9,IND,M,JAMMU & KASHMIR,2374,584078,573223,1026600,56.89
0.37,BACHAN LAL,JAMMU,10,IND,M,JAMMU & KASHMIR,2138,584078,573223,1026600,56.89
0.32,AJIT SINGH,JAMMU,11,IND,M,JAMMU & KASHMIR,1817,584078,573223,1026600,56.89
0.2,KAMAL GOURIA,JAMMU,12,IND,M,JAMMU & KASHMIR,1156,584078,573223,1026600,56.89
0.16,GURDARSHAN SINGH,JAMMU,13,IND,M,JAMMU & KASHMIR,943,584078,573223,1026600,56.89
0.16,DES RAJ,JAMMU,14,IND,M,JAMMU & KASHMIR,912,584078,573223,1026600,56.89
0.14,SUSHIL KUMAR SALANI,JAMMU,15,IND,M,JAMMU & KASHMIR,777,584078,573223,1026600,56.89
0.13,MOHD. ANWAR,JAMMU,16,IND,M,JAMMU & KASHMIR,749,584078,573223,1026600,56.89
0.11,KEWAL MISRA,JAMMU,17,IND,M,JAMMU & KASHMIR,637,584078,573223,1026600,56.89
0.09,ASHOK KUMAR,JAMMU,18,IND,M,JAMMU & KASHMIR,534,584078,573223,1026600,56.89
0.07,AMRIT LAL,JAMMU,19,IND,M,JAMMU & KASHMIR,379,584078,573223,1026600,56.89
0.04,RAM SAROOP,JAMMU,20,IND,M,JAMMU & KASHMIR,255,584078,573223,1026600,56.89
0.04,SURENDER SINGH,JAMMU,21,IND,M,JAMMU & KASHMIR,216,584078,573223,1026600,56.89
32.28,NARSINGRAO SURYA VANSHI,BIDAR (SC),1,INC,M,KARNATAKA,177828,589166,550865,993316,59.31
25.21,PRABHUDEV KALMATH,BIDAR (SC),2,IND,M,KARNATAKA,138881,589166,550865,993316,59.31
24.39,K.PUNDALIKRAO SHETTIBA,BIDAR (SC),3,JD,M,KARNATAKA,134380,589166,550865,993316,59.31
6.9,MADANA PUNDALIKARAO PRABHANNA M JNP,BIDAR (SC),4,(JP),NA,KARNATAKA,37983,589166,550865,993316,59.31
5.11,RAMRAO LOBICHAND RATHOD,BIDAR (SC),5,IND,M,KARNATAKA,28139,589166,550865,993316,59.31
1.96,JAYANANDRAO LALOJI EKAMBEKAR,BIDAR (SC),6,RPK,M,KARNATAKA,10811,589166,550865,993316,59.31
1.39,SHANKER KASHAPPA KODLA,BIDAR (SC),7,RPI,M,KARNATAKA,7637,589166,550865,993316,59.31
0.85,GUNWANTH GUNDAPPA,BIDAR (SC),8,DMM,M,KARNATAKA,4672,589166,550865,993316,59.31
0.55,MOHAN BALIRAM,BIDAR (SC),9,IND,M,KARNATAKA,3053,589166,550865,993316,59.31
0.48,JAYRAJ SHIVLINGAPPA CHATURE,BIDAR (SC),10,IND,M,KARNATAKA,2634,589166,550865,993316,59.31
0.35,SAIDAPPA GHALAPPA,BIDAR (SC),11,IND,M,KARNATAKA,1918,589166,550865,993316,59.31
0.33,ROOPCHAND RATHOD,BIDAR (SC),12,IND,M,KARNATAKA,1793,589166,550865,993316,59.31
0.12,MUKUND PUNDIK KHANAPUKAR,BIDAR (SC),13,IND,M,KARNATAKA,673,589166,550865,993316,59.31
0.08,SHIVAKANTHA JAYRAJ CHATURE,BIDAR (SC),14,IND,F,KARNATAKA,463,589166,550865,993316,59.31
47.39,B.G.JAWALI,GULBARGA,1,INC,M,KARNATAKA,283796,637640,598903,1035569,61.57
29.21,ABDUL HAMEED,GULBARGA,2,JD,M,KARNATAKA,174958,637640,598903,1035569,61.57
15.51,MALLESHAPPA YEWOOR M JNP,GULBARGA,3,(JP),NA,KARNATAKA,92907,637640,598903,1035569,61.57
2.13,KISHAN CHAVAN,GULBARGA,4,IND,M,KARNATAKA,12776,637640,598903,1035569,61.57
1.3,SHIVRAM MOGHA,GULBARGA,5,RPK,M,KARNATAKA,7759,637640,598903,1035569,61.57
1.27,SHAMKAR KODLA,GULBARGA,6,RPI,M,KARNATAKA,7629,637640,598903,1035569,61.57
0.77,AMBIKA PRASAD TIWARI,GULBARGA,7,IND,M,KARNATAKA,4599,637640,598903,1035569,61.57
0.76,GUNDAPPA BADLAD,GULBARGA,8,IND,M,KARNATAKA,4556,637640,598903,1035569,61.57
0.73,ABDUL JALEEL,GULBARGA,9,IND,M,KARNATAKA,4364,637640,598903,1035569,61.57
0.66,VEERANNA TIMMAJI M LKD,GULBARGA,10,(B),NA,KARNATAKA,3962,637640,598903,1035569,61.57
0.27,HAMEED PASHA SARMAST,GULBARGA,11,IND,M,KARNATAKA,1597,637640,598903,1035569,61.57
45.91,R.AMBANNA NAIK DORE,RAICHUR,1,INC,M,KARNATAKA,228065,532963,496725,989671,53.85
28.01,NAZEER AHMED SIDSIDDIQUI,RAICHUR,2,JD,M,KARNATAKA,139143,532963,496725,989671,53.85
13.81,KRISHNAMURTHY M JNP,RAICHUR,3,(JP),NA,KARNATAKA,68574,532963,496725,989671,53.85
9.34,CHANNABASAVAPPA VAKIL BETTADUR,RAICHUR,4,KRS,M,KARNATAKA,46375,532963,496725,989671,53.85
1.46,MUTTHUSAMY SATHU,RAICHUR,5,IND,M,KARNATAKA,7237,532963,496725,989671,53.85
1.03,V.H.MASTER,RAICHUR,6,IND,M,KARNATAKA,5098,532963,496725,989671,53.85
0.45,V.SRIPAD,RAICHUR,7,IND,M,KARNATAKA,2233,532963,496725,989671,53.85
49.31,BASAVARAJ PATIL,KOPPAL,1,JD,M,KARNATAKA,317341,679404,643610,1050963,64.65
45.72,H.G.RAMULU,KOPPAL,2,INC,M,KARNATAKA,294253,679404,643610,1050963,64.65
2.25,V.SHESHAREDDY,KOPPAL,3,KRS,M,KARNATAKA,14480,679404,643610,1050963,64.65
1.87,AMAREGOUDA GADRATAGI M JNP,KOPPAL,4,(JP),NA,KARNATAKA,12052,679404,643610,1050963,64.65
0.85,ELLUR GOPALKRISHNA SHRESTI,KOPPAL,5,IND,M,KARNATAKA,5484,679404,643610,1050963,64.65
51.92,BASAVARAJESWERI,BELLARY,1,INC,F,KARNATAKA,336337,689764,647775,1031006,66.9
40.18,N.THIPPANA,BELLARY,2,JD,M,KARNATAKA,260252,689764,647775,1031006,66.9
6.25,KOTRAIAH GURUVINA M JNP,BELLARY,3,(JP),NA,KARNATAKA,40466,689764,647775,1031006,66.9
1.65,H.SREENIVASA ACHARYA,BELLARY,4,IND,M,KARNATAKA,10720,689764,647775,1031006,66.9
52.31,CHANNAIAH ODEYAR,DAVANGERE,1,INC,M,KARNATAKA,369969,742962,707290,1079519,68.82
41.55,K.G.MAHESWARAPPA,DAVANGERE,2,JD,M,KARNATAKA,293849,742962,707290,1079519,68.82
5.08,M.GANGADHARAIAH M JNP,DAVANGERE,3,(JP),NA,KARNATAKA,35909,742962,707290,1079519,68.82
0.71,N.M.CHANDRASHEKHARA SWAMY,DAVANGERE,4,IND,M,KARNATAKA,5015,742962,707290,1079519,68.82
0.36,T.SHANMUKHAPPA,DAVANGERE,5,IND,M,KARNATAKA,2548,742962,707290,1079519,68.82
51.23,C.P.MUDALAGIRIYAPPA,CHITRADURGA,1,INC,M,KARNATAKA,339303,693903,662309,1026027,67.63
29.76,M.SANNA CHIKKAPPA,CHITRADURGA,2,JD,M,KARNATAKA,197110,693903,662309,1026027,67.63
14.76,V.S.UGRAPPA M JNP,CHITRADURGA,3,(JP),NA,KARNATAKA,97728,693903,662309,1026027,67.63
3.53,B.BASAVARAJA,CHITRADURGA,4,KRS,M,KARNATAKA,23348,693903,662309,1026027,67.63
0.42,SCREENIVASAPPA,CHITRADURGA,5,IND,M,KARNATAKA,2788,693903,662309,1026027,67.63
0.31,N.ANANDA MOHAN,CHITRADURGA,6,IND,M,KARNATAKA,2032,693903,662309,1026027,67.63
55.91,G.S.BASAVARAJ,TUMKUR,1,INC,M,KARNATAKA,376878,705124,674040,963069,73.22
26.37,Y.K.RAMALAH M JNP,TUMKUR,2,(JP),NA,KARNATAKA,177740,705124,674040,963069,73.22
16.27,D.T.MAYANNA,TUMKUR,3,JD,M,KARNATAKA,109673,705124,674040,963069,73.22
0.64,NAGABHUSHANA R.,TUMKUR,4,IND,M,KARNATAKA,4304,705124,674040,963069,73.22
0.45,T.R.RENUKA PRASAD,TUMKUR,5,IND,M,KARNATAKA,3012,705124,674040,963069,73.22
0.36,T.S.VIRUPAKSHA,TUMKUR,6,IND,M,KARNATAKA,2433,705124,674040,963069,73.22
52.74,V.KRISHNA RAO,CHIKBALLAPUR,1,INC,M,KARNATAKA,367638,727444,697076,979204,74.29
33.1,CHANDRASHEKARA,CHIKBALLAPUR,2,JD,M,KARNATAKA,230750,727444,697076,979204,74.29
12.53,S.MUNIYAPPA M JNP,CHIKBALLAPUR,3,(JP),NA,KARNATAKA,87355,727444,697076,979204,74.29
0.71,G.S.THIMMAIAH,CHIKBALLAPUR,4,IND,M,KARNATAKA,4964,727444,697076,979204,74.29
0.35,M.N.RAGHAVENDRA RAO,CHIKBALLAPUR,5,IND,M,KARNATAKA,2465,727444,697076,979204,74.29
0.31,M.VENKATARAYAPPA,CHIKBALLAPUR,6,IND,M,KARNATAKA,2145,727444,697076,979204,74.29
0.25,P.A.LAKSHMI NARAYANASETTY,CHIKBALLAPUR,7,IND,M,KARNATAKA,1759,727444,697076,979204,74.29
51.85,Y.RAMAKRISHNA,KOLAR (SC),1,INC,M,KARNATAKA,350009,702728,675027,948842,74.06
32.21,B.MUNIYAPPA,KOLAR (SC),2,JD,M,KARNATAKA,217407,702728,675027,948842,74.06
11.29,C.D.SHIVANNA M JNP,KOLAR (SC),3,(JP),NA,KARNATAKA,76243,702728,675027,948842,74.06
2.93,N.VENKETESHU,KOLAR (SC),4,IND,M,KARNATAKA,19775,702728,675027,948842,74.06
0.66,B.VENKATASWAMAPPA,KOLAR (SC),5,IND,M,KARNATAKA,4426,702728,675027,948842,74.06
0.5,S.GURULINGAPPA,KOLAR (SC),6,IND,M,KARNATAKA,3378,702728,675027,948842,74.06
0.29,T.KRISHNAN M LKD,KOLAR (SC),7,(B),NA,KARNATAKA,1962,702728,675027,948842,74.06
0.27,YADIGUR GANGADHARAM,KOLAR (SC),8,IND,M,KARNATAKA,1827,702728,675027,948842,74.06
52.99,M.V.CHANDRASHEKHARA MURTHY,KANAKAPURA,1,INC,M,KARNATAKA,472265,923505,891182,1355284,68.14
24.35,C.NARAYANASWAMY,KANAKAPURA,2,JD,M,KARNATAKA,217044,923505,891182,1355284,68.14
20.84,B.L.LAKKE GOWDA M JNP,KANAKAPURA,3,(JP),NA,KARNATAKA,185716,923505,891182,1355284,68.14
1.18,M.BASAPPAJI,KANAKAPURA,4,KRS,M,KARNATAKA,10553,923505,891182,1355284,68.14
0.32,K.G.ASHWATHANARAYANAIAH M LKD,KANAKAPURA,5,(B),NA,KARNATAKA,2832,923505,891182,1355284,68.14
0.31,C.MEHADEVASWAMY,KANAKAPURA,6,IND,M,KARNATAKA,2772,923505,891182,1355284,68.14
51.85,C.K.JAFFER SHARIEFF,BANGALORE NORTH,1,INC,M,KARNATAKA,390460,781199,753034,1328013,58.82
37.63,LAWRENCE V.FERNANDES,BANGALORE NORTH,2,JD,M,KARNATAKA,283336,781199,753034,1328013,58.82
7.31,SYED SHAHABUDDIN,BANGALORE NORTH,3,IND,M,KARNATAKA,55046,781199,753034,1328013,58.82
0.6,B.R.SHANKAR,BANGALORE NORTH,4,IND,M,KARNATAKA,4482,781199,753034,1328013,58.82
0.41,K.N.KEMPAIAH,BANGALORE NORTH,5,IND,M,KARNATAKA,3120,781199,753034,1328013,58.82
0.33,B.VENKATASWAMAPPA,BANGALORE NORTH,6,IND,M,KARNATAKA,2457,781199,753034,1328013,58.82
0.29,K.K.MISHRA,BANGALORE NORTH,7,SVP,M,KARNATAKA,2192,781199,753034,1328013,58.82
0.21,BYATARAJE GOWDA,BANGALORE NORTH,8,IND,M,KARNATAKA,1570,781199,753034,1328013,58.82
0.19,M.A.KHAN,BANGALORE NORTH,9,IND,M,KARNATAKA,1449,781199,753034,1328013,58.82
0.18,NARAYANAPPA,BANGALORE NORTH,10,IND,M,KARNATAKA,1376,781199,753034,1328013,58.82
0.16,V.ASWATHAPPA,BANGALORE NORTH,11,IND,M,KARNATAKA,1221,781199,753034,1328013,58.82
0.16,T.N.RAMA RAO,BANGALORE NORTH,12,IND,M,KARNATAKA,1209,781199,753034,1328013,58.82
0.16,A.NARAYANA SWAMY,BANGALORE NORTH,13,IND,M,KARNATAKA,1178,781199,753034,1328013,58.82
0.13,C.R.LOKESH REDDY,BANGALORE NORTH,14,IND,M,KARNATAKA,957,781199,753034,1328013,58.82
0.12,BALAKRISHNAPPA,BANGALORE NORTH,15,IND,M,KARNATAKA,901,781199,753034,1328013,58.82
0.11,ABDUL AZEEZ MEMOM,BANGALORE NORTH,16,MUL,M,KARNATAKA,843,781199,753034,1328013,58.82
0.08,M.L.SUBBARAJ,BANGALORE NORTH,17,IND,M,KARNATAKA,619,781199,753034,1328013,58.82
0.08,VENKATESWARA,BANGALORE NORTH,18,IND,M,KARNATAKA,618,781199,753034,1328013,58.82
57.34,R.GUNDU RAO,BANGALORE SOUTH,1,INC,M,KARNATAKA,413574,744332,721241,1312751,56.7
24.09,M.RAGHUPATHY,BANGALORE SOUTH,2,JD,M,KARNATAKA,173720,744332,721241,1312751,56.7
8.73,RAMACHANDRA GOWDA,BANGALORE SOUTH,3,BJP,M,KARNATAKA,62936,744332,721241,1312751,56.7
6.27,M.S.NARAYANA RAO M JNP,BANGALORE SOUTH,4,(JP),NA,KARNATAKA,45242,744332,721241,1312751,56.7
1.18,JAYAKUMAR,BANGALORE SOUTH,5,IND,M,KARNATAKA,8488,744332,721241,1312751,56.7
0.26,K.RADHAKRISHAN,BANGALORE SOUTH,6,IND,M,KARNATAKA,1890,744332,721241,1312751,56.7
0.23,K.S.KUMAR,BANGALORE SOUTH,7,IND,M,KARNATAKA,1633,744332,721241,1312751,56.7
0.21,HOTTEPAKSHA RANGASWAMY,BANGALORE SOUTH,8,IND,M,KARNATAKA,1504,744332,721241,1312751,56.7
0.19,AGAVALI SAHEB,BANGALORE SOUTH,9,IND,M,KARNATAKA,1376,744332,721241,1312751,56.7
0.18,JINDE MUNIYAPPA,BANGALORE SOUTH,10,SVP,M,KARNATAKA,1278,744332,721241,1312751,56.7
0.17,B.C.KESHAVA GODWA,BANGALORE SOUTH,11,IND,M,KARNATAKA,1250,744332,721241,1312751,56.7
0.17,L.GANGADHAR,BANGALORE SOUTH,12,IND,M,KARNATAKA,1229,744332,721241,1312751,56.7
0.16,IBRAHIM KHAN,BANGALORE SOUTH,13,MUL,M,KARNATAKA,1182,744332,721241,1312751,56.7
0.13,N.RAVIKUMAR,BANGALORE SOUTH,14,IND,M,KARNATAKA,971,744332,721241,1312751,56.7
0.11,M.L.SUBBARAJ,BANGALORE SOUTH,15,IND,M,KARNATAKA,758,744332,721241,1312751,56.7
0.09,LAKSHMANAMURTHY,BANGALORE SOUTH,16,IND,M,KARNATAKA,615,744332,721241,1312751,56.7
0.08,GOVINDA RAJU,BANGALORE SOUTH,17,IND,M,KARNATAKA,608,744332,721241,1312751,56.7
0.08,B.K.SUNDER RAJ,BANGALORE SOUTH,18,IND,M,KARNATAKA,598,744332,721241,1312751,56.7
0.08,S.F.HUSAIN,BANGALORE SOUTH,19,IND,M,KARNATAKA,582,744332,721241,1312751,56.7
0.07,R.MUNIRATHNAM,BANGALORE SOUTH,20,IND,M,KARNATAKA,495,744332,721241,1312751,56.7
0.06,R.SHANKAR,BANGALORE SOUTH,21,IND,M,KARNATAKA,442,744332,721241,1312751,56.7
0.05,KRISHNOJI RAO,BANGALORE SOUTH,22,IND,M,KARNATAKA,340,744332,721241,1312751,56.7
0.05,B.C.M.LAH,BANGALORE SOUTH,23,IND,M,KARNATAKA,335,744332,721241,1312751,56.7
0.03,N.V.PUTTA,BANGALORE SOUTH,24,IND,M,KARNATAKA,195,744332,721241,1312751,56.7
47.72,G.MADE GOWDA,MANDYA,1,INC,M,KARNATAKA,337024,733580,706188,962396,76.22
37.12,H.L.NAGE GOWDA M JNP,MANDYA,2,(JP),NA,KARNATAKA,262135,733580,706188,962396,76.22
10.56,KOWDLEY CHANNAPPA,MANDYA,3,JD,M,KARNATAKA,74548,733580,706188,962396,76.22
2.1,V.KRISHNA SHETTY,MANDYA,4,IND,M,KARNATAKA,14810,733580,706188,962396,76.22
0.84,DEVEGOWDA,MANDYA,5,IND,M,KARNATAKA,5946,733580,706188,962396,76.22
0.72,V.SUNDRAKRISHNA,MANDYA,6,IND,M,KARNATAKA,5083,733580,706188,962396,76.22
0.51,N.C.PRASANNA KUMAR,MANDYA,7,IND,M,KARNATAKA,3635,733580,706188,962396,76.22
0.43,C.N.MARGIGOWDA,MANDYA,8,IND,M,KARNATAKA,3007,733580,706188,962396,76.22
55.15,V.SRINIVASA PRASAD,CHAMARAJANAGAR (SC),1,INC,M,KARNATAKA,366922,701690,665298,942181,74.48
32.06,DEVANUR SHIVAMALLU,CHAMARAJANAGAR (SC),2,JD,M,KARNATAKA,213277,701690,665298,942181,74.48
6.09,SUBBAIAH H. M JNP,CHAMARAJANAGAR (SC),3,(JP),NA,KARNATAKA,40539,701690,665298,942181,74.48
4.71,B.CHIKKASIDAIAH,CHAMARAJANAGAR (SC),4,IND,M,KARNATAKA,31368,701690,665298,942181,74.48
1.35,C.SANNAIAH,CHAMARAJANAGAR (SC),5,IND,M,KARNATAKA,8995,701690,665298,942181,74.48
0.42,B.PRABBU VENKATESH,CHAMARAJANAGAR (SC),6,IND,M,KARNATAKA,2778,701690,665298,942181,74.48
0.21,D.THIMMAIAH,CHAMARAJANAGAR (SC),7,IND,M,KARNATAKA,1419,701690,665298,942181,74.48
55.65,SRIKANTADATTA NARASIMBHARAJ WADEYAR,MYSORE,1,INC,M,KARNATAKA,384888,733973,691602,1052491,69.74
19.6,D.MANDEGOWDA M JNP,MYSORE,2,(JP),NA,KARNATAKA,135524,733973,691602,1052491,69.74
19.07,P.MALLESH,MYSORE,3,JD,M,KARNATAKA,131905,733973,691602,1052491,69.74
3.67,THONTADARYA,MYSORE,4,BJP,M,KARNATAKA,25398,733973,691602,1052491,69.74
1.01,D.KALASWAMY,MYSORE,5,IND,M,KARNATAKA,7013,733973,691602,1052491,69.74
0.61,SHAFI AHMED SHARIF,MYSORE,6,IND,M,KARNATAKA,4230,733973,691602,1052491,69.74
0.38,BHIM V.SHENOY,MYSORE,7,IND,M,KARNATAKA,2644,733973,691602,1052491,69.74
44.11,JANARDHANA POOJARY,MANGALORE,1,INC,M,KARNATAKA,275672,646156,624966,923749,69.95
29.53,V.DHANAJAYA KUMAR,MANGALORE,2,BJP,M,KARNATAKA,184575,646156,624966,923749,69.95
21.37,M.MOHAMMED HUSSAIN,MANGALORE,3,JD,M,KARNATAKA,133533,646156,624966,923749,69.95
3.23,P.D.SUBBIAH M JNP,MANGALORE,4,(JP),NA,KARNATAKA,20182,646156,624966,923749,69.95
0.66,P.V.MOHAN,MANGALORE,5,IND,M,KARNATAKA,4104,646156,624966,923749,69.95
0.36,GERTY SUVARNA,MANGALORE,6,IND,F,KARNATAKA,2277,646156,624966,923749,69.95
0.25,FLOSSY V.PARIARA,MANGALORE,7,IND,F,KARNATAKA,1592,646156,624966,923749,69.95
0.25,MALVILLE PINTO,MANGALORE,8,IND,M,KARNATAKA,1560,646156,624966,923749,69.95
0.24,P.VASUDEVA,MANGALORE,9,IND,M,KARNATAKA,1471,646156,624966,923749,69.95
53.54,OSCAR PERNANDES,UDUPI,1,INC,M,KARNATAKA,313849,604759,586162,903990,66.9
27.58,M.SANJEEVA,UDUPI,2,JD,M,KARNATAKA,161656,604759,586162,903990,66.9
15.21,KARAMBALLI SANJEVA SHETTY,UDUPI,3,BJP,M,KARNATAKA,89157,604759,586162,903990,66.9
2.46,MADAN MOHAN NAIK M JNP,UDUPI,4,(JP),NA,KARNATAKA,14400,604759,586162,903990,66.9
0.49,M. NAGAPPA SHANUBHAG,UDUPI,5,IND,M,KARNATAKA,2856,604759,586162,903990,66.9
0.47,SUDHEER KANCHAN,UDUPI,6,IND,M,KARNATAKA,2763,604759,586162,903990,66.9
0.25,P.A.SRIDHAR SHENAI,UDUPI,7,IND,M,KARNATAKA,1481,604759,586162,903990,66.9
54.15,H.C.SRIKANTAIAH,HASSAN,1,INC,M,KARNATAKA,403286,773964,744734,1049009,73.78
28.75,H.N.NANJEGOWDA M JNP,HASSAN,2,(JP),NA,KARNATAKA,214131,773964,744734,1049009,73.78
14.79,S.NANJESHAGOWDA,HASSAN,3,JD,M,KARNATAKA,110121,773964,744734,1049009,73.78
1.06,MA. BA. CHANNABASAPPA,HASSAN,4,IND,M,KARNATAKA,7862,773964,744734,1049009,73.78
0.61,H.B.SHIVARAMA SHETTY,HASSAN,5,IND,M,KARNATAKA,4576,773964,744734,1049009,73.78
0.33,M.THIMMEGOWDA,HASSAN,6,IND,M,KARNATAKA,2485,773964,744734,1049009,73.78
0.31,PUTTALINGEGOWDA,HASSAN,7,IND,M,KARNATAKA,2273,773964,744734,1049009,73.78
47.55,D.M.PUTTE GOWDA,CHIKMAGALUR,1,INC,M,KARNATAKA,303195,670328,637630,940328,71.29
22.24,B.K.SUNDARESH,CHIKMAGALUR,2,CPI,M,KARNATAKA,141838,670328,637630,940328,71.29
20.74,E. VA VAZ,CHIKMAGALUR,3,JD,F,KARNATAKA,132267,670328,637630,940328,71.29
8.17,RATHNAMMA MALLE GOWDA C.R. F JNP,CHIKMAGALUR,4,(JP),NA,KARNATAKA,52066,670328,637630,940328,71.29
0.62,P.B.S. MANI,CHIKMAGALUR,5,IND,M,KARNATAKA,3966,670328,637630,940328,71.29
0.5,M.K. DAYANANDA,CHIKMAGALUR,6,IND,M,KARNATAKA,3184,670328,637630,940328,71.29
0.17,JEEVAN PARKASH,CHIKMAGALUR,7,IND,M,KARNATAKA,1114,670328,637630,940328,71.29
38.76,T.V.CHANDRASHEKARAPPA,SHIMOGA,1,INC,M,KARNATAKA,269074,727264,694249,1024762,70.97
18.54,M.KOTOJI RAO,SHIMOGA,2,JD,M,KARNATAKA,128704,727264,694249,1024762,70.97
15.59,M.ANANDA RAO,SHIMOGA,3,BJP,M,KARNATAKA,108241,727264,694249,1024762,70.97
13.64,MAHISHI SAROJINI BINDURAO F JNP,SHIMOGA,4,(JP),NA,KARNATAKA,94715,727264,694249,1024762,70.97
6.6,H.GANAPATHIYAPPA,SHIMOGA,5,KRS,M,KARNATAKA,45845,727264,694249,1024762,70.97
6.38,FAZLUDDIN A.M,SHIMOGA,6,MUL,M,KARNATAKA,44305,727264,694249,1024762,70.97
0.32,CHOODAPA G.,SHIMOGA,7,IND,M,KARNATAKA,2237,727264,694249,1024762,70.97
0.16,NAGARATANA RAMAKRISTNA,SHIMOGA,8,IND,F,KARNATAKA,1128,727264,694249,1024762,70.97
38.02,DEVARAY NAIK G,KANARA,1,INC,M,KARNATAKA,240571,668957,632713,970866,68.9
33.03,ANANT NAG,KANARA,2,JD,M,KARNATAKA,209003,668957,632713,970866,68.9
12.73,PATTEKAR BASANNA NAGESH,KANARA,3,KRS,M,KARNATAKA,80566,668957,632713,970866,68.9
9.31,SHIVRAM KARANTH,KANARA,4,IND,M,KARNATAKA,58902,668957,632713,970866,68.9
3.73,NAIK BHAIRAV DAS M JNP,KANARA,5,(JP),NA,KARNATAKA,23616,668957,632713,970866,68.9
1.48,DHARASHWAR MANJUNATH SHRIDHAR,KANARA,6,IND,M,KARNATAKA,9352,668957,632713,970866,68.9
0.66,NAIK VASU KANNA,KANARA,7,IND,M,KARNATAKA,4155,668957,632713,970866,68.9
0.51,KRISHNA VASU NAIK,KANARA,8,IND,M,KARNATAKA,3217,668957,632713,970866,68.9
0.28,NAIK DAKAPPA NAGAPPA,KANARA,9,IND,M,KARNATAKA,1754,668957,632713,970866,68.9
0.25,KESHAV DURGAPPA NAIK,KANARA,10,IND,M,KARNATAKA,1577,668957,632713,970866,68.9
51.16,MUJAHID B.M.,DHARWAD SOUTH,1,INC,M,KARNATAKA,339235,691607,663129,938007,73.73
46.84,B.G.BANAKAR,DHARWAD SOUTH,2,JD,M,KARNATAKA,310587,691607,663129,938007,73.73
1.33,HUMBARAWADI NAGAPPA SHIVALINGAPPA M JNP,DHARWAD SOUTH,3,(JP),NA,KARNATAKA,8797,691607,663129,938007,73.73
0.44,OLAKAR SHANTAPPA HANUMANTAPPA,DHARWAD SOUTH,4,IND,M,KARNATAKA,2889,691607,663129,938007,73.73
0.24,NISARAHMED S.MOULVI,DHARWAD SOUTH,5,IND,M,KARNATAKA,1621,691607,663129,938007,73.73
45.61,D.K.NAIKAR,DHARWAD NORTH,1,INC,M,KARNATAKA,276545,635790,606378,952624,66.74
36.45,CHANDRAKANT BELLAD,DHARWAD NORTH,2,JD,M,KARNATAKA,220997,635790,606378,952624,66.74
11.49,B.C.PATIL,DHARWAD NORTH,3,KRS,M,KARNATAKA,69645,635790,606378,952624,66.74
2.21,SAYYED NIJAMUDDIN M JNP,DHARWAD NORTH,4,(JP),NA,KARNATAKA,13405,635790,606378,952624,66.74
1.21,S.F.KORLAHALLI,DHARWAD NORTH,5,IND,M,KARNATAKA,7351,635790,606378,952624,66.74
0.95,SAROJINI MAHISHI,DHARWAD NORTH,6,IND,F,KARNATAKA,5787,635790,606378,952624,66.74
0.64,A.G.BETAGERI,DHARWAD NORTH,7,MUL,M,KARNATAKA,3877,635790,606378,952624,66.74
0.35,C.M.DEVENDRA NAYAK,DHARWAD NORTH,8,IND,M,KARNATAKA,2126,635790,606378,952624,66.74
0.32,MAHADEVASWAMY,DHARWAD NORTH,9,KGP,M,KARNATAKA,1915,635790,606378,952624,66.74
0.21,P.H.PATEL,DHARWAD NORTH,10,IND,M,KARNATAKA,1279,635790,606378,952624,66.74
