%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
0.87,RAMDAS G. SATARDEKAR,MORMUGAO,7,BSP,M,GOA,1421,164919,162839,409086,40.31
0.82,SALDANHA MATANHY,MORMUGAO,8,GLP,M,GOA,1340,164919,162839,409086,40.31
0.65,DESAI MADHU VITHOBA,MORMUGAO,9,IND,M,GOA,1066,164919,162839,409086,40.31
0.41,DIAS PASCOAL,MORMUGAO,10,IND,M,GOA,669,164919,162839,409086,40.31
0.25,MANDREKAR D. DATTARAM,MORMUGAO,11,LKD,M,GOA,414,164919,162839,409086,40.31
0.24,KAMAT DHANKAR PANDARINATH JANARDAN,MORMUGAO,12,IND,M,GOA,383,164919,162839,409086,40.31
0.17,GAONKAR KRISHNA MUKUND,MORMUGAO,13,IND,M,GOA,270,164919,162839,409086,40.31
0.15,DIAS THOMAS,MORMUGAO,14,IND,M,GOA,244,164919,162839,409086,40.31
0.11,SHAILESH D. POPAT,MORMUGAO,15,DDP,M,GOA,172,164919,162839,409086,40.31
0.1,RAIKAR CARLOS LOURENCO,MORMUGAO,17,IND,M,GOA,165,164919,162839,409086,40.31
0.1,KOLHAPURE A. NINGARAJ,MORMUGAO,16,IND,M,GOA,165,164919,162839,409086,40.31
0.05,REBELLO O. CUSTODIA,MORMUGAO,18,IND,M,GOA,74,164919,162839,409086,40.31
51.74,PATEL HARILAL NANJI,KUTCH,1,INC,M,GUJARAT,179109,355063,346154,734784,48.32
42.21,BABULAL MEGHJI SHAH,KUTCH,2,BJP,M,GUJARAT,146106,355063,346154,734784,48.32
0.79,VAISHNAV UPENDRA RAMNIKLAL,KUTCH,3,IND,M,GUJARAT,2744,355063,346154,734784,48.32
0.77,RATHOD DHANJI LADHABHAI,KUTCH,4,IND,M,GUJARAT,2670,355063,346154,734784,48.32
0.71,THACKER PUNAMCHAND MANJIMAL,KUTCH,5,IND,M,GUJARAT,2475,355063,346154,734784,48.32
0.6,DANICHA POONAM VELJI,KUTCH,6,IND,M,GUJARAT,2082,355063,346154,734784,48.32
0.58,HARIJAN JERAM MOHAN,KUTCH,7,IND,M,GUJARAT,1991,355063,346154,734784,48.32
0.51,ASHOK DARJI,KUTCH,8,IND,M,GUJARAT,1774,355063,346154,734784,48.32
0.34,HARIJAN NAGSHI ATMARAM,KUTCH,9,IND,M,GUJARAT,1193,355063,346154,734784,48.32
0.28,DESAI JAYANTILAL GAGALDAS,KUTCH,10,IND,M,GUJARAT,967,355063,346154,734784,48.32
0.28,GANGARAM PREM CHAND,KUTCH,11,IND,M,GUJARAT,956,355063,346154,734784,48.32
0.25,THAKER VISHANJI KEVALRAM,KUTCH,12,IND,M,GUJARAT,863,355063,346154,734784,48.32
0.21,NIRMAL SINH MANUBHA JHALA,KUTCH,13,DDP,M,GUJARAT,720,355063,346154,734784,48.32
0.19,THACKER JAYANTILAL GOVIND,KUTCH,14,IND,M,GUJARAT,662,355063,346154,734784,48.32
0.18,SHAH PARESHKUMAR VRUJLAL,KUTCH,15,IND,M,GUJARAT,638,355063,346154,734784,48.32
0.16,RATHOD KALYAN SINGH (KALUBHA) MADARSINGJI,KUTCH,16,PBI,M,GUJARAT,551,355063,346154,734784,48.32
0.1,SERATHIA PREMJI RAMJI,KUTCH,17,IND,M,GUJARAT,360,355063,346154,734784,48.32
0.08,HEMNANI NARANDAS RUPCHAND,KUTCH,18,IND,M,GUJARAT,293,355063,346154,734784,48.32
49.1,KOLIPATEL SOMABHAI GADABHAI,SURENDRANAGAR,1,BJP,M,GUJARAT,189389,392968,385701,838899,46.84
46.28,SANAT MAGNLAL MEHTA,SURENDRANAGAR,2,INC,M,GUJARAT,178503,392968,385701,838899,46.84
0.94,PRAGHUMAN DADHEKA,SURENDRANAGAR,3,JD,M,GUJARAT,3612,392968,385701,838899,46.84
0.66,BHARAT SINHA ZALA,SURENDRANAGAR,4,DDP,M,GUJARAT,2539,392968,385701,838899,46.84
0.48,ZALA JATUBHA JIVUBHA,SURENDRANAGAR,5,JP,M,GUJARAT,1866,392968,385701,838899,46.84
0.4,BABULAL JIVABHAI SARESA,SURENDRANAGAR,6,IND,M,GUJARAT,1549,392968,385701,838899,46.84
0.3,UPADHYAY BHAVANI SHANKER AMRUTLAL,SURENDRANAGAR,7,IND,M,GUJARAT,1163,392968,385701,838899,46.84
0.27,GARASIA VAGHELA SATUBHA KANUBHA,SURENDRANAGAR,8,IND,M,GUJARAT,1042,392968,385701,838899,46.84
0.27,HARSHAD RAMESHWARBHAI VYAS,SURENDRANAGAR,9,YVP,M,GUJARAT,1024,392968,385701,838899,46.84
0.19,MAJID IBRAHIM SHAIKH,SURENDRANAGAR,10,IND,M,GUJARAT,724,392968,385701,838899,46.84
0.16,PATEL KANTILAL BHIKHALAL,SURENDRANAGAR,11,IND,M,GUJARAT,626,392968,385701,838899,46.84
0.15,DHARMENDRASINH PRAVISINH RANA,SURENDRANAGAR,12,IND,M,GUJARAT,579,392968,385701,838899,46.84
0.14,BECHARBHAI KUBERBHAI LAKUM,SURENDRANAGAR,13,IND,M,GUJARAT,555,392968,385701,838899,46.84
0.14,SHAH HIMATLAL MOHANDAS,SURENDRANAGAR,14,IND,M,GUJARAT,555,392968,385701,838899,46.84
0.11,AJITSINH RANA,SURENDRANAGAR,15,PBI,M,GUJARAT,437,392968,385701,838899,46.84
0.1,MAKWANA UKABHAI AMARBHAI,SURENDRANAGAR,16,IND,M,GUJARAT,376,392968,385701,838899,46.84
0.09,PATRAKAR BHATI N.S.,SURENDRANAGAR,17,IND,M,GUJARAT,355,392968,385701,838899,46.84
0.08,MER KARSHAN VASHRAM,SURENDRANAGAR,18,IND,M,GUJARAT,295,392968,385701,838899,46.84
0.07,ZALA NIRUBHA LADHUBHA,SURENDRANAGAR,19,IND,M,GUJARAT,271,392968,385701,838899,46.84
0.06,PARMAR GOVABHAI BECHARBHAI,SURENDRANAGAR,20,IND,M,GUJARAT,241,392968,385701,838899,46.84
46.72,KORDIYA CHANDRESH KUMAR VALJIBHAI,JAMNAGAR,1,BJP,M,GUJARAT,178027,395309,381042,825986,47.86
34.46,URMILABEN CHIMANBHAI PATEL (DR. URIMILA BEN PATEL),JAMNAGAR,2,JD(G),F,GUJARAT,131307,395309,381042,825986,47.86
14.04,MADAM GHELUBHAI RAMBHAI,JAMNAGAR,3,JD,M,GUJARAT,53483,395309,381042,825986,47.86
2.17,JADEJA DOLLATSINH PRATAPSINH,JAMNAGAR,4,IND,M,GUJARAT,8254,395309,381042,825986,47.86
0.7,KANKHARA RAMESHCHANDRA NAROTAMDAS,JAMNAGAR,5,IND,M,GUJARAT,2679,395309,381042,825986,47.86
0.33,PARMAR GOVINDBHAI MULJIBHAI,JAMNAGAR,6,IND,M,GUJARAT,1260,395309,381042,825986,47.86
0.23,PANKHANIYA DAYALALDEVAJI,JAMNAGAR,7,IND,M,GUJARAT,872,395309,381042,825986,47.86
0.21,DESAI BABULAL MOHANLAL,JAMNAGAR,8,IND,M,GUJARAT,808,395309,381042,825986,47.86
0.18,RAJYAGURU RAJESH NARBHESHANKAR (R.N. RAJYAGURU),JAMNAGAR,9,SMP,M,GUJARAT,694,395309,381042,825986,47.86
0.13,VACHHANI HEMATKUMAR DAYALAL,JAMNAGAR,10,JP,M,GUJARAT,514,395309,381042,825986,47.86
0.13,SUMANIYA KALABHA RAVABHA,JAMNAGAR,11,IND,M,GUJARAT,499,395309,381042,825986,47.86
0.12,PATEL JAMANLAL PREMJIBHAI,JAMNAGAR,12,IND,M,GUJARAT,471,395309,381042,825986,47.86
0.12,MADAM RANAMAL LAKHI,JAMNAGAR,13,IND,M,GUJARAT,455,395309,381042,825986,47.86
0.11,JADEJA GHANSHYAMSINH BHURUBHA,JAMNAGAR,14,IND,M,GUJARAT,438,395309,381042,825986,47.86
0.1,JESANI PARSOTAM LADHARAM,JAMNAGAR,15,IND,M,GUJARAT,377,395309,381042,825986,47.86
0.08,GORIYA MASARI NARAN,JAMNAGAR,16,IND,M,GUJARAT,307,395309,381042,825986,47.86
0.07,KATRIYA NARANBHAI SIDIBHAI,JAMNAGAR,17,DDP,M,GUJARAT,263,395309,381042,825986,47.86
0.05,RAJENDRAPRASAD RATILAL PANDYA,JAMNAGAR,18,IND,M,GUJARAT,179,395309,381042,825986,47.86
0.04,BHAGAD JAFAR MAMAD,JAMNAGAR,19,IND,M,GUJARAT,155,395309,381042,825986,47.86
53.44,SHIVLALBHAI VERARIA,RAJKOT,1,BJP,M,GUJARAT,277289,530530,518837,1122841,47.25
42.87,MANOHARSINHJI PRADUMNASINHJI JADEJA,RAJKOT,2,INC,M,GUJARAT,222429,530530,518837,1122841,47.25
0.6,ATULKUMAR RAVISHANKAR SHUKLA,RAJKOT,3,IND,M,GUJARAT,3090,530530,518837,1122841,47.25
0.59,RAJIBHAI K. SATODIA,RAJKOT,4,JD,M,GUJARAT,3062,530530,518837,1122841,47.25
0.4,J.V. THAKKAR,RAJKOT,5,IND,M,GUJARAT,2082,530530,518837,1122841,47.25
0.4,POPAT PRABHUDAS VALLABHADAS,RAJKOT,6,YVP,M,GUJARAT,2057,530530,518837,1122841,47.25
0.27,AHIR KANABHAI LAKSHMANBHAI,RAJKOT,7,IND,M,GUJARAT,1399,530530,518837,1122841,47.25
0.26,BHALODIA KISHORBHAI DAYABHAI,RAJKOT,8,JP,M,GUJARAT,1335,530530,518837,1122841,47.25
0.22,RAJENDRASINH FATE SINGH PARMAR,RAJKOT,9,IND,M,GUJARAT,1136,530530,518837,1122841,47.25
0.16,KATARIA EBHABAI SIDIBHAI,RAJKOT,10,DDP,M,GUJARAT,853,530530,518837,1122841,47.25
0.16,FARIDABEN KASHAMBHAI JUNEJA (W),RAJKOT,11,IND,F,GUJARAT,840,530530,518837,1122841,47.25
0.16,NARENDER KUMARAMRUTLAL LUHAR,RAJKOT,12,IND,M,GUJARAT,840,530530,518837,1122841,47.25
0.12,VIRADIA RASIKLAL GANDUBHA,RAJKOT,13,IND,M,GUJARAT,599,530530,518837,1122841,47.25
0.11,ASHVIN NARANBHAI LANGA (GADHAVI),RAJKOT,14,IND,M,GUJARAT,567,530530,518837,1122841,47.25
0.07,BHENSANIA ARVIND PUNABHAI,RAJKOT,15,IND,M,GUJARAT,344,530530,518837,1122841,47.25
0.06,BAKALI HANIFBHAI VALIMAMAND (MAMEN),RAJKOT,16,IND,M,GUJARAT,322,530530,518837,1122841,47.25
0.06,DAVE JASVANTRAI MOTILAL,RAJKOT,17,IND,M,GUJARAT,299,530530,518837,1122841,47.25
0.06,VADODOROA RAMESHCHANDRA MOHANBHAI,RAJKOT,18,IND,M,GUJARAT,294,530530,518837,1122841,47.25
53.64,PATEL HIRALAL MADHAVJIBHAI,PORBANDAR,1,BJP,M,GUJARAT,192869,367430,359564,853096,43.07
31.66,MANVAR BALWANTBHAI BACHUBHAI,PORBANDAR,2,JD(G),M,GUJARAT,113820,367430,359564,853096,43.07
11.89,DER JETHABHAI FOGALBHAI,PORBANDAR,3,JD,M,GUJARAT,42748,367430,359564,853096,43.07
0.49,HATHI HEMENDRA BHAGWANDAS,PORBANDAR,4,JP,M,GUJARAT,1757,367430,359564,853096,43.07
0.48,MARU RAJA LILA,PORBANDAR,5,IND,M,GUJARAT,1725,367430,359564,853096,43.07
0.38,MAKWANA KANABHAI HAMIRBHAI,PORBANDAR,6,IND,M,GUJARAT,1374,367430,359564,853096,43.07
0.31,NAVIVALA AMIN ISMAIL,PORBANDAR,7,IND,M,GUJARAT,1106,367430,359564,853096,43.07
0.2,SHINGRAKHIYA RAMA NATHU,PORBANDAR,8,IND,M,GUJARAT,711,367430,359564,853096,43.07
0.18,JAVIYA JAYASUKHLAL LAXMIDAS,PORBANDAR,9,IND,M,GUJARAT,645,367430,359564,853096,43.07
0.13,PADALIYA MANSUKHLAL GANGADAS,PORBANDAR,10,IND,M,GUJARAT,462,367430,359564,853096,43.07
0.12,SHINGRAKHIYA MOHAN HARDAS,PORBANDAR,11,RPI,M,GUJARAT,422,367430,359564,853096,43.07
0.1,THANKI MOHANLAL VASHRAM,PORBANDAR,12,IND,M,GUJARAT,348,367430,359564,853096,43.07
0.1,PRABHAVATI PREMJI RAIMAGIYA (W),PORBANDAR,13,IND,F,GUJARAT,342,367430,359564,853096,43.07
0.08,PANCHAN LAKHA VIRA,PORBANDAR,14,IND,M,GUJARAT,301,367430,359564,853096,43.07
0.08,ODERA KESHAV VEJA,PORBANDAR,15,YVP,M,GUJARAT,299,367430,359564,853096,43.07
0.06,NAKUM PANCHA JINA,PORBANDAR,16,DDP,M,GUJARAT,230,367430,359564,853096,43.07
0.06,CHAUDHARI KISHAN MEGHJI,PORBANDAR,17,IND,M,GUJARAT,226,367430,359564,853096,43.07
0.05,PANDYA BHAGIRATHBHAI RAVISHANKER,PORBANDAR,18,IND,M,GUJARAT,179,367430,359564,853096,43.07
44.87,CHIKHALIYA BHAVENABEN DEVRAJBHAI (W),JUNAGADH,1,BJP,F,GUJARAT,195821,444865,436412,924905,48.1
26.9,GOVINDBHAI KANJIBHAI (SHEKHADA),JUNAGADH,2,JD(G),M,GUJARAT,117381,444865,436412,924905,48.1
24.57,PETHALJI NATHABHAI CHAVADA,JUNAGADH,3,IND,M,GUJARAT,107230,444865,436412,924905,48.1
0.84,KARAMSHIBHAI NARSI BHAI VADALIYA,JUNAGADH,4,JD,M,GUJARAT,3657,444865,436412,924905,48.1
0.59,SOLANKI MULJIBHAI DAYABHAI,JUNAGADH,5,RPK,M,GUJARAT,2576,444865,436412,924905,48.1
0.42,CHAVADA GORABHAI VIKRAMHAI,JUNAGADH,6,IND,M,GUJARAT,1829,444865,436412,924905,48.1
0.3,SONDARVA MEGHAJI BADHA,JUNAGADH,7,RPI,M,GUJARAT,1299,444865,436412,924905,48.1
0.27,DABIBHAI MOHANBHAI TULSIBHAI,JUNAGADH,8,JNP,M,GUJARAT,1167,444865,436412,924905,48.1
0.24,AKHED MERAMAN JIVABHAI ALIAS MAHESH,JUNAGADH,9,YVP,M,GUJARAT,1039,444865,436412,924905,48.1
0.22,BHALODIYA LAXMIDAS NARAN,JUNAGADH,10,IND,M,GUJARAT,958,444865,436412,924905,48.1
0.22,VYAS PRAKASHKUMAR HIMTALAL,JUNAGADH,11,IND,M,GUJARAT,944,444865,436412,924905,48.1
0.14,KHIRAIYA JAMNADAS MANGALJI (TH. BABUBHAI,JUNAGADH,12,IND,M,GUJARAT,620,444865,436412,924905,48.1
0.1,MAKWANA MANSUKH SAVAJI (ALIAS) MANDEEP,JUNAGADH,13,IND,M,GUJARAT,449,444865,436412,924905,48.1
0.09,PIPALIYA MOHANLAL KARSHANBHAI,JUNAGADH,14,IND,M,GUJARAT,374,444865,436412,924905,48.1
0.07,KISHANBHAI BAIJURAM DHAMEL,JUNAGADH,15,IND,M,GUJARAT,323,444865,436412,924905,48.1
0.06,DHANDHAL NANKUBHAI ABHELBHAI,JUNAGADH,16,IND,M,GUJARAT,251,444865,436412,924905,48.1
0.06,CHHAGANBHAI BHAGAVANBHAI BAMBHANIYA,JUNAGADH,17,IND,M,GUJARAT,250,444865,436412,924905,48.1
0.06,PANCHABHAI MASARIBHAI KALASARIYA,JUNAGADH,18,DDP,M,GUJARAT,244,444865,436412,924905,48.1
60.01,DILIPBHAI SANGHANI,AMRELI,1,BJP,M,GUJARAT,235950,402769,393163,823941,48.88
35.44,KOTADIYA MANUBHAI NARANBHAI,AMRELI,2,JD(G),M,GUJARAT,139349,402769,393163,823941,48.88
0.8,DHANANI DEEPAKBHAI BABULAL,AMRELI,3,IND,M,GUJARAT,3163,402769,393163,823941,48.88
0.67,RAFUSA SAVJIBHAI RAMJIBHAI,AMRELI,4,IND,M,GUJARAT,2637,402769,393163,823941,48.88
0.56,BAVANJIBHAI MADHABHAI,AMRELI,5,JP,M,GUJARAT,2191,402769,393163,823941,48.88
0.33,MANIYAR BHARTIBEN HASMUKH (W),AMRELI,6,IND,F,GUJARAT,1311,402769,393163,823941,48.88
0.25,VASOYA BHIKHALAL VALLABHAI,AMRELI,7,IND,M,GUJARAT,972,402769,393163,823941,48.88
0.22,KANKRECHA NANJIBHAI BHIMJIBHAI,AMRELI,8,IND,M,GUJARAT,883,402769,393163,823941,48.88
0.21,RAVAL BHARTIBEN BHAGVATIPRASAD (W),AMRELI,9,IND,F,GUJARAT,838,402769,393163,823941,48.88
0.2,DABASARA VINUBHAI VALJIBHAI,AMRELI,10,IND,M,GUJARAT,795,402769,393163,823941,48.88
0.12,BAGDA BHANJIBHAI PUNABHAI,AMRELI,11,IND,M,GUJARAT,486,402769,393163,823941,48.88
0.12,TANK KALLUBHAI VIRJIBHAI,AMRELI,12,IND,M,GUJARAT,474,402769,393163,823941,48.88
0.11,KANUBHAI KESHAVBHAI CHAUHAN,AMRELI,13,IND,M,GUJARAT,423,402769,393163,823941,48.88
0.1,DHADHAL NANKUBHAI ABHALBHAI,AMRELI,14,IND,M,GUJARAT,397,402769,393163,823941,48.88
0.09,BHATT VINODRAI VRUJILAL,AMRELI,15,DDP,M,GUJARAT,354,402769,393163,823941,48.88
0.09,VAGHELA STARBHAI TARMAHAMD,AMRELI,16,IND,M,GUJARAT,336,402769,393163,823941,48.88
0.08,SABALPARA KALUBHAI MANJIBHAI,AMRELI,17,IND,M,GUJARAT,301,402769,393163,823941,48.88
0.07,RAVALL LAXMIKANT VIJAY SHANKAR,AMRELI,18,FBL,M,GUJARAT,289,402769,393163,823941,48.88
0.07,MAKWANA RAMJIBHAI NATHABHAI,AMRELI,19,IND,M,GUJARAT,274,402769,393163,823941,48.88
0.07,PARMAR HARIBHAI GOVINDBHAI,AMRELI,20,IND,M,GUJARAT,273,402769,393163,823941,48.88
0.06,VALODARA VAJUBHAI JIVABHAI,AMRELI,21,IND,M,GUJARAT,232,402769,393163,823941,48.88
0.06,SHEKHVA JIVABHAI ABHALBHAI,AMRELI,22,IND,M,GUJARAT,231,402769,393163,823941,48.88
0.06,VEGDA BAVJIBHAI BHIKHABHAI,AMRELI,23,RPI,M,GUJARAT,231,402769,393163,823941,48.88
0.06,RAJYAGURU LALITKUMAR TULSIDAS,AMRELI,24,IND,M,GUJARAT,217,402769,393163,823941,48.88
0.05,ZAVERI HARIBHAI LALJIBHAI,AMRELI,25,IND,M,GUJARAT,204,402769,393163,823941,48.88
0.05,JADAV NARSHIBHAI NATHUBHAI,AMRELI,26,IND,M,GUJARAT,188,402769,393163,823941,48.88
0.04,LIMBASIYA BHARATBHAI BABUBHAI,AMRELI,27,IND,M,GUJARAT,164,402769,393163,823941,48.88
56.64,MAHAVIRSINH HARISINHJI GOHIL,BHAVNAGAR,1,BJP,M,GUJARAT,215604,390439,380650,909791,42.92
32.94,DHANAJIBHAI BALADHIYA,BHAVNAGAR,2,INC,M,GUJARAT,125401,390439,380650,909791,42.92
5.35,PRAVINSINHJI JADEJA,BHAVNAGAR,3,JD,M,GUJARAT,20358,390439,380650,909791,42.92
0.94,CHAUHAN BALDIPBHAI TISHABHAI,BHAVNAGAR,4,JP,M,GUJARAT,3582,390439,380650,909791,42.92
0.82,DOKADIYA TARMAHMAD HASAMBHAI,BHAVNAGAR,5,IND,M,GUJARAT,3107,390439,380650,909791,42.92
0.55,SARVIYA BHOOPATSINGH LADHUBHA,BHAVNAGAR,6,YVP,M,GUJARAT,2089,390439,380650,909791,42.92
0.47,KASAMBHAI SAIYAD,BHAVNAGAR,7,IND,M,GUJARAT,1797,390439,380650,909791,42.92
0.44,SUTRIYA TRIKAMBHAI PATEL,BHAVNAGAR,8,ICS(SCS),M,GUJARAT,1667,390439,380650,909791,42.92
0.27,KUKREJA LEKHRAJMAL GOKALDAS,BHAVNAGAR,9,MSD,M,GUJARAT,1044,390439,380650,909791,42.92
0.27,GAUSWAMI SHANTIGIRI M.,BHAVNAGAR,10,IND,M,GUJARAT,1017,390439,380650,909791,42.92
0.24,BALDANIYA CHHAGANBHAI JERAMBHAI,BHAVNAGAR,11,DDP,M,GUJARAT,923,390439,380650,909791,42.92
0.15,MALI LABHUBHAI (PENDAWALA),BHAVNAGAR,12,IND,M,GUJARAT,564,390439,380650,909791,42.92
0.14,BAMBHANIYA OGHADBHAI MOTIBHAI,BHAVNAGAR,13,IND,M,GUJARAT,544,390439,380650,909791,42.92
0.14,KALUBHAI PATEL,BHAVNAGAR,14,IND,M,GUJARAT,519,390439,380650,909791,42.92
0.13,DHIRUBHAI CHITHARBHAI BAMBHANIYA,BHAVNAGAR,15,IND,M,GUJARAT,512,390439,380650,909791,42.92
0.09,HASUBHAI TRIVEDI,BHAVNAGAR,16,BJS,M,GUJARAT,348,390439,380650,909791,42.92
0.09,NETARVALA ARJUNBHAI BOGHABHAI,BHAVNAGAR,17,RPI,M,GUJARAT,325,390439,380650,909791,42.92
0.08,MORADIYA TULSIBHAI K. PATEL,BHAVNAGAR,18,IND,M,GUJARAT,303,390439,380650,909791,42.92
0.07,ROSHANBEN BHIKHUBHAI BELIM (W),BHAVNAGAR,19,IND,F,GUJARAT,261,390439,380650,909791,42.92
0.07,NANAJIBHAI VASHRAMBHAI PATEL,BHAVNAGAR,20,IND,M,GUJARAT,251,390439,380650,909791,42.92
0.06,HUSEN HAMDARD,BHAVNAGAR,21,IND,M,GUJARAT,244,390439,380650,909791,42.92
0.05,KACHARA HARJIBHAI ISHABHAI,BHAVNAGAR,22,IND,M,GUJARAT,190,390439,380650,909791,42.92
52.24,RATILAL VERMA,DHANDHUKA (SC),1,BJP,M,GUJARAT,202061,393725,386814,898306,43.83
44.35,NARSINH MAKWANA,DHANDHUKA (SC),2,INC,M,GUJARAT,171545,393725,386814,898306,43.83
0.88,SOLANKI DINESH SOMCHAND,DHANDHUKA (SC),3,JD,M,GUJARAT,3414,393725,386814,898306,43.83
0.43,RATHOD HARIBHAI KESHAVBHAI (MODASARWALA),DHANDHUKA (SC),4,JP,M,GUJARAT,1670,393725,386814,898306,43.83
0.38,HARIJAN MANGABHAI GIGABHAI,DHANDHUKA (SC),5,IND,M,GUJARAT,1481,393725,386814,898306,43.83
0.34,CHAVDA MAGANBHAI PUNABHAI,DHANDHUKA (SC),6,IND,M,GUJARAT,1320,393725,386814,898306,43.83
0.29,JADAV GOVINDBHAI RAMIJHBAI,DHANDHUKA (SC),7,IND,M,GUJARAT,1119,393725,386814,898306,43.83
0.25,CHAVDA HIRABHAI RAMJIBHAI,DHANDHUKA (SC),8,IND,M,GUJARAT,971,393725,386814,898306,43.83
0.2,JETHABHAI SAMABHAI JHALA,DHANDHUKA (SC),9,IND,M,GUJARAT,770,393725,386814,898306,43.83
0.16,MAKWANA ARJANBHAI KESARBHAI,DHANDHUKA (SC),10,IND,M,GUJARAT,631,393725,386814,898306,43.83
0.16,MANHAR CHAVDA,DHANDHUKA (SC),11,DDP,M,GUJARAT,627,393725,386814,898306,43.83
0.1,MAKWANA BHANJIBHAI UKABHAI,DHANDHUKA (SC),12,IND,M,GUJARAT,384,393725,386814,898306,43.83
0.09,CHAUHAN DHANJIBHAI JIVABHAI,DHANDHUKA (SC),13,IND,M,GUJARAT,336,393725,386814,898306,43.83
0.07,PARMAR TANNBEN BALJIBHAI (W),DHANDHUKA (SC),14,IND,F,GUJARAT,283,393725,386814,898306,43.83
0.05,MAKWANA KESHAVLAL KUBERBHAI (K.K. MAKWANA),DHANDHUKA (SC),15,IND,M,GUJARAT,202,393725,386814,898306,43.83
59.26,HARIN PATHAK,AHMEDABAD,1,BJP,M,GUJARAT,233568,400753,394169,1051781,38.1
35.94,MAGANBHAI BAROT,AHMEDABAD,2,INC,M,GUJARAT,141683,400753,394169,1051781,38.1
2.62,SHEIKH AYESHA BEGUM MOHMADALI (W),AHMEDABAD,3,JD,F,GUJARAT,10331,400753,394169,1051781,38.1
0.49,MRUGESH VAISHNAV,AHMEDABAD,4,JP,M,GUJARAT,1949,400753,394169,1051781,38.1
0.26,DAVE MANOJKUMAR NAVINCHANDRA,AHMEDABAD,5,YVP,M,GUJARAT,1023,400753,394169,1051781,38.1
0.24,TANK MOHMED YUNUS ALLARAKHABHAI,AHMEDABAD,6,SLI,M,GUJARAT,932,400753,394169,1051781,38.1
0.15,VAGHELA CHANDANSINGH RATANSINGH,AHMEDABAD,7,IND,M,GUJARAT,607,400753,394169,1051781,38.1
0.14,A.K. SHAH,AHMEDABAD,8,PBI,M,GUJARAT,542,400753,394169,1051781,38.1
0.09,BAROT NANDUBHAI BAKORBHAI,AHMEDABAD,9,IND,M,GUJARAT,347,400753,394169,1051781,38.1
0.08,PANDIT TRILOKNATH LALTAPRASAD MISHRA,AHMEDABAD,10,HSH,M,GUJARAT,325,400753,394169,1051781,38.1
0.08,DHIRUBHAI JAY GURUDEVWALA,AHMEDABAD,11,DDP,M,GUJARAT,322,400753,394169,1051781,38.1
0.07,HARIDAS AMBABHAI PATEL,AHMEDABAD,12,IND,M,GUJARAT,266,400753,394169,1051781,38.1
0.07,CHRISTIAN B.N.,AHMEDABAD,13,IND,M,GUJARAT,258,400753,394169,1051781,38.1
0.06,KHETANI CHANDULAL HARAKHCHAND,AHMEDABAD,14,IND,M,GUJARAT,234,400753,394169,1051781,38.1
0.06,PARMAR JIVABHAI JASABHAI,AHMEDABAD,15,IND,M,GUJARAT,233,400753,394169,1051781,38.1
0.06,MAHMAD HANIF SAIKH,AHMEDABAD,16,DMM,M,GUJARAT,226,400753,394169,1051781,38.1
0.06,SHETH DILIPKUMAR JAYANTILAL,AHMEDABAD,17,IND,M,GUJARAT,223,400753,394169,1051781,38.1
0.05,KUMAR SHANTILAL VIRJIBHAI,AHMEDABAD,18,IND,M,GUJARAT,180,400753,394169,1051781,38.1
0.04,MAKWANA GOVIND RUDABHAI,AHMEDABAD,19,IND,M,GUJARAT,175,400753,394169,1051781,38.1
0.04,VIONODBHAI ISHWARLAL DALWADI,AHMEDABAD,20,IND,M,GUJARAT,168,400753,394169,1051781,38.1
0.04,ARVINDBHAI RAMANLAL JANI,AHMEDABAD,21,IND,M,GUJARAT,146,400753,394169,1051781,38.1
0.03,IKRAMULL ISLAM M. SAIYAD,AHMEDABAD,22,IND,M,GUJARAT,123,400753,394169,1051781,38.1
0.03,BHUSARI SHALIGRAM TULSIRAM,AHMEDABAD,23,IND,M,GUJARAT,109,400753,394169,1051781,38.1
0.03,DAVE MAHENDRAKUMAR MAGANLAL,AHMEDABAD,24,IND,M,GUJARAT,106,400753,394169,1051781,38.1
0.02,LAKHTARWALA FAKIRMOHAMADKHAN RASULKHAN,AHMEDABAD,25,IND,M,GUJARAT,93,400753,394169,1051781,38.1
57.97,LAL KRISHNA ADVANI,GANDHINAGAR,1,BJP,M,GUJARAT,356902,625226,615690,1375341,45.46
37.56,G.I. PATEL,GANDHINAGAR,2,INC,M,GUJARAT,231223,625226,615690,1375341,45.46
1.08,SENDHAJI THAKOR,GANDHINAGAR,3,JP,M,GUJARAT,6635,625226,615690,1375341,45.46
0.77,PURUSHOTAM GANESH MAVALANKAR,GANDHINAGAR,4,IND,M,GUJARAT,4757,625226,615690,1375341,45.46
0.72,DIXIT NARENDRA (DIXIT BHAI),GANDHINAGAR,5,JD,M,GUJARAT,4441,625226,615690,1375341,45.46
0.31,SATYANDRANATH (MONI) CHATURVEDI,GANDHINAGAR,6,SLI,M,GUJARAT,1920,625226,615690,1375341,45.46
0.2,AJMERI RAFIK JAMALBHAI,GANDHINAGAR,7,YVP,M,GUJARAT,1210,625226,615690,1375341,45.46
0.19,PARIKH MAHESH AMRUTLAL,GANDHINAGAR,8,IND,M,GUJARAT,1190,625226,615690,1375341,45.46
