%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
0.11,GAJANAND SINGH,KODARMA,20,BKUS,M,BIHAR,522,498565,489686,967408,51.54
0.1,GANESH MAHTO,KODARMA,21,IND,M,BIHAR,487,498565,489686,967408,51.54
0.1,CHANDRIKA PANDEY,KODARMA,22,IND,M,BIHAR,468,498565,489686,967408,51.54
0.09,BABULAL MAHTO,KODARMA,23,BSP,M,BIHAR,434,498565,489686,967408,51.54
0.08,BHIM PRASAD GUPTA,KODARMA,24,IND,M,BIHAR,372,498565,489686,967408,51.54
0.07,SANDEEP KUMAR SINGH,KODARMA,25,IND,M,BIHAR,322,498565,489686,967408,51.54
0.03,SURYA NARAYAN RAM,KODARMA,26,IND,M,BIHAR,148,498565,489686,967408,51.54
48.21,BINOD BIHARI MAHTO,GIRIDIH,1,JMM,M,BIHAR,228413,483492,473793,955994,50.57
31.79,RAMDAS SINGH,GIRIDIH,2,BJP,M,BIHAR,150610,483492,473793,955994,50.57
16.24,SARFARAJ AHMAD,GIRIDIH,3,INC,M,BIHAR,76930,483492,473793,955994,50.57
0.52,JAIKANT PANDEY,GIRIDIH,4,IND,M,BIHAR,2461,483492,473793,955994,50.57
0.49,BIJAY PRASAD SINGH,GIRIDIH,5,IND,M,BIHAR,2301,483492,473793,955994,50.57
0.43,KANTHIRAM MURMU,GIRIDIH,6,IND,M,BIHAR,2050,483492,473793,955994,50.57
0.43,SUNDAR SRIVASTAVA,GIRIDIH,7,IND,M,BIHAR,2042,483492,473793,955994,50.57
0.4,DURGA SINGH,GIRIDIH,8,IND,M,BIHAR,1908,483492,473793,955994,50.57
0.35,DWARIKA PASWAN,GIRIDIH,9,BSP,M,BIHAR,1653,483492,473793,955994,50.57
0.21,MADAN MOHAN AGRAWAL,GIRIDIH,10,JP,M,BIHAR,1015,483492,473793,955994,50.57
0.19,RATAN LAL,GIRIDIH,11,JKP,M,BIHAR,916,483492,473793,955994,50.57
0.17,GURUDAYAL TRIVIKRAM,GIRIDIH,12,LKD,M,BIHAR,789,483492,473793,955994,50.57
0.13,B.K. DUBEY,GIRIDIH,13,IND,M,BIHAR,621,483492,473793,955994,50.57
0.13,BIJUY MAHTO,GIRIDIH,14,IND,M,BIHAR,600,483492,473793,955994,50.57
0.09,KAJRU MAHTO,GIRIDIH,15,RRP(S),M,BIHAR,423,483492,473793,955994,50.57
0.08,BAIJNATH SINGH,GIRIDIH,16,SKD,M,BIHAR,370,483492,473793,955994,50.57
0.07,KHAGESHWAR MAHTO,GIRIDIH,17,IND,M,BIHAR,346,483492,473793,955994,50.57
0.07,SADHURAM PASWAN,GIRIDIH,18,IND,M,BIHAR,345,483492,473793,955994,50.57
44.29,RITA VERMA (W),DHANBAD,1,BJP,F,BIHAR,257066,592422,580403,1169411,50.66
29.59,A.K. ROY,DHANBAD,2,M-COR,M,BIHAR,171767,592422,580403,1169411,50.66
10.55,AKLU RAM MAHTO,DHANBAD,3,JMM,M,BIHAR,61252,592422,580403,1169411,50.66
9.72,YOGESHWAR PRASAD YOGESH,DHANBAD,4,INC,M,BIHAR,56413,592422,580403,1169411,50.66
0.84,AMTAF DUTTA,DHANBAD,5,IND,M,BIHAR,4856,592422,580403,1169411,50.66
0.59,RAM PRASAD NONIA,DHANBAD,6,IND,M,BIHAR,3449,592422,580403,1169411,50.66
0.42,RAJENDRA NISHAD,DHANBAD,7,IND,M,BIHAR,2438,592422,580403,1169411,50.66
0.34,A.N. DUBEY,DHANBAD,8,IND,M,BIHAR,1977,592422,580403,1169411,50.66
0.33,NANDI KISHORE CHOW,DHANBAD,9,IND,M,BIHAR,1918,592422,580403,1169411,50.66
0.24,VAVNESHWAR PD. SINGH,DHANBAD,10,SSD,M,BIHAR,1398,592422,580403,1169411,50.66
0.24,NAND KUMAR PANDEY,DHANBAD,11,JKP,M,BIHAR,1373,592422,580403,1169411,50.66
0.2,SHAMAELE NABI,DHANBAD,12,JP,M,BIHAR,1138,592422,580403,1169411,50.66
0.18,DEVAN MANJHI,DHANBAD,13,IND,M,BIHAR,1058,592422,580403,1169411,50.66
0.18,SATYENDRA KUMAR AZAD,DHANBAD,14,BSP,M,BIHAR,1054,592422,580403,1169411,50.66
0.18,RAJENDRA SAW,DHANBAD,15,IND,M,BIHAR,1016,592422,580403,1169411,50.66
0.15,MD. FAHIM KHAN,DHANBAD,16,IND,M,BIHAR,867,592422,580403,1169411,50.66
0.13,MASIH SOREN,DHANBAD,17,IND,M,BIHAR,765,592422,580403,1169411,50.66
0.13,DURGA PD. KESHARI,DHANBAD,18,IND,M,BIHAR,756,592422,580403,1169411,50.66
0.13,AMBAI SOYEN,DHANBAD,19,IND,M,BIHAR,747,592422,580403,1169411,50.66
0.13,KRISHNA PASWAN,DHANBAD,20,IND,M,BIHAR,739,592422,580403,1169411,50.66
0.12,A.P.SHARMA,DHANBAD,21,IND,M,BIHAR,689,592422,580403,1169411,50.66
0.11,RAJENDRA PRASAD PANDEY,DHANBAD,22,IND,M,BIHAR,629,592422,580403,1169411,50.66
0.1,RAJENDRA SINGH,DHANBAD,23,IND,M,BIHAR,601,592422,580403,1169411,50.66
0.1,JITENDRA KUMAR SINGH,DHANBAD,24,IND,M,BIHAR,589,592422,580403,1169411,50.66
0.09,MOVIN AKHTAR,DHANBAD,25,IND,M,BIHAR,548,592422,580403,1169411,50.66
0.08,ASHISH KUMAR NANDI,DHANBAD,26,IND,M,BIHAR,485,592422,580403,1169411,50.66
0.08,AJODHYA RAMAN,DHANBAD,27,IND,M,BIHAR,479,592422,580403,1169411,50.66
0.08,RAM VANDAN SINGH,DHANBAD,28,IND,M,BIHAR,475,592422,580403,1169411,50.66
0.08,JAI MOHAN THAKUR,DHANBAD,29,DDP,M,BIHAR,463,592422,580403,1169411,50.66
0.07,BUDHAN RAM,DHANBAD,30,BKUS,M,BIHAR,414,592422,580403,1169411,50.66
0.07,M.S. CHHABRA,DHANBAD,31,IND,M,BIHAR,389,592422,580403,1169411,50.66
0.06,GANAURI PASWAN,DHANBAD,32,IND,M,BIHAR,375,592422,580403,1169411,50.66
0.06,SUDHANSHU MAHTHA,DHANBAD,33,IND,M,BIHAR,358,592422,580403,1169411,50.66
0.06,ISHWAR MAHTO,DHANBAD,34,IND,M,BIHAR,324,592422,580403,1169411,50.66
0.05,SUMAN KUMAR SINGH,DHANBAD,35,IND,M,BIHAR,300,592422,580403,1169411,50.66
0.05,VINOD BIHARI SINHA,DHANBAD,36,IND,M,BIHAR,289,592422,580403,1169411,50.66
0.05,RAM AVTAR AGARWAL,DHANBAD,37,IND,M,BIHAR,274,592422,580403,1169411,50.66
0.04,MD. ASLAM,DHANBAD,38,IND,M,BIHAR,254,592422,580403,1169411,50.66
0.04,SUDARSHAN MISHRA,DHANBAD,39,IND,M,BIHAR,218,592422,580403,1169411,50.66
0.03,IZHAR AHMAD,DHANBAD,40,IND,M,BIHAR,203,592422,580403,1169411,50.66
34.45,BHUNESHWAR PRASAD MEHTA,HAZARIBAGH,1,CPI,M,BIHAR,171725,510221,498425,1019773,50.03
29.5,YADUNATH PANDEY,HAZARIBAGH,2,BJP,M,BIHAR,147044,510221,498425,1019773,50.03
12.97,TEKLAL MEHTO,HAZARIBAGH,3,IND,M,BIHAR,64656,510221,498425,1019773,50.03
12.36,GYAN RANJAN,HAZARIBAGH,4,INC,M,BIHAR,61611,510221,498425,1019773,50.03
5.67,TRIDIBESH GHOSH,HAZARIBAGH,5,IPF,M,BIHAR,28251,510221,498425,1019773,50.03
0.77,SHRIPAL TIWARI,HAZARIBAGH,6,IND,M,BIHAR,3835,510221,498425,1019773,50.03
0.56,GANESH PRASAD,HAZARIBAGH,7,JKP,M,BIHAR,2807,510221,498425,1019773,50.03
0.44,SARFARAJ AHMAD,HAZARIBAGH,8,IND,M,BIHAR,2212,510221,498425,1019773,50.03
0.38,DWARIKA PRASAD,HAZARIBAGH,9,SSD,M,BIHAR,1904,510221,498425,1019773,50.03
0.33,AJEEMAHUSSAIN (W),HAZARIBAGH,10,JP,F,BIHAR,1669,510221,498425,1019773,50.03
0.29,RAGHUNATH RAM,HAZARIBAGH,11,IND,M,BIHAR,1469,510221,498425,1019773,50.03
0.26,K.D. KESHRI,HAZARIBAGH,12,IND,M,BIHAR,1303,510221,498425,1019773,50.03
0.24,SUKHSAGAR MAHTO,HAZARIBAGH,13,BSP,M,BIHAR,1182,510221,498425,1019773,50.03
0.2,ABDUL AJEEM,HAZARIBAGH,14,IND,M,BIHAR,1017,510221,498425,1019773,50.03
0.19,MADAN MOHAN BHAKT,HAZARIBAGH,15,ICS(SCS),M,BIHAR,968,510221,498425,1019773,50.03
0.19,BIGAN MAHTO,HAZARIBAGH,16,IND,M,BIHAR,944,510221,498425,1019773,50.03
0.16,VINOD SINGH,HAZARIBAGH,17,IND,M,BIHAR,821,510221,498425,1019773,50.03
0.16,PANCHAM SINGH,HAZARIBAGH,18,IND,M,BIHAR,812,510221,498425,1019773,50.03
0.15,PRAHLAD SHARMA,HAZARIBAGH,19,IND,M,BIHAR,767,510221,498425,1019773,50.03
0.14,BOODHAN RAM,HAZARIBAGH,20,IND,M,BIHAR,702,510221,498425,1019773,50.03
0.12,LALIT GOSWAMI,HAZARIBAGH,21,IND,M,BIHAR,601,510221,498425,1019773,50.03
0.11,MAHESH NATH DUBEY,HAZARIBAGH,22,IND,M,BIHAR,525,510221,498425,1019773,50.03
0.09,SAKHARIA KISKU,HAZARIBAGH,23,IND,M,BIHAR,462,510221,498425,1019773,50.03
0.09,SUBODH KUMAR SAHU,HAZARIBAGH,24,IND,M,BIHAR,447,510221,498425,1019773,50.03
0.07,UMESH KUMAR SINGH,HAZARIBAGH,25,DDP,M,BIHAR,360,510221,498425,1019773,50.03
0.07,HASAN IMAM,HAZARIBAGH,26,IND,M,BIHAR,331,510221,498425,1019773,50.03
48.47,RAM TAHAL CHOUDHARY,RANCHI,1,BJP,M,BIHAR,223824,470423,461803,934651,50.33
22.57,AWADHESH KUMAR SINGH,RANCHI,2,JD,M,BIHAR,104247,470423,461803,934651,50.33
17.29,SHEO PRASAD SAHU,RANCHI,3,INC,M,BIHAR,79863,470423,461803,934651,50.33
4.33,SUBODH KANT SHAHAY,RANCHI,4,JP,M,BIHAR,19975,470423,461803,934651,50.33
2.85,RAM DAYAL MUNDA,RANCHI,5,IND,M,BIHAR,13161,470423,461803,934651,50.33
0.44,MD. ABDUL MALLICK,RANCHI,6,IND,M,BIHAR,2028,470423,461803,934651,50.33
0.44,JAGDISH RAJAK,RANCHI,7,IND,M,BIHAR,2013,470423,461803,934651,50.33
0.4,JAGULU MUNDA,RANCHI,8,IND,M,BIHAR,1833,470423,461803,934651,50.33
0.31,NIRPENDRA NATH MAHTO,RANCHI,9,FBL,M,BIHAR,1411,470423,461803,934651,50.33
0.25,AVINASH CHANDER VERMA,RANCHI,10,IND,M,BIHAR,1153,470423,461803,934651,50.33
0.19,SANKER MUNDA,RANCHI,11,IND,M,BIHAR,879,470423,461803,934651,50.33
0.17,AMBIKA PRASAD SINGH,RANCHI,12,PBI,M,BIHAR,786,470423,461803,934651,50.33
0.17,LAL RANVIJAY NATH SHAHDEO,RANCHI,13,JKP,M,BIHAR,764,470423,461803,934651,50.33
0.16,SHIV PRASAD AGARWAL,RANCHI,14,MSD,M,BIHAR,742,470423,461803,934651,50.33
0.16,GOPAL GODSE,RANCHI,15,HMS,M,BIHAR,741,470423,461803,934651,50.33
0.15,GOKHUL CHANDER BENERJEE,RANCHI,16,IND,M,BIHAR,700,470423,461803,934651,50.33
0.13,RAJENDER PRASAD SHAHI,RANCHI,17,IND,M,BIHAR,599,470423,461803,934651,50.33
0.1,GIRIDHARI LAL SHARMA,RANCHI,18,IND,M,BIHAR,475,470423,461803,934651,50.33
0.09,RAMESH KUMAR,RANCHI,19,IND,M,BIHAR,435,470423,461803,934651,50.33
0.09,BALBHADER DAS,RANCHI,20,IND,M,BIHAR,422,470423,461803,934651,50.33
0.09,SANJAY KUMAR SINGH,RANCHI,21,IND,M,BIHAR,409,470423,461803,934651,50.33
0.08,MD. ABRARUL HODA,RANCHI,22,IND,M,BIHAR,376,470423,461803,934651,50.33
0.08,BRIJ KISHORE TIWARY,RANCHI,23,IND,M,BIHAR,361,470423,461803,934651,50.33
0.08,MD. NAYEEM,RANCHI,24,DDP,M,BIHAR,353,470423,461803,934651,50.33
0.07,RAJENDER NATH MAHTO,RANCHI,25,IND,M,BIHAR,344,470423,461803,934651,50.33
0.07,ARBIND KUMAR LAL,RANCHI,26,IND,M,BIHAR,306,470423,461803,934651,50.33
0.07,JITWAI MAHTO,RANCHI,27,IND,M,BIHAR,305,470423,461803,934651,50.33
0.06,HARI DAS VERMA,RANCHI,28,BSP,M,BIHAR,278,470423,461803,934651,50.33
0.06,GUHI RAM SINGH,RANCHI,30,IND,M,BIHAR,273,470423,461803,934651,50.33
0.06,S.K.MUSTAFA,RANCHI,29,IND,M,BIHAR,273,470423,461803,934651,50.33
0.06,ABDUL RAUF,RANCHI,31,LAJM,M,BIHAR,257,470423,461803,934651,50.33
0.05,MICHLE NAG,RANCHI,32,IND,M,BIHAR,232,470423,461803,934651,50.33
0.05,OM PRAKASH TILAK,RANCHI,33,IND,M,BIHAR,213,470423,461803,934651,50.33
0.04,BAN VIHARI MAHTO,RANCHI,34,IND,M,BIHAR,187,470423,461803,934651,50.33
0.04,AMAR KUMAR SINHA,RANCHI,35,IND,M,BIHAR,182,470423,461803,934651,50.33
0.04,RAVINDER ORAON,RANCHI,36,IND,M,BIHAR,173,470423,461803,934651,50.33
0.04,SURESH CHANDER,RANCHI,37,IND,M,BIHAR,168,470423,461803,934651,50.33
0.04,BIBHUTI RAM AJAD,RANCHI,38,IND,M,BIHAR,165,470423,461803,934651,50.33
0.03,BASANT LAL,RANCHI,39,IND,M,BIHAR,147,470423,461803,934651,50.33
0.03,KAILASH VERMA,RANCHI,40,IND,M,BIHAR,144,470423,461803,934651,50.33
0.03,KRISHAN KANT SINHA,RANCHI,41,IND,M,BIHAR,135,470423,461803,934651,50.33
0.03,BRAJ KUMAR MISHRA,RANCHI,42,IND,M,BIHAR,132,470423,461803,934651,50.33
0.03,AMAL SARKAR,RANCHI,43,IND,M,BIHAR,129,470423,461803,934651,50.33
0.02,BANWARI LAL AGARWAL,RANCHI,44,IND,M,BIHAR,91,470423,461803,934651,50.33
0.01,BABAN KUMAR,RANCHI,45,IND,M,BIHAR,67,470423,461803,934651,50.33
0.01,KAMAL NATH MISHRA,RANCHI,46,IND,M,BIHAR,52,470423,461803,934651,50.33
40.22,SILENDRA MAHTO,JAMSHEDPUR,1,JMM,M,BIHAR,205296,522780,510481,963786,54.24
29.2,AMRENDRA PRATAP SINGH,JAMSHEDPUR,2,BJP,M,BIHAR,149049,522780,510481,963786,54.24
17.2,CHANDAN BAGCHI,JAMSHEDPUR,3,INC,M,BIHAR,87797,522780,510481,963786,54.24
10.01,SURAJ SINGH BASERA,JAMSHEDPUR,4,IND,M,BIHAR,51106,522780,510481,963786,54.24
0.56,CHANDRA SEKHAR PRA.,JAMSHEDPUR,5,IND,M,BIHAR,2852,522780,510481,963786,54.24
0.45,SAILEN KUMAR MAHATO,JAMSHEDPUR,6,JKP,M,BIHAR,2293,522780,510481,963786,54.24
0.36,RAMESH CHANDRA ARORA,JAMSHEDPUR,7,SKD,M,BIHAR,1831,522780,510481,963786,54.24
0.25,CHHUTU LAL SHARMA,JAMSHEDPUR,8,IND,M,BIHAR,1268,522780,510481,963786,54.24
0.21,BIJOY MAHATO,JAMSHEDPUR,9,IND,M,BIHAR,1061,522780,510481,963786,54.24
0.2,DHARNIDHAR MAHATO,JAMSHEDPUR,10,AMB,M,BIHAR,1017,522780,510481,963786,54.24
0.17,SHASHI KANT CHOUBEY,JAMSHEDPUR,11,IND,M,BIHAR,873,522780,510481,963786,54.24
0.17,MD. SHAFIQUE,JAMSHEDPUR,12,IND,M,BIHAR,860,522780,510481,963786,54.24
0.14,KAMU LAL MAHATO,JAMSHEDPUR,13,FBL,M,BIHAR,719,522780,510481,963786,54.24
0.14,SARABJEET TIWARY,JAMSHEDPUR,14,DDP,M,BIHAR,693,522780,510481,963786,54.24
0.12,BRIJ NANDAN SINGH,JAMSHEDPUR,15,IND,M,BIHAR,592,522780,510481,963786,54.24
0.11,DEV NARAYAN TIWARI,JAMSHEDPUR,16,IND,M,BIHAR,547,522780,510481,963786,54.24
0.11,PHILIP JAAN,JAMSHEDPUR,17,IND,M,BIHAR,547,522780,510481,963786,54.24
0.1,MEERA KUMARI (W),JAMSHEDPUR,18,IND,F,BIHAR,505,522780,510481,963786,54.24
0.08,T.P. GUPTA,JAMSHEDPUR,19,IND,M,BIHAR,416,522780,510481,963786,54.24
0.07,SHADIQUE ALI,JAMSHEDPUR,20,IND,M,BIHAR,349,522780,510481,963786,54.24
0.06,MAI DAS BASKEY,JAMSHEDPUR,21,IND,M,BIHAR,320,522780,510481,963786,54.24
0.06,NURUZAMA KHAN,JAMSHEDPUR,22,IND,M,BIHAR,317,522780,510481,963786,54.24
0.03,SUNIL KUMAR CHOUBEY,JAMSHEDPUR,23,IND,M,BIHAR,173,522780,510481,963786,54.24
36.1,KRISHNA MARANDI,SINGHBHUM (ST),1,JMM,M,BIHAR,121125,344344,335499,760927,45.25
22.34,BIJAY SINGH SOY,SINGHBHUM (ST),2,INC,M,BIHAR,74945,344344,335499,760927,45.25
20.56,MUNDA RADHEY SUMBRUI,SINGHBHUM (ST),3,BJP,M,BIHAR,68967,344344,335499,760927,45.25
4.76,BAGUM SUMBRUI,SINGHBHUM (ST),4,JP,M,BIHAR,15972,344344,335499,760927,45.25
4.12,MANGAL SINGH LAMAYE,SINGHBHUM (ST),5,JD,M,BIHAR,13824,344344,335499,760927,45.25
3.57,MANGAL SINGH BOBONGA,SINGHBHUM (ST),6,IND,M,BIHAR,11993,344344,335499,760927,45.25
2.17,DEEPAK VIRUA,SINGHBHUM (ST),7,IND,M,BIHAR,7274,344344,335499,760927,45.25
1.39,MAHENDRA ALDA,SINGHBHUM (ST),8,JKP,M,BIHAR,4647,344344,335499,760927,45.25
1.04,MOHAN LAL PURTY,SINGHBHUM (ST),9,IND,M,BIHAR,3491,344344,335499,760927,45.25
0.58,BHIMSEN CHAMPIA,SINGHBHUM (ST),10,IND,M,BIHAR,1949,344344,335499,760927,45.25
0.45,KOLAY BIRUA,SINGHBHUM (ST),11,IND,M,BIHAR,1498,344344,335499,760927,45.25
0.44,SHALAN DAHANGA,SINGHBHUM (ST),12,IND,M,BIHAR,1469,344344,335499,760927,45.25
0.41,PRATAP SINGH HESA,SINGHBHUM (ST),13,IND,M,BIHAR,1385,344344,335499,760927,45.25
0.38,PRABHU DAYAL BAGA,SINGHBHUM (ST),14,IND,M,BIHAR,1277,344344,335499,760927,45.25
0.25,SONA RAM NAG,SINGHBHUM (ST),15,IND,M,BIHAR,853,344344,335499,760927,45.25
0.23,LADU DEOGAM,SINGHBHUM (ST),16,IND,M,BIHAR,778,344344,335499,760927,45.25
0.21,MICHAEL NAG,SINGHBHUM (ST),17,DDP,M,BIHAR,720,344344,335499,760927,45.25
0.21,RAMESHWAR BODRA,SINGHBHUM (ST),18,IND,M,BIHAR,699,344344,335499,760927,45.25
0.19,MEWA LAL HONHAGA,SINGHBHUM (ST),19,IND,M,BIHAR,636,344344,335499,760927,45.25
0.17,RAMI MAJHI,SINGHBHUM (ST),20,IND,M,BIHAR,581,344344,335499,760927,45.25
0.16,DAMU IGAR SUNDI,SINGHBHUM (ST),21,IND,M,BIHAR,548,344344,335499,760927,45.25
0.1,SINGHU HEMBROM,SINGHBHUM (ST),22,IND,M,BIHAR,327,344344,335499,760927,45.25
0.09,BISHWANATH SUMBRUI,SINGHBHUM (ST),23,IND,M,BIHAR,295,344344,335499,760927,45.25
0.07,MAHENDRA SINGH,SINGHBHUM (ST),24,IND,M,BIHAR,246,344344,335499,760927,45.25
36.02,KARIA MUNDA,KHUNTI (ST),1,BJP,M,BIHAR,123583,351120,343126,756843,46.39
23.38,NIRAL ENEM HORO,KHUNTI (ST),2,JKP,M,BIHAR,80209,351120,343126,756843,46.39
21.01,SIMON TIGGA,KHUNTI (ST),3,INC,M,BIHAR,72107,351120,343126,756843,46.39
9.93,PRABHAKAR TIRKEY,KHUNTI (ST),4,IND,M,BIHAR,34061,351120,343126,756843,46.39
6.93,RAMESH SINGH MUNDA,KHUNTI (ST),5,JMM,M,BIHAR,23787,351120,343126,756843,46.39
0.95,C.A. TOPPNO,KHUNTI (ST),6,IND,M,BIHAR,3262,351120,343126,756843,46.39
0.41,CHONAS KHALKHO,KHUNTI (ST),7,IND,M,BIHAR,1417,351120,343126,756843,46.39
0.38,SHANKER MUNDA,KHUNTI (ST),8,IND,M,BIHAR,1320,351120,343126,756843,46.39
0.34,KANHAI LAL SINGH MUNDA,KHUNTI (ST),9,IND,M,BIHAR,1180,351120,343126,756843,46.39
0.25,SUNUA PAHAN,KHUNTI (ST),10,DDP,M,BIHAR,844,351120,343126,756843,46.39
0.24,BHUKHALA BARIK,KHUNTI (ST),11,IND,M,BIHAR,832,351120,343126,756843,46.39
0.15,VAN SINGH MUNDA,KHUNTI (ST),12,IND,M,BIHAR,524,351120,343126,756843,46.39
37.4,LALIT ORAON,LOHARDAGA (ST),1,BJP,M,BIHAR,139611,383428,373288,828306,46.29
22.8,SUMATI ORAON (W),LOHARDAGA (ST),2,INC,F,BIHAR,85095,383428,373288,828306,46.29
16.89,KARAM CHAND BHAGAT,LOHARDAGA (ST),3,JD,M,BIHAR,63030,383428,373288,828306,46.29
16.35,BINOD BHAGAT,LOHARDAGA (ST),4,IND,M,BIHAR,61020,383428,373288,828306,46.29
1.95,ABHA ROBA (W),LOHARDAGA (ST),5,JKP,F,BIHAR,7262,383428,373288,828306,46.29
1.08,JATRU ORAON,LOHARDAGA (ST),6,IPF,M,BIHAR,4021,383428,373288,828306,46.29
1.03,KRISHNABANGE ORAON,LOHARDAGA (ST),7,JNP,M,BIHAR,3836,383428,373288,828306,46.29
0.44,YOGESH ORAON,LOHARDAGA (ST),8,JP,M,BIHAR,1632,383428,373288,828306,46.29
0.4,SANICHRWA MUNDA,LOHARDAGA (ST),9,IND,M,BIHAR,1491,383428,373288,828306,46.29
0.31,SITA RAM BHAGAT,LOHARDAGA (ST),10,IND,M,BIHAR,1172,383428,373288,828306,46.29
0.3,MUKTI TIRKEY,LOHARDAGA (ST),11,IND,M,BIHAR,1138,383428,373288,828306,46.29
0.27,BASANT ORAON,LOHARDAGA (ST),12,IND,M,BIHAR,1015,383428,373288,828306,46.29
0.26,SUKRA ORAON,LOHARDAGA (ST),13,DDP,M,BIHAR,962,383428,373288,828306,46.29
0.21,DIWAKAR MINZ,LOHARDAGA (ST),14,IND,M,BIHAR,791,383428,373288,828306,46.29
0.13,SURESH ORAON,LOHARDAGA (ST),15,IND,M,BIHAR,484,383428,373288,828306,46.29
0.11,RAM BRIKSH ORAON,LOHARDAGA (ST),16,IND,M,BIHAR,427,383428,373288,828306,46.29
0.08,J. KANDULNA,LOHARDAGA (ST),17,IND,M,BIHAR,301,383428,373288,828306,46.29
37.95,RAM DEO RAM,PALAMAU (SC),1,BJP,M,BIHAR,130864,350572,344843,915831,38.28
32.08,JORAWAR RAM,PALAMAU (SC),2,JD,M,BIHAR,110622,350572,344843,915831,38.28
13.64,KAMLA KUMARI (W),PALAMAU (SC),3,INC,F,BIHAR,47049,350572,344843,915831,38.28
6.49,JAWAHIR RAM,PALAMAU (SC),4,SKD,M,BIHAR,22380,350572,344843,915831,38.28
2.81,KISHORE KUMAR,PALAMAU (SC),5,IPF,M,BIHAR,9677,350572,344843,915831,38.28
2.11,SHEEMA PATRA (W),PALAMAU (SC),6,JP,F,BIHAR,7286,350572,344843,915831,38.28
1.35,GANESH RAM BHUIYAN,PALAMAU (SC),7,IND,M,BIHAR,4651,350572,344843,915831,38.28
0.72,BHUNESHWAR RAM,PALAMAU (SC),8,BSP,M,BIHAR,2474,350572,344843,915831,38.28
0.57,KANHAI RAM,PALAMAU (SC),9,JKP,M,BIHAR,1973,350572,344843,915831,38.28
0.38,KAMESHWAR RAM,PALAMAU (SC),10,IND,M,BIHAR,1327,350572,344843,915831,38.28
0.35,BHIBHUTI RAM AZAD,PALAMAU (SC),11,IND,M,BIHAR,1215,350572,344843,915831,38.28
0.23,RAM LAGAN BHAGAT,PALAMAU (SC),12,IND,M,BIHAR,794,350572,344843,915831,38.28
0.23,RAM SAGAR MAHRA,PALAMAU (SC),13,BKUS,M,BIHAR,780,350572,344843,915831,38.28
0.22,MANOJ KUMAR,PALAMAU (SC),14,IND,M,BIHAR,763,350572,344843,915831,38.28
0.21,BIRBAL RAM,PALAMAU (SC),15,DDP,M,BIHAR,733,350572,344843,915831,38.28
0.19,RAJ DEO RAM,PALAMAU (SC),16,IND,M,BIHAR,666,350572,344843,915831,38.28
0.17,SANTOSH KUMAR PASWAN,PALAMAU (SC),17,IND,M,BIHAR,574,350572,344843,915831,38.28
0.13,NARESH RAM,PALAMAU (SC),18,IND,M,BIHAR,460,350572,344843,915831,38.28
0.09,SOBHI RAM,PALAMAU (SC),19,IND,M,BIHAR,311,350572,344843,915831,38.28
0.07,BHIKHAM MOCHI,PALAMAU (SC),20,JNP,M,BIHAR,244,350572,344843,915831,38.28
58.18,PRABHU ZANTYE HARISH NARAYAN,PANAJI,1,INC,M,GOA,88336,154808,151827,345233,44.84
20.35,GOPAL MAYEKAR,PANAJI,2,MAG,M,GOA,30892,154808,151827,345233,44.84
17.78,PARIKAR MANOHAR GOPALKRISHNA,PANAJI,3,BJP,M,GOA,26988,154808,151827,345233,44.84
1.51,CHRISTOPHER FONSECA,PANAJI,4,CPI,M,GOA,2292,154808,151827,345233,44.84
0.42,BORKAR DILIP DHARMA,PANAJI,5,GLP,M,GOA,643,154808,151827,345233,44.84
0.35,FERNANDES VICTORIA ROMEO (W),PANAJI,6,IND,F,GOA,534,154808,151827,345233,44.84
0.34,PRADIP GONKAR,PANAJI,7,BSP,M,GOA,510,154808,151827,345233,44.84
0.25,DIAS ANTHONY LEAO,PANAJI,8,IND,M,GOA,379,154808,151827,345233,44.84
0.23,ROHIDAS KURTIKAR,PANAJI,9,IND,M,GOA,351,154808,151827,345233,44.84
0.21,THAKKAR KANUBHAI,PANAJI,10,IND,M,GOA,322,154808,151827,345233,44.84
0.11,MANDREKAR DILIP DATTARAM,PANAJI,11,LKD,M,GOA,162,154808,151827,345233,44.84
0.09,KAMAT DHANKAR PANDARINATH JANARDHAN,PANAJI,12,IND,M,GOA,136,154808,151827,345233,44.84
0.09,DIAS THOMAS,PANAJI,13,IND,M,GOA,131,154808,151827,345233,44.84
0.06,SANYOGITA J. RANE (W),PANAJI,14,IND,F,GOA,93,154808,151827,345233,44.84
0.04,PRAKASH BABURAO NAIK,PANAJI,15,IND,M,GOA,58,154808,151827,345233,44.84
57.17,FALERIO EDURADO MARTINHO,MORMUGAO,1,INC,M,GOA,93098,164919,162839,409086,40.31
20.79,PRABHU M.S.,MORMUGAO,2,MAG,M,GOA,33860,164919,162839,409086,40.31
13.6,NAIK SHRIPAD YESSO,MORMUGAO,3,BJP,M,GOA,22141,164919,162839,409086,40.31
2.02,ALMEIDA URSELING INACIO,MORMUGAO,4,JD,M,GOA,3285,164919,162839,409086,40.31
1.45,PALEKAR NARAYAN VITHAL,MORMUGAO,5,CPI,M,GOA,2366,164919,162839,409086,40.31
1.05,A.C.D'SILVA,MORMUGAO,6,IND,M,GOA,1706,164919,162839,409086,40.31
